draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2878,1,683074,556204,0.002781205,0.9487,0.26051,625388, 5699,11518,5531, 5784,196,2024,26934,515802, 4037, 7446,4155,4666,163,1559,18376,153117,187577,137682,145118,26523,123562,177658,204316,137630,229755,187577,153117,134340, 82103,217035,157644,1,2,126522,178066,0.4154,0.3905,0.0,0.8,0, 0.0001211
2878,2,679285,553881,0.002781205,0.9487,0.15168,602876,19416,15091,1762,10884,211,2406,26639,501702,12514,10210,1448,8670,169,1806,17362,204618,148016,183280,127193,39745, 99939,257412,156451,209611,187887,148016,204618,113566,111512,172169,233512,1,2,178933,143897,0.5543,0.5209,0.8,0.8,0, 0.0001211
2879,1,682563,556313,0.002031036,0.9430,0.23794,622964, 7133,11792,5551, 5947,208,2101,26867,514534, 5042, 7689,4170,4807,177,1603,18291,157178,183684,142066,142793,27491,121321,182660,200003,141982,225774,183684,157178,132057, 84778,212888,162321,1,2,130275,174715,0.4271,0.4016,0.0,0.8,0, 0.0011347
2879,2,679796,553772,0.002031036,0.9430,0.17496,605300,17982,14817,1742,10721,199,2329,26706,502970,11509, 9967,1433,8529,155,1762,17447,200557,151909,178896,129518,38777,102180,252410,160764,205259,191868,151909,200557,115849,108837,176316,228835,1,2,175180,147248,0.5433,0.5104,0.8,0.8,0, 0.0011347
2880,1,678349,553143,0.004155292,0.9496,0.18030,606650,15436,14661,1730,10655,199,2323,26695,503718,10230, 9867,1427,8485,154,1755,17507,200238,153140,178587,130312,38633,102879,251947,161992,204831,193027,153140,200238,116596,108610,177510,228389,1,2,174847,148270,0.5411,0.5083,0.8,1.0,0,-0.0955489
2880,2,684010,556942,0.004155292,0.9496,0.24003,621614, 9679,11948,5563, 6013,208,2107,26878,513786, 6321, 7789,4176,4851,178,1610,18231,157497,182453,142375,141999,27635,120622,183123,198775,142410,224615,182453,157497,131310, 85005,211695,162767,1,2,130608,173693,0.4292,0.4036,0.2,1.0,0,-0.0955489
2881,1,681503,557179,0.000474912,0.9639,0.21771,625748, 4369,11372,5535, 5787,198,2029,26465,517713, 3353, 7404,4168,4663,166,1560,18152,159474,184410,144704,143765,27590,121688,186396,201262,144872,227460,184410,159474,132727, 86147,214361,165634,1,1,132607,175717,0.4301,0.4040,0.2,1.0,0,-0.0915715
2881,2,680856,552906,0.000474912,0.9639,0.27090,602516,20746,15237,1758,10881,209,2401,27108,499791,13198,10252,1435,8673,166,1805,17586,198261,151183,176258,128546,38678,101813,248674,159505,202369,190182,151183,198261,115179,107468,174843,225522,1,1,172848,146246,0.5417,0.5091,0.8,1.0,0,-0.0915715
2882,1,682004,557241,0.001210400,0.9629,0.24119,625621, 5003,11377,5511, 5890,197,2041,26364,517416, 3705, 7455,4142,4741,164,1568,18050,159376,185185,144954,144803,27432,122476,186340,201515,144718,228054,185185,159376,133640, 86193,214784,165529,1,1,132564,176407,0.4291,0.4029,0.2,1.0,0,-0.0912145
2882,2,680355,552844,0.001210400,0.9629,0.22566,602643,20112,15232,1782,10778,210,2389,27209,500088,12846,10201,1461,8595,168,1797,17688,198359,150408,176008,127508,38836,101025,248730,159252,202523,189588,150408,198359,114266,107422,174420,225626,1,1,172891,145556,0.5429,0.5105,0.8,1.0,0,-0.0912145
2883,1,679727,553489,0.002132331,0.9601,0.23723,607197,15677,14822,1729,10838,202,2352,26910,503476,10428, 9942,1424,8627,155,1759,17678,198810,152560,177632,129477,38653,102495,249055,162350,202353,192879,152560,198810,115986,108143,177615,225704,1,2,173300,147952,0.5395,0.5071,0.8,1.0,0,-0.0936447
2883,2,682632,556596,0.002132331,0.9601,0.23372,621067, 9438,11787,5564, 5830,205,2078,26663,514028, 6123, 7714,4179,4709,177,1606,18060,158925,183033,143330,142834,27615,121006,186015,198417,144888,224763,183033,158925,131920, 85472,211590,165452,1,2,132155,174011,0.4316,0.4055,0.2,1.0,0,-0.0936447
2884,1,681986,556178,0.001183976,0.9506,0.23016,621210, 8995,11659,5562, 5724,190,2070,26576,513990, 5901, 7631,4171,4663,171,1596,18055,158576,183659,143027,143457,27422,121695,185364,199748,144265,226084,183659,158576,132576, 85225,212916,164814,1,2,131731,174929,0.4296,0.4035,0.0,0.8,0, 0.0033761
2884,2,680373,553907,0.001183976,0.9506,0.22293,607054,16120,14950,1731,10944,217,2360,26997,503514,10650,10025,1432,8673,161,1769,17683,199159,151934,177935,128854,38846,101806,249706,161019,202976,191558,151934,199159,115330,108390,176288,226341,1,2,173724,147034,0.5416,0.5092,0.8,0.8,0, 0.0033761
2885,1,680020,554907,0.001702195,0.9439,0.22638,620751, 7536,11680,5555, 5694,192,2050,26562,513469, 5156, 7633,4170,4644,174,1580,18081,158415,183382,142853,143184,27387,121530,185057,199356,144046,225602,183382,158415,132357, 85120,212479,164552,1,2,131552,174611,0.4297,0.4036,0.0,0.8,0, 0.0027398
2885,2,682339,555178,0.001702195,0.9439,0.21514,607513,17579,14929,1738,10974,215,2380,27011,504035,11395,10023,1433,8692,158,1785,17657,199320,152211,178109,129127,38881,101971,250013,161411,203195,192040,152211,199320,115549,108495,176725,226604,1,2,173904,147352,0.5413,0.5089,0.8,0.8,0, 0.0027398
2886,1,680440,556461,0.001085617,0.9610,0.21784,624772, 4360,11296,5532, 5781,198,2016,26485,517026, 3353, 7367,4163,4661,166,1549,18176,159032,184023,144310,143399,27550,121391,185887,200847,144474,226975,184023,159032,132395, 85930,213911,165181,1,1,132251,175327,0.4300,0.4039,0.2,1.0,0,-0.0922743
2886,2,681919,553624,0.001085617,0.9610,0.27740,603492,20755,15313,1761,10887,209,2414,27088,500478,13198,10289,1440,8675,166,1816,17562,198703,151570,176652,128912,38718,102110,249183,159920,202767,190667,151570,198703,115511,107685,175294,225975,1,1,173204,146636,0.5415,0.5090,0.8,1.0,0,-0.0922743
2887,1,681852,554106,0.000987258,0.9667,0.27183,603501,20532,15118,1769,11058,238,2422,27214,501019,13041,10097,1470,8767,184,1819,17709,196791,150610,174882,127482,39132,101065,245995,159803,200172,189830,150610,196791,114273,107007,174816,223083,1,0,171394,145758,0.5404,0.5087,0.8,1.0,0,-0.0897132
2887,2,680507,555979,0.000987258,0.9667,0.24343,624763, 4583,11491,5524, 5610,169,2008,26359,516485, 3510, 7559,4133,4569,148,1546,18029,160944,184983,146080,144829,27136,122436,189075,200964,147069,227812,184983,160944,133633, 86608,214388,168072,1,0,134061,176205,0.4321,0.4052,0.2,1.0,0,-0.0897132
2888,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2888,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2889,1,680897,552743,0.000414722,0.9762,0.29525,602711,20571,15145,1793,10826,220,2376,27255,499874,13042,10107,1473,8613,174,1779,17681,195111,152117,172333,128464,38574,102060,244365,160932,198914,190894,152117,195111,115262,105453,175913,221639,1,0,169859,146893,0.5363,0.5045,0.8,1.0,0,-0.0894876
2889,2,681462,557342,0.000414722,0.9762,0.25612,625553, 4544,11464,5500, 5842,187,2054,26318,517630, 3509, 7549,4130,4723,158,1586,18057,162624,183476,148629,143847,27694,121441,190705,199835,148327,226748,183476,162624,132644, 88161,213292,169516,1,0,135596,175069,0.4365,0.4095,0.2,1.0,0,-0.0894876
2890,1,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
2890,2,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
2891,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2891,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2892,1,680317,555720,0.001266186,0.9620,0.24949,623277, 5587,11507,5530, 5873,193,2049,26301,515447, 4078, 7524,4167,4731,164,1581,18028,159107,184298,144574,143947,27447,121907,185593,200569,144247,226859,184298,159107,132927, 86010,213714,164920,1,2,132194,175516,0.4296,0.4035,0.2,1.0,0,-0.0924079
2892,2,682042,554365,0.001266186,0.9620,0.24132,604987,19528,15102,1763,10795,214,2381,27272,502057,12473,10132,1436,8605,168,1784,17710,198628,151295,176388,128364,38821,101594,249477,160198,202994,190783,151295,198628,114979,107605,175491,226235,1,2,173262,146447,0.5419,0.5095,0.8,1.0,0,-0.0924079
2893,1,681503,557179,0.000474912,0.9639,0.21771,625748, 4369,11372,5535, 5787,198,2029,26465,517713, 3353, 7404,4168,4663,166,1560,18152,159474,184410,144704,143765,27590,121688,186396,201262,144872,227460,184410,159474,132727, 86147,214361,165634,1,1,132607,175717,0.4301,0.4040,0.2,1.0,0,-0.0915715
2893,2,680856,552906,0.000474912,0.9639,0.27090,602516,20746,15237,1758,10881,209,2401,27108,499791,13198,10252,1435,8673,166,1805,17586,198261,151183,176258,128546,38678,101813,248674,159505,202369,190182,151183,198261,115179,107468,174843,225522,1,1,172848,146246,0.5417,0.5091,0.8,1.0,0,-0.0915715
2894,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2894,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2895,1,683584,556796,0.003529907,0.9335,0.18004,612154,14701,14587,1817,10874,222,2340,26889,507396, 9794, 9720,1495,8636,176,1746,17833,194843,156016,174317,131205,38226,104416,242885,167107,196458,196784,156016,194843,117810,106271,181945,219671,1,3,169346,151105,0.5285,0.4972,0.6,0.8,0, 0.0101989
2895,2,678775,553289,0.003529907,0.9335,0.16134,616110,10414,12022,5476, 5794,185,2090,26684,510108, 6757, 7936,4108,4700,156,1619,17905,162892,179577,146645,141106,28042,119085,192185,193660,150783,220858,179577,162892,130096, 87344,207259,171484,1,3,136110,170857,0.4434,0.4159,0.2,0.8,0, 0.0101989
2896,1,683403,558637,0.003264191,0.9582,0.23437,626158, 5592,11612,5519, 5785,174,2025,26538,518236, 4088, 7651,4141,4715,153,1560,18093,161664,184352,146639,144420,27389,122041,190158,199922,148046,226901,184352,161664,133230, 87014,213411,169102,1,1,134779,175527,0.4343,0.4073,0.2,1.0,0,-0.0896610
2896,2,678956,551448,0.003264191,0.9582,0.25924,602106,19523,14997,1774,10883,233,2405,27035,499268,12463,10005,1462,8621,179,1805,17645,196071,151241,174323,127891,38879,101460,244912,160845,199195,190741,151241,196071,114676,106601,175793,222053,1,1,170676,146436,0.5382,0.5066,0.8,1.0,0,-0.0896610
2897,1,683584,557787,0.003529907,0.9506,0.14918,606251,20050,15160,1776,10974,221,2430,26722,504978,12908,10268,1457,8733,181,1837,17425,206571,148322,185015,127544,40214,100250,258874,156467,210862,188066,148322,206571,113897,112614,172266,234868,1,1,180307,144130,0.5558,0.5224,0.8,0.8,0,-0.0019767
2897,2,678775,552298,0.003529907,0.9506,0.25922,622013, 5065,11449,5517, 5694,186,2000,26851,512526, 3643, 7388,4146,4603,151,1528,18313,151164,187271,135947,144767,26054,123251,176196,204300,136379,229576,187271,151164,134009, 81001,216938,156288,1,1,125148,177833,0.4131,0.3882,0.0,0.8,0,-0.0019767
2898,1,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
2898,2,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
2899,1,677777,552754,0.004995012,0.9572,0.19605,606457,15246,14579,1722,10650,191,2306,26626,503539,10183, 9838,1416,8488,150,1727,17413,200720,152235,179091,130171,38572,102891,252161,161537,204861,192708,152235,200720,116531,108832,177122,228511,1,1,175081,147908,0.5421,0.5091,0.8,0.8,0, 0.0004572
2899,2,684582,557331,0.004995012,0.9572,0.24922,621807, 9869,12030,5571, 6018,216,2124,26947,513965, 6368, 7818,4187,4848,182,1638,18325,157015,183358,141871,142140,27696,120610,182909,199230,142380,224934,183358,157015,131375, 84783,212082,162644,1,1,130374,174055,0.4283,0.4028,0.0,0.8,0, 0.0004572
2900,1,682428,553755,0.001832850,0.9743,0.36597,604079,20579,15174,1798,10833,220,2381,27364,500778,13044,10119,1477,8622,174,1783,17758,195265,152320,172475,128477,38632,102098,244436,161184,198974,191145,152320,195265,115288,105553,176165,221705,1,0,169956,147045,0.5361,0.5044,0.8,1.0,0,-0.0897540
2900,2,679931,556330,0.001832850,0.9743,0.22774,624185, 4536,11435,5495, 5835,187,2049,26209,516726, 3507, 7537,4126,4714,158,1582,17980,162470,183273,148487,143834,27636,121403,190634,199583,148267,226497,183273,162470,132618, 88061,213040,169450,1,0,135499,174918,0.4365,0.4095,0.2,1.0,0,-0.0897540
2901,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2901,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2902,1,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
2902,2,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
2903,1,679520,551629,0.002436215,0.9753,0.28700,601473,20545,15119,1787,10808,218,2364,27206,498848,13015,10080,1471,8605,174,1772,17664,194842,151519,172083,127938,38539,101628,243845,160365,198528,190221,151519,194842,114783,105311,175293,221186,1,0,169567,146334,0.5368,0.5050,0.8,1.0,0,-0.0886882
2903,2,682839,558456,0.002436215,0.9753,0.25301,626791, 4570,11490,5506, 5860,189,2066,26367,518656, 3536, 7576,4132,4731,158,1593,18074,162893,184074,148879,144373,27729,121873,191225,200402,148713,227421,184074,162893,133123, 88304,213911,169969,1,0,135888,175629,0.4362,0.4092,0.2,1.0,0,-0.0886882
2904,1,680475,555878,0.001034235,0.9629,0.23872,623899, 5117,11569,5524, 5666,180,2037,26483,515976, 3795, 7613,4144,4604,153,1569,18024,161203,183799,146343,143980,27275,121712,189873,199248,147808,226126,183799,161203,132846, 86809,212687,168840,1,2,134500,174973,0.4346,0.4075,0.2,1.0,0,-0.0904615
2904,2,681884,554207,0.001034235,0.9629,0.26780,604365,19998,15040,1769,11002,227,2393,27090,501528,12756,10043,1459,8732,179,1796,17714,196532,151794,174619,128331,38993,101789,245197,161519,199433,191516,151794,196532,115060,106806,176517,222315,1,2,170955,146990,0.5377,0.5061,0.8,1.0,0,-0.0904615
2905,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2905,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2906,1,683029,558141,0.002715143,0.9667,0.23906,626308, 5176,11564,5515, 5722,177,2037,26530,518113, 3818, 7640,4122,4659,152,1569,18068,161745,184693,146851,144784,27349,122332,190486,200183,148260,227239,184693,161745,133558, 87100,213711,169373,1,1,134938,175846,0.4342,0.4071,0.2,1.0,0,-0.0892486
2906,2,679330,551944,0.002715143,0.9667,0.26938,601956,19939,15045,1778,10946,230,2393,27043,499391,12733,10016,1481,8677,180,1796,17670,195990,150900,174111,127527,38919,101169,244584,160584,198981,190403,150900,195990,114348,106515,175494,221783,1,1,170517,146117,0.5385,0.5069,0.8,1.0,0,-0.0892486
2907,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2907,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2908,1,679804,553610,0.002019292,0.9468,0.25320,620764, 6813,11598,5520, 5864,209,2037,26999,512370, 4716, 7510,4143,4732,172,1564,18403,152470,185370,137122,143039,26768,121571,176928,201831,137267,227013,185370,152470,132305, 81945,214422,157097,1,1,126111,175765,0.4178,0.3930,0.0,0.8,0,-0.0032161
2908,2,682555,556475,0.002019292,0.9468,0.14955,607500,18302,15011,1773,10804,198,2393,26574,505134,11835,10146,1460,8604,160,1801,17335,205265,150223,183840,129272,39500,101930,258142,158936,209974,190629,150223,205265,115601,111670,174783,234058,1,1,179344,146198,0.5509,0.5174,0.8,0.8,0,-0.0032161
2909,1,679677,556031,0.002205733,0.9582,0.14501,609085,14809,14587,1739,10649,202,2399,26207,506959, 9978, 9915,1414,8505,169,1815,17276,207175,150393,186860,129550,40162,101864,260012,159703,211398,191278,150393,207175,115707,113511,175490,235705,1,2,181121,146558,0.5527,0.5194,0.8,0.8,0,-0.0061491
2909,2,682682,554054,0.002205733,0.9582,0.26807,619179,10306,12022,5554, 6019,205,2031,27366,510545, 6573, 7741,4189,4831,163,1550,18462,150560,185200,134102,142761,26106,121637,175058,201064,135843,226364,185200,150560,132199, 80104,213714,155451,1,2,124334,175405,0.4148,0.3900,0.0,0.8,0,-0.0061491
2910,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2910,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2911,1,678362,554524,0.004136208,0.9629,0.22886,622841, 4375,11274,5528, 5774,192,2009,26369,515164, 3360, 7366,4157,4660,161,1546,18110,158900,183941,144184,143536,27296,121623,185547,200763,144098,227033,183941,158900,132580, 85740,213898,164823,1,0,132005,175379,0.4294,0.4033,0.2,1.0,0,-0.0925245
2911,2,683997,555561,0.004136208,0.9629,0.16910,605423,20740,15335,1765,10894,215,2421,27204,502340,13191,10290,1446,8676,171,1819,17628,198835,151652,176778,128775,38972,101878,249523,160004,203143,190609,151652,198835,115326,107875,175307,226333,1,0,173450,146584,0.5420,0.5096,0.8,1.0,0,-0.0925245
2912,1,679705,552941,0.002164628,0.9572,0.23848,605857,16824,14910,1743,10792,193,2341,27045,502439,10985,10008,1419,8590,148,1749,17603,197779,152696,175690,129573,38400,102618,248416,161308,201968,191886,152696,197779,116095,107045,176597,225192,1,2,172451,147616,0.5388,0.5063,0.8,1.0,0,-0.0926025
2912,2,682654,557144,0.002164628,0.9572,0.24691,622407, 8291,11699,5550, 5876,214,2089,26528,515065, 5566, 7648,4184,4746,184,1616,18135,159956,182897,145272,142738,27868,120883,186654,199459,145273,225756,182897,159956,131811, 86570,212608,165963,1,2,133004,174347,0.4327,0.4066,0.2,1.0,0,-0.0926025
2913,1,678462,554960,0.003989404,0.9629,0.21696,623056, 4336,11263,5532, 5766,198,2007,26304,515694, 3338, 7350,4169,4646,166,1543,18054,158742,183722,144034,143231,27471,121245,185538,200535,144177,226614,183722,158742,132238, 85752,213574,164858,1,0,131992,175069,0.4299,0.4038,0.2,1.0,0,-0.0927824
2913,2,683897,555125,0.003989404,0.9629,0.26775,605208,20779,15346,1761,10902,209,2423,27269,501810,13213,10306,1434,8690,166,1822,17684,198993,151871,176928,129080,38797,102256,249532,160232,203064,191028,151871,198993,115668,107863,175630,226298,1,0,173463,146893,0.5415,0.5089,0.8,1.0,0,-0.0927824
2914,1,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
2914,2,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
2915,1,681602,556534,0.000620248,0.9610,0.22904,625285, 4384,11517,5512, 5718,194,2049,26943,516808, 3345, 7460,4136,4615,162,1553,18455,157099,185274,142214,144177,27399,122170,183572,202482,142525,228259,185274,157099,133173, 84807,215371,163048,1,0,130562,176472,0.4252,0.3997,0.0,0.8,0, 0.0037377
2915,2,680757,553551,0.000620248,0.9610,0.21518,602979,20731,15092,1781,10950,213,2381,26630,500696,13206,10196,1467,8721,170,1812,17283,200636,150319,178748,128134,38869,101331,251498,158285,204716,189383,150319,200636,114733,108808,173834,228107,1,0,174893,145490,0.5459,0.5129,0.8,0.8,0, 0.0037377
2916,1,683740,558034,0.003758921,0.9506,0.15470,607239,19545,14963,1753,10935,222,2433,26650,505652,12593,10178,1428,8723,182,1849,17429,205699,149894,184290,128553,40109,100977,258054,158299,210142,189868,149894,205699,114765,112199,174084,234098,1,2,179659,145518,0.5525,0.5194,0.8,0.8,0,-0.0028154
2916,2,678619,552051,0.003758921,0.9506,0.26201,621025, 5570,11646,5540, 5733,185,1997,26923,511852, 3958, 7478,4175,4613,150,1516,18309,152036,185699,136672,143758,26159,122524,177016,202468,137099,227774,185699,152036,133141, 81416,215121,157058,1,2,125797,176444,0.4162,0.3911,0.0,0.8,0,-0.0028154
2917,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2917,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2918,1,683775,559413,0.003810303,0.9696,0.24244,627659, 4575,11538,5507, 5857,189,2062,26388,519559, 3534, 7587,4135,4737,160,1587,18114,163155,184118,149092,144324,27779,121818,191327,200473,148797,227468,184118,163155,133071, 88435,213971,170062,1,0,136030,175640,0.4365,0.4095,0.2,1.0,0,-0.0885221
2918,2,678584,550672,0.003810303,0.9696,0.24557,600605,20540,15071,1786,10811,218,2368,27185,497945,13017,10069,1468,8599,172,1778,17624,194580,151475,171870,127987,38489,101683,243743,160294,198444,190174,151475,194580,114835,105180,175234,221094,1,0,169425,146323,0.5366,0.5048,0.8,1.0,0,-0.0885221
2919,1,683403,558637,0.003264191,0.9582,0.23437,626158, 5592,11612,5519, 5785,174,2025,26538,518236, 4088, 7651,4141,4715,153,1560,18093,161664,184352,146639,144420,27389,122041,190158,199922,148046,226901,184352,161664,133230, 87014,213411,169102,1,1,134779,175527,0.4343,0.4073,0.2,1.0,0,-0.0896610
2919,2,678956,551448,0.003264191,0.9582,0.25924,602106,19523,14997,1774,10883,233,2405,27035,499268,12463,10005,1462,8621,179,1805,17645,196071,151241,174323,127891,38879,101460,244912,160845,199195,190741,151241,196071,114676,106601,175793,222053,1,1,170676,146436,0.5382,0.5066,0.8,1.0,0,-0.0896610
2920,1,683817,555695,0.003871960,0.9610,0.21847,605376,20573,15283,1787,10867,205,2406,27320,502503,13079,10234,1463,8669,167,1807,17773,199105,151333,176675,128335,38955,101642,249633,160262,203207,190796,151333,199105,114988,107815,175529,226420,1,2,173515,146474,0.5423,0.5098,0.8,1.0,0,-0.0926723
