draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2920,2,678542,554390,0.003871960,0.9610,0.23872,622888, 4542,11326,5506, 5801,202,2024,26253,515001, 3472, 7422,4140,4667,165,1558,17965,158630,184260,144287,143976,27313,121859,185437,200505,144034,226846,184260,158630,132918, 85800,213675,164735,1,2,131940,175489,0.4292,0.4030,0.2,1.0,0,-0.0926723
2921,1,679111,555250,0.003036645,0.9363,0.12818,617526, 7541,12566,5298, 7584,175,2142,26279,512005, 5423, 8385,3939,6152,153,1602,17591,179816,171783,163529,138028,30333,114620,214678,185154,170124,214614,171783,179816,126324, 96931,199884,192401,1,3,151696,164840,0.4792,0.4484,0.6,1.2,0,-0.1855649
2921,2,683248,554835,0.003036645,0.9363,0.31126,610738,17574,14043,1995, 9084,232,2288,27294,505499,11128, 9271,1664,7184,179,1763,18147,177919,163810,157433,134283,35935,108881,220392,175613,177117,203028,163810,177919,121582, 96684,189320,198755,1,3,153759,157123,0.4946,0.4662,0.6,1.2,0,-0.1855649
2922,1,684573,559476,0.004981800,0.9163,0.08592,612535,14221,14786,3278,10062,186,2395,27110,509196, 9620,10000,2507,8064,164,1816,18109,203553,157092,186972,133358,37410,108069,250332,167553,202156,198132,157092,203553,120714,112191,182842,226244,1,2,176085,152841,0.5353,0.5019,0.8,0.8,0,-0.0072896
2922,2,677786,550609,0.004981800,0.9163,0.26879,615729,10894,11823,4015, 6606,221,2035,26463,508308, 6931, 7656,3096,5272,168,1549,17629,154182,178501,133990,138953,28858,115432,184738,193214,145085,219510,178501,154182,127192, 81424,206362,164911,1,2,129371,169122,0.4334,0.4082,0.0,0.8,0,-0.0072896
2923,1,683937,558870,0.004048125,0.9677,0.23776,627551, 5007,11523,5511, 5682,178,2025,26460,519041, 3724, 7614,4119,4628,152,1560,18032,161849,185412,146876,145434,27316,122871,190460,201155,148144,228275,185412,161849,134153, 87096,214715,169302,1,1,134929,176629,0.4331,0.4061,0.2,1.0,0,-0.0885316
2923,2,678422,551215,0.004048125,0.9677,0.26410,600713,20108,15086,1782,10986,229,2405,27113,498463,12827,10042,1484,8708,180,1805,17706,195886,150181,174086,126877,38952,100630,244610,159612,199097,189367,150181,195886,113753,106519,174489,221853,1,1,170526,145333,0.5399,0.5082,0.8,1.0,0,-0.0885316
2924,1,683183,555160,0.002941222,0.9563,0.23743,605329,20076,15079,1782,11050,237,2407,27223,502364,12753,10080,1475,8748,181,1812,17747,196912,151793,175045,128184,39180,101575,245907,160848,200079,190886,151793,196912,114880,107112,175867,222993,1,1,171425,146657,0.5389,0.5073,0.8,1.0,0,-0.0905814
2924,2,679176,554925,0.002941222,0.9563,0.22872,622935, 5039,11530,5511, 5618,170,2023,26350,515140, 3798, 7576,4128,4588,151,1553,17991,160823,183800,145917,144127,27088,121926,189163,199919,147162,226756,183800,160823,133026, 86503,213337,168162,1,1,134031,175306,0.4333,0.4063,0.2,1.0,0,-0.0905814
2925,1,678770,550985,0.003537247,0.9743,0.28685,600708,20556,15124,1790,10818,218,2375,27181,498217,13037,10088,1471,8607,172,1778,17615,194636,151412,171895,127882,38497,101573,243786,160147,198460,190009,151412,194636,114728,105196,175078,221123,1,0,169455,146205,0.5368,0.5050,0.8,1.0,0,-0.0884555
2925,2,683589,559100,0.003537247,0.9743,0.25453,627556, 4559,11485,5503, 5850,189,2055,26392,519287, 3514, 7568,4132,4729,160,1587,18123,163099,184181,149067,144429,27771,121928,191284,200620,148781,227633,184181,163099,133178, 88419,214127,170033,1,0,136000,175758,0.4362,0.4093,0.2,1.0,0,-0.0884555
2926,1,681897,553042,0.001053320,0.9468,0.24180,619997,10039,11576,5517, 5478,209,2049,27032,510825, 6343, 7407,4150,4380,166,1567,18204,150626,186456,134792,143538,26595,122545,175452,202182,136046,227203,186456,150626,133042, 80693,214693,155749,1,2,124702,176385,0.4142,0.3897,0.0,0.8,0,-0.0046059
2926,2,680462,557043,0.001053320,0.9468,0.13508,608267,15076,15033,1776,11190,198,2381,26541,506679,10208,10249,1453,8956,166,1798,17534,207109,149137,186170,128773,39673,100956,259618,158585,211195,190439,149137,207109,114864,112922,174512,235406,1,2,180753,145578,0.5539,0.5202,0.8,0.8,0,-0.0046059
2927,1,684183,559223,0.004409264,0.9658,0.24649,626600, 5820,11493,5532, 5978,195,2056,26509,518653, 4157, 7529,4163,4818,165,1591,18147,159976,184972,145457,144456,27695,122229,186757,200859,145240,227341,184972,159976,133342, 86576,214100,165999,1,1,133025,175971,0.4305,0.4044,0.2,1.0,0,-0.0912126
2927,2,678176,550862,0.004409264,0.9658,0.23979,601664,19295,15116,1761,10690,212,2374,27064,498851,12394,10127,1440,8518,167,1774,17591,197759,150621,175505,127855,38573,101272,248313,159908,202001,190301,150621,197759,114564,107039,175105,225157,1,1,172430,145992,0.5415,0.5090,0.8,1.0,0,-0.0912126
2928,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2928,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2929,1,681660,557342,0.000705394,0.9677,0.25379,624000, 6131,11450,5517, 5971,207,2069,26315,516641, 4405, 7508,4152,4816,178,1603,18039,159866,184091,145229,143810,27769,121674,186199,200366,144772,226770,184091,159866,132742, 86499,213568,165486,1,1,132767,175342,0.4309,0.4049,0.2,1.0,0,-0.0920343
2929,2,680699,552743,0.000705394,0.9677,0.25693,604264,18984,15159,1776,10697,200,2361,27258,500863,12146,10148,1451,8520,154,1762,17699,197869,151502,175733,128501,38499,101827,248871,160401,202469,190872,151502,197869,115164,107116,175637,225670,1,1,172688,146621,0.5408,0.5082,0.8,1.0,0,-0.0920343
2930,1,683183,553847,0.002941222,0.9772,0.31857,605971,20342,14671,1798,10654,236,2355,27156,501720,12843, 9723,1499,8412,180,1795,17675,191412,155153,169226,130347,38587,103835,239102,164684,193985,194283,155153,191412,117091,103907,179484,216543,1,0,166462,149660,0.5266,0.4960,0.6,0.8,0, 0.0130028
2930,2,679176,556238,0.002941222,0.9772,0.23780,622293, 4773,11938,5495, 6014,171,2075,26417,515784, 3708, 7933,4104,4924,152,1570,18063,166323,180440,151736,141964,27681,119666,195968,196083,153256,223359,180440,166323,130815, 89708,209721,174612,1,0,138993,172302,0.4465,0.4182,0.2,0.8,0, 0.0130028
2931,1,680551,555902,0.000922664,0.9610,0.24049,623873, 5378,11414,5530, 5817,192,2058,26289,515860, 3951, 7463,4164,4702,163,1587,18012,159298,184524,144712,144383,27459,122327,185944,201117,144448,227523,184524,159298,133355, 86085,214320,165196,1,2,132372,175975,0.4293,0.4032,0.2,1.0,0,-0.0918331
2931,2,681808,554183,0.000922664,0.9610,0.21824,604391,19737,15195,1763,10851,215,2372,27284,501644,12600,10193,1439,8634,169,1778,17726,198437,151069,176250,127928,38809,101174,249126,159650,202793,190119,151069,198437,114551,107530,174885,225960,1,2,173083,145988,0.5425,0.5100,0.8,1.0,0,-0.0918331
2932,1,681702,556824,0.000767052,0.9601,0.23268,623132, 6751,11648,5544, 5803,194,2064,26566,515672, 4775, 7615,4161,4729,174,1596,18102,158591,184262,143018,143782,27373,121896,185398,199798,144361,226101,184262,158591,132839, 85195,212950,164879,1,2,131748,175168,0.4293,0.4031,0.0,0.8,0, 0.0037130
2932,2,680657,553261,0.000767052,0.9601,0.22898,605132,18364,14961,1749,10865,213,2366,27007,501832,11776,10041,1442,8607,158,1769,17636,199144,151331,177944,128529,38895,101605,249672,160969,202880,191541,151331,199144,115067,108420,176255,226276,1,2,173707,146795,0.5420,0.5096,0.8,0.8,0, 0.0037130
2933,1,683862,559469,0.003938022,0.9534,0.13190,613013,14818,14623,1750,10673,203,2411,26371,510222, 9984, 9937,1425,8524,169,1824,17384,208432,151549,187997,130484,40359,102630,261533,160981,212633,192774,151549,208432,116557,114178,176877,237083,1,2,182191,147684,0.5523,0.5190,0.8,0.8,0,-0.0089603
2933,2,678497,550616,0.003938022,0.9534,0.26054,615251,10297,11986,5543, 5995,204,2019,27202,507282, 6567, 7719,4178,4812,163,1541,18354,149303,184044,132965,141827,25909,120871,173537,199786,134608,224868,184044,149303,131349, 79437,212327,154072,1,2,123264,174279,0.4143,0.3895,0.0,0.8,0,-0.0089603
2934,1,681727,554061,0.000803753,0.9658,0.23320,603761,20293,15184,1767,10871,210,2386,27255,501235,12903,10182,1439,8660,166,1787,17689,199173,150364,176850,127735,39003,101083,249648,159036,203205,189606,150364,199173,114409,107926,174321,226427,1,1,173576,145565,0.5439,0.5114,0.8,0.8,0, 0.0055350
2934,2,680632,556024,0.000803753,0.9658,0.24651,624503, 4822,11425,5526, 5797,197,2044,26318,516269, 3648, 7474,4164,4676,166,1578,18049,158562,185229,144112,144576,27265,122418,185422,201731,144036,228036,185229,158562,133497, 85689,214884,164729,1,1,131879,176398,0.4278,0.4017,0.0,0.8,0, 0.0055350
2935,1,679761,555462,0.002082417,0.9658,0.23580,624013, 4599,11451,5509, 5622,177,2018,26372,515968, 3526, 7546,4118,4582,154,1554,18014,161014,184119,146292,144261,27219,121900,189372,200058,147321,226925,184119,161014,133081, 86756,213492,168346,1,0,134244,175453,0.4335,0.4065,0.2,1.0,0,-0.0902636
2935,2,682598,554623,0.002082417,0.9658,0.25618,604251,20516,15158,1784,11046,230,2412,27201,501536,13025,10110,1485,8754,178,1811,17724,196721,151474,174670,128050,39049,101601,245698,160709,199920,190717,151474,196721,114825,106859,175713,222809,1,0,171212,146510,0.5389,0.5072,0.8,1.0,0,-0.0902636
2936,1,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
2936,2,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
2937,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2937,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2938,1,678462,554960,0.003989404,0.9629,0.21696,623056, 4336,11263,5532, 5766,198,2007,26304,515694, 3338, 7350,4169,4646,166,1543,18054,158742,183722,144034,143231,27471,121245,185538,200535,144177,226614,183722,158742,132238, 85752,213574,164858,1,0,131992,175069,0.4299,0.4038,0.2,1.0,0,-0.0927824
2938,2,683897,555125,0.003989404,0.9629,0.26775,605208,20779,15346,1761,10902,209,2423,27269,501810,13213,10306,1434,8690,166,1822,17684,198993,151871,176928,129080,38797,102256,249532,160232,203064,191028,151871,198993,115668,107863,175630,226298,1,0,173463,146893,0.5415,0.5089,0.8,1.0,0,-0.0927824
2939,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2939,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2940,1,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
2940,2,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
2941,1,678825,554857,0.003456504,0.9601,0.23609,622690, 4830,11494,5505, 5690,170,2018,26428,515080, 3680, 7569,4126,4634,148,1552,18068,160812,183496,146050,143644,27216,121404,189103,199090,147224,225863,183496,160812,132524, 86633,212477,168164,1,1,134081,174700,0.4342,0.4072,0.2,1.0,0,-0.0911151
2941,2,683534,555228,0.003456504,0.9601,0.25990,605574,20285,15115,1788,10978,237,2412,27145,502424,12871,10087,1477,8702,184,1813,17670,196923,152097,174912,128667,39052,102097,245967,161677,200017,191779,152097,196923,115382,106982,176728,222992,1,1,171374,147263,0.5378,0.5062,0.8,1.0,0,-0.0911151
2942,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2942,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2943,1,678082,552783,0.004547260,0.9449,0.27404,606861,14681,14534,1848,10771,215,2351,26821,503548, 9805, 9688,1517,8548,169,1757,17751,193924,154798,173364,129886,38183,103378,241510,166029,195393,195340,154798,193924,116632,105774,180684,218452,1,2,168475,149886,0.5292,0.4980,0.8,1.0,0,-0.0907278
2943,2,684277,557302,0.004547260,0.9449,0.13933,621403,10434,12075,5445, 5897,192,2079,26752,513956, 6746, 7968,4086,4788,163,1608,17987,163811,180795,147598,142425,28085,120123,193560,194738,151848,222302,180795,163811,131274, 87841,208520,172704,1,2,136980,172077,0.4432,0.4156,0.2,1.0,0,-0.0907278
2944,1,679438,552893,0.002556595,0.9563,0.25147,606070,16574,14741,1744,10898,209,2338,26864,502549,10854, 9843,1442,8662,160,1754,17629,195467,153708,173754,129851,38492,103059,244082,163167,198363,193171,153708,195467,116455,106123,178169,221223,1,2,170032,148591,0.5336,0.5020,0.8,1.0,0,-0.0909972
2944,2,682921,557192,0.002556595,0.9563,0.23006,622194, 8541,11868,5549, 5770,198,2092,26709,514955, 5697, 7813,4161,4674,172,1611,18109,162268,181885,147208,142460,27776,120442,190988,197600,148878,224471,181885,162268,131451, 87492,211035,169933,1,2,135424,173371,0.4386,0.4115,0.2,1.0,0,-0.0909972
2945,1,684503,559189,0.004879037,0.9582,0.24802,625059, 7305,11720,5562, 5896,214,2115,26632,517395, 5122, 7675,4192,4760,185,1644,18216,160838,183786,146044,143499,28005,121556,187375,200094,145838,226489,183786,160838,132528, 87024,213291,166607,1,2,133620,175085,0.4328,0.4067,0.2,1.0,0,-0.0914113
2945,2,677856,550896,0.004879037,0.9582,0.24068,603205,17810,14889,1731,10772,193,2315,26941,500109,11429, 9981,1411,8576,147,1721,17522,196897,151807,174918,128812,38263,101945,247695,160673,201403,191153,151807,196897,115378,106591,175913,224549,1,2,171835,146878,0.5392,0.5066,0.8,1.0,0,-0.0914113
2946,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2946,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2947,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2947,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
2948,1,678723,550756,0.003606245,0.9734,0.32954,600652,20562,15121,1787,10828,220,2375,27178,497964,13035,10091,1466,8619,174,1783,17624,194549,151445,171853,127856,38513,101578,243632,160244,198345,190127,151445,194549,114717,105183,175186,220988,1,0,169378,146250,0.5366,0.5049,0.8,1.0,0,-0.0884262
2948,2,683636,559329,0.003606245,0.9734,0.22177,627612, 4553,11488,5506, 5840,187,2055,26395,519540, 3516, 7565,4137,4717,158,1582,18114,163186,184148,149109,144455,27755,121923,191438,200523,148896,227515,184148,163186,133189, 88432,214019,170167,1,0,136077,175713,0.4364,0.4094,0.2,1.0,0,-0.0884262
2949,1,678799,554555,0.003494674,0.9629,0.24415,622020, 5505,11427,5519, 5836,192,2049,26251,514472, 4025, 7461,4144,4712,163,1579,17999,159096,183838,144538,143748,27470,121724,185595,200182,144241,226494,183838,159096,132736, 86004,213338,164918,1,2,132188,175197,0.4300,0.4039,0.2,1.0,0,-0.0927369
2949,2,683560,555530,0.003494674,0.9629,0.22901,606244,19610,15182,1774,10832,215,2381,27322,503032,12526,10195,1459,8624,169,1786,17739,198639,151755,176424,128563,38798,101777,249475,160585,203000,191148,151755,198639,115170,107611,175866,226237,1,2,173267,146766,0.5414,0.5090,0.8,1.0,0,-0.0927369
2950,1,679390,553492,0.002627061,0.9487,0.22057,605363,16808,14912,1726,10968,235,2401,26977,502557,11124,10028,1424,8690,179,1804,17686,199159,151317,177837,128278,39085,101188,249609,160510,202982,190993,151317,199159,114733,108461,175752,226296,1,2,173734,146457,0.5426,0.5103,0.8,0.8,0, 0.0040800
2950,2,682969,556593,0.002627061,0.9487,0.22936,622901, 8307,11697,5567, 5700,172,2029,26596,514947, 5427, 7628,4179,4646,153,1561,18052,158576,184276,143125,144033,27183,122313,185461,200257,144259,226649,184276,158576,133173, 85154,213453,164860,1,2,131721,175506,0.4287,0.4025,0.0,0.8,0, 0.0040800
2951,1,678799,554555,0.003494674,0.9629,0.24415,622020, 5505,11427,5519, 5836,192,2049,26251,514472, 4025, 7461,4144,4712,163,1579,17999,159096,183838,144538,143748,27470,121724,185595,200182,144241,226494,183838,159096,132736, 86004,213338,164918,1,2,132188,175197,0.4300,0.4039,0.2,1.0,0,-0.0927369
2951,2,683560,555530,0.003494674,0.9629,0.22901,606244,19610,15182,1774,10832,215,2381,27322,503032,12526,10195,1459,8624,169,1786,17739,198639,151755,176424,128563,38798,101777,249475,160585,203000,191148,151755,198639,115170,107611,175866,226237,1,2,173267,146766,0.5414,0.5090,0.8,1.0,0,-0.0927369
2952,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
2952,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
