draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2608,1,543399,428945,0.0023731237,0.9772,0.3592,20993,455325,2710,27638,4334,457,2448,29494,14279,368400,2045,19162,3560,366,1865,19268,136899, 95091,113937,135062,165572,83611,136593,107403,116817,133533,169455,130715,164139,144407,162176,133513,171916,131735,174719,127538,138251,105291,116817,133533,168481,133582,1,0,122261,151222,0.4471,0.4472,0.2,0.3,0,0.2080
2608,2,540826,421178,0.0023731237,0.9772,0.4013,24206,445993,2367,36954,3743,382,1926,25255,15629,359153,1736,23555,3106,276,1461,16262,142338, 82615,122175,120868,167192,75356,140877, 97456,119144,120340,174143,114068,169030,128052,166367,117344,176403,115286,178216,112076,143145, 94076,119144,120340,172832,117365,1,0,108345,155588,0.4105,0.4108,0.1,0.3,0,0.2080
2609,1,542055,419585,0.0001060665,0.9717,0.4439,24465,440255,3170,40659,4037,455,2016,26998,15681,353127,2381,26058,3383,336,1493,17126,143053, 78504,121885,117084,168894,69840,141794, 93192,119049,114472,172576,106426,167780,119735,165493,108834,174494,107721,176435,104426,143906, 89657,119049,114472,171356,109428,1,1,102023,155145,0.3967,0.3972,0.0,0.2,0,0.2548
2609,2,542170,430538,0.0001060665,0.9717,0.2276,20734,461063,1907,23933,4040,384,2358,27751,14227,374426,1400,16659,3283,306,1833,18404,136184, 99202,114227,138847,163870,89128,135676,111666,116912,139401,171023,138357,165390,152724,163051,142024,173825,139301,176500,135189,137490,109710,116912,139401,169958,141519,1,1,128584,151665,0.4588,0.4589,0.2,0.2,0,0.2548
2610,1,539702,422383,0.0044464940,0.9690,0.3325,24121,449588,2404,32591,3719,379,1937,24963,15575,362903,1782,21070,3082,270,1468,16233,142621, 83048,122378,121358,167060,76214,141098, 97879,119746,120535,174845,114706,169609,128723,166926,118110,177046,115932,178909,112715,143289, 94627,119746,120535,173467,118037,1,0,108921,156023,0.4111,0.4115,0.1,0.3,0,0.2081
2610,2,544523,427740,0.0044464940,0.9690,0.2411,21078,451730,2673,32001,4358,460,2437,29786,14333,364650,1999,21647,3584,372,1858,19297,136616, 94658,113734,134572,165704,82753,136372,106979,116215,133338,168754,130077,163560,143736,161618,132748,171273,131089,174027,126900,138107,104740,116215,133338,167847,132911,1,0,121685,150787,0.4466,0.4467,0.2,0.3,0,0.2081
2611,1,543305,423439,0.0021997279,0.9766,0.3373,25335,449601,3234,31359,4286,459,2097,26934,16435,361649,2428,20233,3561,344,1566,17223,143184, 79792,123060,117503,169161,71102,142952, 93102,120520,115762,174590,110827,170222,123936,167840,113006,176837,111635,179015,108259,144589, 90377,120520,115762,173700,113532,0,0,104492,156738,0.4000,0.4002,0.0,0.2,0,0.2557
2611,2,540920,426684,0.0021997279,0.9766,0.3005,19864,451717,1843,33233,3791,380,2277,27815,13473,365904,1353,22484,3105,298,1760,18307,136053, 97913,113051,138427,163603,87866,134518,111756,115442,138111,169009,133956,162947,148523,160704,137852,171482,135387,173920,131356,136807,108990,115442,138111,167613,137415,0,0,126114,150073,0.4566,0.4569,0.2,0.2,0,0.2557
2612,1,544343,416689,0.0041144596,0.9728,0.3821,22730,434786,3027,50072,3643,474,1966,27645,14262,345812,2236,32346,3000,345,1423,17265,147935, 71045,124667,109154,172228,62223,144806, 86429,122883,105311,178060, 95016,172696,108148,170291, 97763,180087, 96453,181262, 93688,147408, 82214,122883,105311,176479, 98213,2,0, 92522,159491,0.3671,0.3679,0.0,0.3,0,0.1990
2612,2,539882,433434,0.0041144596,0.9728,0.1946,22469,466532,2050,14520,4434,365,2408,27104,15646,381741,1545,10371,3666,297,1903,18265,131302,106660,111445,146777,160536,96744,132664,118429,113078,148561,165539,149767,160473,164311,158253,153095,168232,150568,171673,145927,133988,117153,113078,148561,164834,152734,2,0,138084,147319,0.4838,0.4837,0.3,0.3,0,0.1990
2613,1,543580,431816,0.0027070027,0.9608,0.1995,21859,465131,2772,17561,4377,432,2517,28931,14937,377382,2085,12581,3585,346,1924,18976,136036, 97698,113040,138072,164801,86358,136068,109916,115402,136911,168406,133632,162520,147979,160513,137041,170767,134813,173393,130677,137487,108010,115402,136911,167120,136829,1,0,125310,150095,0.4550,0.4552,0.2,0.2,0,0.2560
2613,2,540645,418307,0.0027070027,0.9608,0.3592,23340,436187,2305,47031,3700,407,1857,25818,14971,350171,1696,30136,3081,296,1402,16554,143201, 80008,123072,117858,167962,72609,141402, 94943,120559,116962,175193,111151,170649,124480,168031,113816,177552,112208,179542,108938,143909, 91357,120559,116962,174193,114119,1,0,105297,156716,0.4019,0.4022,0.0,0.2,0,0.2560
2614,1,544023,421480,0.0035241763,0.9810,0.5099,23645,433489,3204,50003,4184,459,1968,27071,15258,349112,2418,32238,3492,340,1453,17169,139685, 81821,118782,120038,165643,72815,138279, 96521,115816,117998,167614,110486,162754,123803,160700,112772,169608,111760,171431,108488,140597, 92800,115816,117998,166421,113462,1,0,105649,151031,0.4116,0.4120,0.2,0.4,0,0.1586
2614,2,540202,428643,0.0035241763,0.9810,0.2756,21554,467829,1873,14589,3893,380,2406,27678,14650,378441,1363,10479,3174,302,1873,18361,139552, 95885,117330,135892,167121,86152,139191,108338,120145,135875,175985,134297,170415,148656,167844,138086,178711,135262,181504,131126,140799,106567,120145,135875,174892,137486,1,0,124957,155780,0.4451,0.4453,0.2,0.4,0,0.1586
2615,1,541572,427802,0.0009970255,0.9592,0.1555,20431,451786,2306,31919,3990,428,2335,28377,13872,366550,1706,21706,3291,333,1801,18543,137795, 93703,114535,133468,163553,84599,137633,105693,116090,132201,168630,127059,162516,141458,160955,129963,171046,128140,172749,124777,138380,104365,116090,132201,167179,130280,1,0,120106,150550,0.4438,0.4440,0.2,0.4,0,0.1586
2615,2,542653,422321,0.0009970255,0.9592,0.2651,24768,449532,2771,32673,4087,411,2039,26372,16036,361003,2075,21011,3375,309,1525,16987,141442, 84003,121577,122462,169210,74369,139837, 99165,119871,121671,174969,117724,170654,131001,167589,120894,177273,118881,180187,114838,143016, 95001,119871,121671,174134,120668,1,0,110500,156260,0.4142,0.4145,0.2,0.4,0,0.1586
2616,1,544352,430088,0.0041310614,0.9674,0.2308,20524,454474,1873,33192,3841,395,2313,27740,14001,368759,1371,22438,3132,311,1797,18279,136835, 98690,113862,139245,164281,88723,135643,112120,116014,139185,169507,135552,163432,150205,161272,139316,172117,136844,174478,132863,137656,109694,116014,139185,168162,138956,2,0,127274,150744,0.4578,0.4580,0.2,0.2,0,0.2550
2616,2,539873,420035,0.0041310614,0.9674,0.4938,24675,446844,3204,31400,4236,444,2061,27009,15907,358794,2410,20279,3534,331,1529,17251,142403, 79016,122250,116685,168483,70245,141827, 92739,119947,114687,174091,109231,169737,122254,167272,111541,176201,110178,178457,106752,143740, 89673,119947,114687,173152,111991,2,0,103332,156066,0.3984,0.3987,0.0,0.2,0,0.2550
2617,1,543440,417466,0.0024487537,0.9766,0.5002,22948,433019,3118,50605,3632,444,1914,27760,14404,345908,2331,32697,3004,339,1405,17378,145131, 78102,120677,119776,173462,67092,140871, 96265,119662,114560,174037,103035,168029,117243,165554,107105,175162,105922,177602,101777,145035, 90310,119662,114560,172077,107017,1,0,101087,156018,0.3932,0.3939,0.0,0.2,0,0.2553
2617,2,540785,432657,0.0024487537,0.9766,0.2472,22251,468299,1959,13987,4445,395,2460,26989,15504,381645,1450,10020,3662,303,1921,18152,134106, 99603,115435,136154,159302,91875,136599,108593,116299,139313,169561,141748,165140,155216,162990,143752,173157,141099,175333,137838,136361,109057,116299,139313,169236,143931,1,0,129519,150792,0.4621,0.4619,0.2,0.2,0,0.2553
2618,1,543455,421189,0.0024764233,0.9777,0.5057,24696,441840,3213,39814,4244,447,2027,27174,15904,354716,2419,25526,3538,334,1499,17253,140530, 79927,120249,117825,166541,71198,139790, 94050,117258,116345,170554,109918,165962,123190,163644,112209,172649,110990,174673,107667,141777, 90751,117258,116345,169496,112795,1,0,104331,153185,0.4051,0.4055,0.0,0.2,0,0.2547
2618,2,540770,428934,0.0024764233,0.9777,0.2723,20503,459478,1864,24778,3833,392,2347,27575,14004,372837,1362,17191,3128,308,1827,18277,138707, 97779,115863,138105,166223,87770,137680,110809,118703,137527,173044,134865,167207,149269,164900,138649,175670,136031,178262,131948,139619,108616,118703,137527,171817,138152,1,0,126275,153626,0.4511,0.4514,0.2,0.2,0,0.2547
2619,1,540179,426169,0.0035666029,0.9505,0.1475,21371,456002,2576,27199,4062,343,2274,26352,14128,369263,2000,17897,3395,273,1757,17456,141440, 89981,119416,130642,168086,81553,139547,104611,118517,129018,174135,123063,168530,137667,165756,127662,174816,125720,178546,120800,142122,101698,118517,129018,172357,126983,0,0,117071,154879,0.4305,0.4308,0.2,0.4,0,0.1586
2619,2,544046,423954,0.0035666029,0.9505,0.1570,23828,445316,2501,37393,4015,496,2100,28397,15780,358290,1781,24820,3271,369,1569,18074,137797, 87725,116696,125288,164677,77415,137923,100248,117444,124855,169464,121720,164639,134792,162787,123196,173503,121301,174389,118815,139274, 97669,117444,124855,168957,123965,0,0,113535,151932,0.4277,0.4278,0.2,0.4,0,0.1586
2620,1,544065,429440,0.0036016509,0.9728,0.1889,20210,454392,1848,33252,3813,377,2279,27894,13726,368340,1353,22475,3110,298,1765,18373,137288, 98265,114199,139005,164957,88254,135780,112140,116567,138724,170387,134578,164243,149273,162046,138490,172871,136027,175343,131950,138057,109416,116567,138724,168978,138064,0,0,126670,151368,0.4556,0.4558,0.2,0.2,0,0.2550
2620,2,540160,420683,0.0036016509,0.9728,0.3602,24989,446926,3229,31340,4264,462,2095,26855,16182,359213,2428,20242,3556,344,1561,17157,141949, 79441,121913,116925,167807,70713,141690, 92719,119394,115149,173212,110205,168926,123186,166497,112368,175448,110994,177592,107664,143339, 89951,119394,115149,172335,112884,0,0,103936,155443,0.4007,0.4010,0.0,0.2,0,0.2550
2621,1,544462,432080,0.0043339713,0.9821,0.2895,21666,471712,1880,14602,3917,383,2439,27863,14724,381621,1364,10491,3190,302,1899,18489,141001, 96735,118683,137067,168786,86973,140734,109229,121508,137099,177755,135538,172227,149936,169652,139287,180534,136451,183363,132279,142302,107501,121508,137099,176707,138698,1,0,126059,157424,0.4447,0.4448,0.2,0.4,0,0.1586
2621,2,539763,418043,0.0043339713,0.9821,0.5263,23533,429606,3197,49990,4160,456,1935,26886,15184,345932,2417,32226,3476,340,1427,17041,138236, 80971,117429,118863,163978,71994,136736, 95630,114453,116773,165844,109245,160942,122523,158892,111571,167785,110571,169572,107336,139094, 91866,114453,116773,164607,112249,1,0,104547,149386,0.4117,0.4121,0.2,0.4,0,0.1586
2622,1,541802,433027,0.0005727593,0.9527,0.1744,22286,468282,2012,14189,4696,396,2440,27501,15517,381454,1476,10046,3860,315,1893,18466,130308,105498,112003,142949,158974,95291,132673,115569,112559,145957,164257,148381,159692,162306,157502,150914,167690,148338,170552,144295,133490,114827,112559,145957,163939,150847,3,0,135950,146621,0.4811,0.4809,0.3,0.3,0,0.2008
2622,2,542423,417096,0.0005727593,0.9527,0.3940,22913,433036,3065,50403,3381,443,1934,27248,14391,346099,2305,32671,2806,327,1433,17064,148930, 72207,124109,112982,173790,63677,144797, 89289,123402,107915,179341, 96402,173477,110153,171042, 99944,180628, 98683,182383, 95320,147906, 84540,123402,107915,177374,100100,3,0, 94656,160190,0.3714,0.3723,0.0,0.3,0,0.2008
2623,1,541722,434875,0.0007203302,0.9739,0.2136,22524,468175,2056,14537,4444,367,2411,27208,15679,383043,1551,10381,3675,298,1908,18340,132064,106841,112086,147119,161371,96893,133395,118647,113671,148871,166404,150024,161344,164606,159091,153352,169122,150828,172570,146170,134730,117375,113671,148871,165706,152996,2,0,138335,148112,0.4829,0.4828,0.3,0.3,0,0.1985
2623,2,542503,415248,0.0007203302,0.9739,0.4089,22675,433143,3021,50055,3633,472,1963,27541,14229,344510,2230,32336,2991,344,1418,17190,147173, 70865,124026,108812,171393,62075,144075, 86211,122290,105001,177195, 94758,171826,107853,169453, 97505,179197, 96194,180365, 93445,146666, 81992,122290,105001,175607, 97951,2,0, 92271,158699,0.3677,0.3684,0.0,0.3,0,0.1985
2624,1,540029,428247,0.0038432982,0.9734,0.2712,21001,467483,1847,15533,3854,384,2395,27532,14266,377983,1340,11081,3150,303,1857,18267,140463, 95591,117894,135969,168219,85621,139837,108432,120640,135659,176487,133342,170819,147728,168293,137135,179194,134372,181936,130221,141604,106403,120640,135659,175346,136560,1,0,124407,156378,0.4431,0.4433,0.2,0.4,0,0.1586
2624,2,544196,421876,0.0038432982,0.9734,0.3963,24198,433835,3230,49059,4223,455,1979,27217,15642,349570,2441,31636,3516,339,1469,17263,138774, 82114,118218,119962,164545,73347,137633, 96427,115322,118214,167111,111441,162350,124731,160251,113723,169124,112650,170999,109394,139792, 92964,115322,118214,165967,114388,1,0,106200,150432,0.4138,0.4141,0.2,0.4,0,0.1586
2625,1,543062,429094,0.0017514815,0.9766,0.2341,20117,456961,1854,29728,3814,383,2281,27924,13666,370274,1354,20232,3117,301,1761,18389,138053, 97836,114773,138753,165815,87688,136576,111657,117245,137996,171363,133939,165279,148581,163014,137868,173905,135337,176364,131259,138805,108983,117245,137996,169985,137397,1,0,126091,152238,0.4530,0.4533,0.2,0.2,0,0.2550
2625,2,541163,421029,0.0017514815,0.9766,0.4240,25082,444357,3223,34864,4263,456,2093,26825,16242,357279,2427,22485,3549,341,1565,17141,141185, 79870,121339,117177,166949,71279,140894, 93202,118717,115877,172236,110844,167891,123878,165530,112990,174414,111684,176571,108356,142591, 90384,118717,115877,171328,113550,1,0,104515,154572,0.4034,0.4036,0.0,0.2,0,0.2550
2626,1,539528,431426,0.0047674606,0.9739,0.2595,21833,467504,1937,14001,4423,388,2440,27002,15194,380763,1434,10030,3643,298,1904,18160,134515, 99338,115762,136030,159917,91443,136860,108561,116717,139016,170010,141065,165554,154547,163381,143171,173592,140483,175789,137167,136764,108843,116717,139016,169665,143286,1,0,129082,151209,0.4605,0.4604,0.2,0.2,0,0.2552
2626,2,544697,418697,0.0047674606,0.9739,0.4527,23366,433814,3140,50591,3654,451,1934,27747,14714,346790,2347,32687,3023,344,1422,17370,144722, 78368,120349,119900,172847,67525,140610, 96298,119244,114857,173588,103718,167615,117912,165163,107687,174726,106539,177147,102448,144631, 90524,119244,114857,171648,107661,1,0,101525,155601,0.3948,0.3955,0.0,0.2,0,0.2552
2627,1,541027,433952,0.0020023519,0.9734,0.2259,22438,467543,2040,14544,4460,367,2398,27237,15613,382189,1539,10407,3693,298,1893,18320,131370,106761,111431,146859,160509,96912,132710,118456,113105,148649,165737,149857,160705,164437,158418,153206,168463,150649,171897,146024,134006,117247,113105,148649,165044,152835,1,0,138181,147434,0.4838,0.4837,0.3,0.3,0,0.1989
2627,2,543198,416171,0.0020023519,0.9734,0.4608,22761,433775,3037,50048,3617,472,1976,27512,14295,345364,2242,32310,2973,344,1433,17210,147867, 70945,124681,109071,172255,62055,144760, 86403,122856,105224,177862, 94926,172464,108022,170126, 97652,179855, 96372,181038, 93591,147390, 82120,122856,105224,176269, 98112,1,0, 92426,159376,0.3671,0.3678,0.0,0.3,0,0.1989
2628,1,542423,423041,0.0005727593,0.9657,0.2800,20060,438579,2698,45492,4064,420,2152,28958,13579,353309,2007,30252,3338,332,1605,18619,142604, 85255,120699,122224,166022,77100,140098, 98428,119023,121915,171442,115631,166020,128746,164069,118032,173601,116397,174749,113562,142356, 95752,119023,121915,169976,118473,0,0,109729,153832,0.4163,0.4166,0.2,0.4,0,0.1586
2628,2,541802,427082,0.0005727593,0.9657,0.1965,25139,462739,2379,19100,4013,419,2222,25791,16329,374244,1774,12465,3328,310,1721,16911,136634, 92451,115413,133706,166742,81867,137372,106431,116938,131957,172157,129152,167149,143713,164475,132826,174718,130624,178186,126053,139040,103615,116938,131957,171337,132474,0,0,120878,152978,0.4414,0.4416,0.2,0.4,0,0.1586
2629,1,541096,429330,0.0018750721,0.9810,0.2934,21206,469019,1864,14595,3877,376,2421,27738,14408,379337,1352,10480,3154,297,1885,18417,140788, 95848,118430,136091,168491,86053,140359,108451,121335,135984,177369,134030,171801,148389,169252,137804,180125,134970,182877,130863,142018,106611,121335,135984,176285,137211,1,0,124848,157082,0.4428,0.4430,0.2,0.4,0,0.1586
2629,2,543129,420793,0.0018750721,0.9810,0.4315,23993,432299,3213,49997,4200,463,1953,27011,15500,348216,2429,32237,3512,345,1441,17113,138450, 81858,117682,119840,164273,72914,137111, 96408,114626,117888,166230,110753,161369,124070,159291,113054,168193,112051,170058,108752,139378, 92756,114626,117888,165028,113736,1,0,105758,149728,0.4139,0.4143,0.2,0.4,0,0.1586
2630,1,544751,427674,0.0048670709,0.9674,0.3306,20773,451977,2702,32419,4269,443,2290,29878,14083,364573,2033,22050,3502,359,1728,19346,136702, 93895,113495,134425,165447,82500,136004,106881,115782,132817,168695,128822,163388,142573,161326,131828,170946,130141,173898,125781,137912,104425,115782,132817,167651,131829,1,0,120966,150568,0.4455,0.4457,0.2,0.3,0,0.2082
2630,2,539474,422449,0.0048670709,0.9674,0.2527,24426,449341,2375,32173,3808,396,2084,24871,15825,362980,1748,20667,3164,283,1598,16184,142536, 83811,122617,121505,167317,76468,141466, 97978,120179,121055,174904,115961,169782,129886,167217,119030,177373,116880,179037,113834,143483, 94942,120179,121055,173662,119118,1,0,109640,156242,0.4124,0.4127,0.1,0.3,0,0.2082
2631,1,541373,426146,0.0013641080,0.9505,0.1367,20902,446687,2607,35658,4100,444,2437,28538,14270,361695,1956,24068,3367,348,1872,18570,138263, 91690,115621,130556,163739,82543,138227,103264,116944,129947,169438,125200,163622,139166,162081,127757,171894,126091,173716,122667,138963,102013,116944,129947,168150,128176,1,1,117888,151354,0.4379,0.4381,0.2,0.4,0,0.1586
2631,2,542852,423977,0.0013641080,0.9505,0.2016,24297,454631,2470,28934,3977,395,1937,26211,15638,365858,1825,18649,3299,294,1454,16960,140974, 86016,120491,125374,169025,76424,139243,101594,119017,123925,174160,119583,169548,133293,166463,123101,176424,120931,179219,116948,142433, 97354,119017,123925,173163,122771,1,1,112718,155456,0.4203,0.4206,0.2,0.4,0,0.1586
2632,1,540693,420782,0.0026184602,0.9701,0.3295,24298,440028,3209,39848,4188,449,2016,26657,15781,354780,2422,25556,3485,340,1506,16912,141483, 79924,120537,118184,167558,70847,140411, 94175,117824,116358,170601,109365,165844,122592,163559,111739,172670,110537,174616,107136,142497, 90784,117824,116358,169458,112274,1,0,104085,153510,0.4041,0.4044,0.0,0.2,0,0.2549
2632,2,543532,429341,0.0026184602,0.9701,0.2652,20901,461290,1868,24744,3889,390,2358,28092,14127,372773,1359,17161,3181,302,1820,18618,137754, 97782,115575,137746,165205,88121,137058,110683,118137,137515,172998,135418,167326,149867,164984,139119,175649,136484,178319,132479,138899,108583,118137,137515,171855,138674,1,0,126521,153300,0.4522,0.4524,0.2,0.2,0,0.2549
2633,1,540544,428849,0.0028933109,0.9815,0.3111,20423,459188,1883,24990,3802,391,2326,27541,13943,372662,1370,17376,3106,306,1812,18274,138810, 97596,115815,138032,166311,87572,137703,110725,118608,137206,173110,134238,167201,148624,164917,138030,175631,135469,178223,131367,139660,108481,118608,137206,171816,137546,2,0,125886,153633,0.4504,0.4506,0.2,0.2,0,0.2548
2633,2,543681,421274,0.0028933109,0.9815,0.6003,24776,442130,3194,39602,4275,448,2048,27208,15965,354891,2411,25341,3560,336,1514,17256,140428, 80109,120297,117898,166452,71396,139767, 94134,117353,116666,170488,110545,165969,123835,163627,112828,172688,111553,174712,108247,141735, 90886,117353,116666,169497,113402,2,0,104721,153178,0.4061,0.4063,0.0,0.2,0,0.2548
