draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1527,1,539690,420095,0.0044686297,0.9701,0.4483,24029,444802,2381,37186,3761,379,1912,25240,15479,357979,1759,23802,3130,273,1442,16231,141548, 82516,121446,120646,166402,75163,140016, 97387,118445,120007,173129,113809,168091,127718,165403,117091,175369,115034,177233,111797,142352, 93930,118445,120007,171845,117090,0,0,108116,154707,0.4114,0.4117,0.1,0.3,0,0.2078
1527,2,544535,430028,0.0044686297,0.9701,0.2401,21170,456516,2696,27406,4316,460,2462,29509,14429,369574,2022,18915,3536,369,1884,19299,137690, 95190,114665,135284,166362,83804,137454,107472,117516,133866,170470,130974,165078,144741,163141,133767,172950,131987,175702,127818,139043,105437,117516,133866,169468,133857,0,0,122490,152103,0.4461,0.4462,0.2,0.3,0,0.2078
1528,1,541404,424489,0.0013069243,0.9685,0.2640,24689,454594,2378,28337,3823,400,2085,25098,15962,367142,1759,18223,3184,286,1604,16329,143520, 84202,123114,122479,168561,76813,142369, 98445,121517,121427,177613,116759,172524,130763,169751,119997,180088,117749,182043,114447,144391, 95486,121517,121427,176404,119943,1,0,110308,158110,0.4110,0.4113,0.0,0.2,0,0.2581
1528,2,542821,425634,0.0013069243,0.9685,0.3933,20510,446724,2699,36255,4254,439,2289,29651,13946,360411,2022,24494,3482,356,1722,19201,135718, 93504,112998,133451,164202,82155,135101,106414,114444,132446,165985,128024,160646,141696,158793,130860,168230,129272,170892,125168,137005,103880,114444,132446,164909,131004,1,0,120299,148701,0.4472,0.4473,0.2,0.2,0,0.2581
1529,1,542749,425348,0.0011741105,0.9636,0.2871,20570,446427,2719,36250,4229,436,2267,29851,13950,360034,2045,24483,3472,354,1707,19303,135178, 93576,112335,133736,163735,82300,134328,106763,113936,132611,166029,128123,160705,141747,158729,131065,168111,129514,171086,125161,136395,104094,113936,132611,164932,131122,1,0,120460,148417,0.4480,0.4482,0.2,0.2,0,0.2582
1529,2,541476,424775,0.0011741105,0.9636,0.2215,24629,454891,2358,28342,3848,403,2107,24898,15958,367519,1736,18234,3194,288,1619,16227,144059, 84129,123777,122194,169028,76667,143142, 98096,122025,121262,177570,116660,172464,130712,169814,119792,180208,117507,181850,114454,145001, 95273,122025,121262,176381,119825,1,0,110147,158393,0.4102,0.4105,0.0,0.2,0,0.2582
1530,1,542144,426549,0.0000581060,0.9712,0.1652,21168,447179,2595,35567,4123,441,2413,28658,14434,362015,1943,23954,3393,349,1845,18616,135359, 93953,112693,133105,161282,84633,135204,105906,113856,132457,165969,127490,159889,141776,158369,130274,168245,128614,170105,125144,136135,104399,113856,132457,164515,130660,0,0,120335,148097,0.4483,0.4485,0.2,0.2,0,0.2583
1530,2,542081,423574,0.0000581060,0.9712,0.3295,24031,454139,2482,29025,3954,398,1961,26091,15474,365538,1838,18763,3273,293,1481,16914,143878, 83752,123419,122825,171482,74335,142266, 98952,122105,121415,177630,117293,173280,130683,170175,120584,180074,118407,182830,114471,145261, 94968,122105,121415,176798,120287,0,0,110271,158713,0.4100,0.4102,0.0,0.2,0,0.2583
1531,1,539951,427614,0.0039871798,0.9679,0.3198,21467,461611,2723,17809,4335,429,2362,29215,14609,373390,2053,12772,3554,348,1793,19095,133368, 97415,110267,138143,162484,85927,132890,110364,112640,136861,165649,133234,159649,147724,157469,137074,167684,134802,170677,130366,134753,107961,112640,136861,164226,136640,1,0,125191,147278,0.4595,0.4597,0.2,0.2,0,0.2571
1531,2,544274,422509,0.0039871798,0.9679,0.2590,23732,439707,2354,46783,3742,410,2012,25534,15299,354163,1728,29945,3112,294,1533,16435,145870, 80291,125845,117788,170280,73041,144580, 94495,123321,117012,177950,111549,173521,124735,171075,113783,180635,112219,182258,109249,146643, 91406,123321,117012,177087,114307,1,0,105415,159533,0.3979,0.3982,0.0,0.2,0,0.2571
1532,1,543153,435165,0.0019193433,0.9766,0.2133,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
1532,2,541072,414958,0.0019193433,0.9766,0.5081,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
1533,1,542634,421405,0.0009619774,0.9766,0.6050,24892,444633,3219,36215,4234,448,2076,26917,16077,357063,2423,23283,3528,333,1542,17156,141235, 79593,121174,117185,167265,70818,140823, 93172,118639,115789,172284,110318,167881,123422,165568,112521,174421,111212,176563,107872,142623, 90194,118639,115789,171344,113069,2,0,104190,154585,0.4026,0.4029,0.0,0.2,0,0.2549
1533,2,541591,428718,0.0009619774,0.9766,0.2693,20307,456685,1858,28377,3843,391,2298,27832,13831,370490,1358,19434,3138,309,1784,18374,138002, 98113,114938,138745,165499,88149,136647,111687,117322,138084,171314,134465,165288,149037,162976,138336,173897,135810,176372,131743,138773,109173,117322,138084,169970,137878,2,0,126416,152225,0.4537,0.4539,0.2,0.2,0,0.2549
1534,1,541657,423270,0.0008402315,0.9614,0.2307,20473,438681,2730,42918,4249,436,2242,29928,13907,353820,2048,28685,3492,354,1687,19277,133463, 93547,111129,132901,161273,82646,132177,106882,111933,132230,162947,127653,157530,141303,155587,130604,165096,128982,167676,124862,134511,103994,111933,132230,161768,130681,2,0,120161,145881,0.4517,0.4518,0.2,0.2,0,0.2591
1534,2,542568,426853,0.0008402315,0.9614,0.2480,24726,462637,2347,21674,3828,403,2132,24821,16001,373733,1733,14032,3174,288,1639,16253,145774, 84158,124983,123029,171491,76321,145292, 97977,124028,121642,180651,117130,175639,131156,172956,120253,183223,118039,185259,114753,146885, 95373,124028,121642,179546,120266,2,0,110445,160929,0.4070,0.4073,0.0,0.2,0,0.2591
1535,1,542390,427668,0.0005118864,0.9739,0.3330,21118,450753,2657,32081,4164,443,2419,28755,14370,365053,2009,21886,3428,348,1858,18716,135560, 93742,112255,133479,161256,84631,135208,105836,114096,132133,166787,127340,160728,141660,158983,130378,169092,128467,171022,124958,136070,104421,114096,132133,165323,130561,1,0,120263,148498,0.4475,0.4478,0.2,0.2,0,0.2584
1535,2,541835,422455,0.0005118864,0.9739,0.3486,24081,450565,2420,32511,3913,396,1955,25994,15538,362500,1772,20831,3238,294,1468,16814,143677, 83964,123857,122452,171508,74337,142262, 99022,121865,121739,176812,117443,172441,130799,169561,120480,179226,118554,181913,114657,145326, 94946,121865,121739,175991,120386,1,0,110344,158312,0.4107,0.4109,0.0,0.2,0,0.2584
1536,1,540717,418911,0.0025741889,0.9723,0.4384,24738,439156,3202,39772,4278,448,2015,27108,15944,352480,2417,25498,3566,336,1489,17181,138992, 79765,119134,117159,164832,71134,138401, 93624,116115,116059,168865,110114,164379,123318,162051,112378,171016,111156,173087,107831,140339, 90422,116115,116059,167880,112959,2,0,104253,151687,0.4073,0.4076,0.0,0.2,0,0.2540
1536,2,543508,431212,0.0025741889,0.9723,0.2610,20461,462162,1875,24820,3799,391,2359,27641,13964,375073,1364,17219,3100,306,1837,18349,140245, 97941,116978,138771,167931,87834,139069,111234,119846,137814,174734,134669,168790,149141,166493,138480,177303,135865,179848,131784,141057,108945,119846,137814,173433,137988,2,0,126353,155123,0.4489,0.4492,0.2,0.2,0,0.2540
1537,1,540666,430442,0.0026682654,0.9685,0.1781,21788,458458,1950,24093,4448,414,2386,27129,15127,373187,1444,16649,3667,315,1852,18201,131416,100366,113014,136554,156350,92718,133658,109633,113435,139569,165021,141507,160449,155080,158594,143454,168613,140967,170562,137886,133610,109818,113435,139569,164648,143779,2,0,129773,147111,0.4687,0.4685,0.2,0.2,0,0.2562
1537,2,543559,419681,0.0026682654,0.9685,0.4072,23411,442860,3127,40499,3629,425,1988,27620,14781,354366,2337,26068,2999,327,1474,17329,147821, 77340,123098,119376,176413,66249,143811, 95226,122526,114304,178577,103276,172720,117379,169949,107403,179705,106055,182374,101729,147785, 89549,122526,114304,176665,107168,2,0,100833,159699,0.3870,0.3877,0.0,0.2,0,0.2562
1538,1,540179,426832,0.0035666029,0.9652,0.1954,21085,449986,2640,31312,4088,451,2410,28207,14422,365015,1994,21363,3363,356,1860,18459,136380, 93093,113379,132370,161786,84119,136370,104667,115212,131162,167695,126636,161709,140835,160062,129505,170044,127689,171888,124253,136979,103562,115212,131162,166280,129784,1,1,119433,149452,0.4442,0.4444,0.2,0.4,0,0.1586
1538,2,544046,423291,0.0035666029,0.9652,0.3398,24114,451332,2437,33280,3989,388,1964,26542,15486,362538,1787,21354,3303,286,1466,17071,142857, 84613,122733,123560,170978,74848,141100,100192,120749,122711,175903,118147,171460,131624,168482,121352,178274,119333,181048,115362,144416, 95805,120749,122711,175033,121164,1,1,111174,157358,0.4140,0.4142,0.2,0.4,0,0.1586
1539,1,542038,429187,0.0001374253,0.9782,0.2229,20424,457060,1856,28325,3832,385,2289,27867,13908,370913,1359,19395,3128,306,1775,18403,138170, 97870,114979,138581,165558,88031,136735,111482,117612,137864,171873,134286,165852,148861,163505,138201,174399,135657,176944,131565,138861,108991,117612,137864,170515,137714,2,0,126239,152562,0.4528,0.4531,0.2,0.2,0,0.2549
1539,2,542187,420936,0.0001374253,0.9782,0.5081,24775,444258,3221,36267,4245,454,2085,26882,16000,356640,2422,23322,3538,336,1551,17127,141067, 79835,121133,117349,167206,70936,140735, 93377,118349,116009,171726,110497,167317,123598,165038,112657,173920,111364,175991,108050,142535, 90376,118349,116009,170799,113233,2,0,104367,154248,0.4036,0.4038,0.0,0.2,0,0.2549
1540,1,540081,433449,0.0037473772,0.9728,0.1994,22486,466625,2037,14531,4450,366,2407,27179,15647,381687,1538,10387,3680,298,1904,18308,131245,106587,111408,146625,160376,96727,132625,118304,113060,148437,165639,149679,160575,164212,158311,153012,168328,150488,171755,145859,133915,117061,113060,148437,164922,152650,1,0,137993,147332,0.4836,0.4835,0.3,0.3,0,0.1991
1540,2,544144,416674,0.0037473772,0.9728,0.4228,22713,434693,3040,50061,3627,473,1967,27570,14261,345866,2243,32330,2986,344,1422,17222,147992, 71118,124704,109305,172388,62241,144845, 86554,122901,105436,177960, 95104,172594,108247,170233, 97845,179990, 96534,181180, 93756,147481, 82306,122901,105436,176391, 98297,1,0, 92613,159478,0.3674,0.3682,0.0,0.3,0,0.1991
1541,1,542026,423988,0.0001595610,0.9701,0.2934,24632,451541,2360,32048,3842,403,2150,25050,15932,364384,1735,20542,3189,288,1653,16265,144912, 83145,125102,120736,169978,75584,144086, 97056,122912,120283,178327,115417,173388,129243,170815,118337,181015,116180,182618,113145,146019, 94132,122912,120283,177232,118464,1,1,108912,159315,0.4060,0.4063,0.0,0.2,0,0.2582
1541,2,542199,426135,0.0001595610,0.9701,0.4379,20567,449777,2717,32544,4235,436,2224,29699,13976,363169,2046,22175,3477,354,1673,19265,134325, 94561,111010,135194,162786,83384,133384,107802,113049,133590,165271,129366,159781,143216,157729,132521,167303,130841,170317,126470,135377,105235,113049,133590,164081,132483,1,1,121694,147495,0.4521,0.4523,0.2,0.2,0,0.2582
1542,1,539938,422032,0.0040111600,0.9630,0.3253,24098,447593,2404,34882,3717,379,1927,24938,15555,361209,1782,22481,3081,270,1460,16194,141836, 83175,121710,121332,166183,76388,140319, 97985,118986,120695,173914,114794,168719,128767,166041,118176,176104,116032,177966,112816,142512, 94722,118986,120695,172549,118117,1,0,109015,155177,0.4126,0.4130,0.1,0.3,0,0.2080
1542,2,544287,428091,0.0040111600,0.9630,0.2488,21101,453725,2673,29710,4360,460,2447,29811,14353,366344,1999,20236,3585,372,1866,19336,137401, 94531,114402,134599,166580,82579,137151,106873,116975,133178,169685,129989,164451,143692,162503,132681,172214,130989,174969,126799,138884,104645,116975,133178,168765,132831,1,0,121591,151633,0.4450,0.4452,0.2,0.3,0,0.2080
1543,1,543041,416292,0.0017127441,0.9625,0.2397,22821,433306,3037,50030,3706,486,2002,27653,14357,345190,2254,32344,3044,360,1456,17287,146391, 70401,123563,107584,169712,62092,142953, 85453,122195,103876,177396, 94734,172044,107733,169569, 97397,179391, 96027,180543, 93299,145654, 81384,122195,103876,175789, 97838,1,0, 91859,158375,0.3671,0.3679,0.0,0.3,0,0.1979
1543,2,541184,433831,0.0017127441,0.9625,0.1592,22378,468012,2040,14562,4371,353,2372,27096,15551,382363,1527,10373,3622,282,1870,18243,132846,107304,112549,148347,163051,96876,134517,119406,113766,149996,166203,150049,161125,164726,158974,153460,168928,150995,172392,146316,135742,117983,113766,149996,165524,153110,1,0,138747,148435,0.4831,0.4829,0.3,0.3,0,0.1979
1544,1,543976,432819,0.0034374784,0.9717,0.1993,21828,461813,1914,23803,4459,418,2431,27310,15176,375666,1402,16359,3678,319,1892,18327,132920,101236,114293,137800,158420,93149,135262,110483,114787,140725,167108,142785,162549,156440,160634,144708,170717,142242,172718,139087,135224,110667,114787,140725,166745,145053,2,0,130865,148940,0.4677,0.4675,0.2,0.2,0,0.2552
1544,2,540249,417304,0.0034374784,0.9717,0.4336,23371,439505,3163,40789,3618,421,1943,27439,14732,351887,2379,26358,2988,323,1434,17203,146318, 76470,121819,118130,174344,65819,142208, 94375,121175,113148,176491,101998,170620,116019,167909,106149,177602,104779,180217,100528,146172, 88700,121175,113148,174568,105895,2,0, 99741,157870,0.3872,0.3879,0.0,0.2,0,0.2552
1545,1,540669,429081,0.0026627314,0.9755,0.2827,20407,459403,1882,24933,3797,391,2346,27510,13940,372953,1374,17334,3099,306,1824,18251,138975, 97652,115903,138159,166526,87557,137797,110834,118764,137317,173231,134359,167312,148770,165028,138163,175779,135564,178333,131499,139801,108551,118764,137317,171937,137671,2,0,125987,153765,0.4504,0.4506,0.2,0.2,0,0.2547
1545,2,543556,421042,0.0026627314,0.9755,0.5056,24792,441915,3195,39659,4280,448,2028,27239,15968,354600,2407,25383,3567,336,1502,17279,140262, 80054,120209,117771,166238,71410,139673, 94024,117198,116556,170368,110424,165857,123689,163515,112694,172539,111457,174602,108116,141595, 90816,117198,116556,169376,113276,2,0,104619,153046,0.4060,0.4063,0.0,0.2,0,0.2547
1546,1,539552,425663,0.0047231894,0.9728,0.2020,21086,448381,2652,32020,4122,446,2380,28465,14393,363385,1998,21804,3394,351,1824,18514,135136, 93187,112169,132512,160631,84179,134980,105039,113730,131282,165775,126479,159739,140713,158154,129330,168148,127539,169954,124123,135730,103728,113730,131282,164354,129637,1,0,119438,147842,0.4469,0.4471,0.2,0.3,0,0.2089
1546,2,544673,424460,0.0047231894,0.9728,0.3109,24113,452937,2425,32572,3955,393,1994,26284,15515,364168,1783,20913,3272,291,1502,17016,144102, 84519,123943,123418,172133,74789,142490, 99820,122232,122590,177823,118304,173430,131746,170389,121528,180170,119483,182981,115492,145666, 95638,122232,122590,176959,121310,1,0,111168,158969,0.4115,0.4117,0.1,0.3,0,0.2089
1547,1,541046,421618,0.0019673038,0.9706,0.3074,23937,446641,2320,36650,3740,391,2090,25277,15437,359894,1703,23293,3103,281,1599,16308,147787, 78912,127821,116276,172560,71339,146904, 92661,125935,115862,181638,110762,177353,123807,174759,112957,184587,111157,186140,108197,148768, 89799,125935,115862,180895,113376,0,0,104192,162548,0.3906,0.3909,0.0,0.2,0,0.2575
1547,2,543179,428505,0.0019673038,0.9706,0.4017,21262,454677,2757,27942,4337,448,2284,29472,14471,367659,2078,19424,3563,361,1727,19222,131450, 98793,108290,139655,160204,87628,130566,112198,110026,138010,161961,134021,155816,148652,153785,137900,163732,135864,166795,131418,132628,109568,110026,138010,160418,137571,0,0,126414,144262,0.4670,0.4672,0.2,0.2,0,0.2575
1548,1,544456,429536,0.0043229035,0.9734,0.2203,20095,454444,1853,33607,3832,381,2311,27933,13653,368229,1355,22705,3129,299,1786,18380,137733, 98304,114977,138775,165430,88243,136321,112164,116667,138676,170146,134413,164015,149062,161911,138194,172710,135807,175059,131784,138616,109371,116667,138676,168768,137852,1,0,126542,151497,0.4551,0.4553,0.2,0.2,0,0.2549
1548,2,539769,420587,0.0043229035,0.9734,0.3996,25104,446874,3224,30985,4245,458,2063,26816,16255,359324,2426,20012,3537,343,1540,17150,141504, 79402,121135,117155,167334,70724,141149, 92695,119295,115196,173452,110370,169154,123397,166633,112664,175609,111214,177876,107831,142780, 89996,119295,115196,172545,113095,1,0,104065,155313,0.4012,0.4015,0.0,0.2,0,0.2549
1549,1,540687,423206,0.0026295280,0.9625,0.2186,24816,452924,2473,28360,4012,415,1936,25751,16079,365202,1827,18307,3324,310,1454,16703,136582, 89121,116438,128287,164306,79846,135305,104364,114695,127038,168981,123049,163865,137342,160916,126957,171090,124667,173936,120577,138158,100406,114695,127038,167758,126518,1,0,116124,150611,0.4354,0.4356,0.2,0.4,0,0.1586
1549,2,543538,426917,0.0026295280,0.9625,0.2638,20383,448394,2604,36232,4065,424,2438,28998,13829,362351,1954,24410,3342,332,1872,18827,142655, 88585,119674,127643,168458,79122,142165,100494,121266,126834,174618,121734,169304,135117,167628,123900,177229,122355,178999,119038,143238, 98961,121266,126834,173555,124429,1,0,114482,156199,0.4229,0.4232,0.2,0.4,0,0.1586
1550,1,542317,429589,0.0003772280,0.9641,0.2063,21546,455903,2656,26477,4168,433,2488,28646,14721,369972,1999,18440,3416,340,1925,18776,138148, 94063,115034,133633,163994,84947,138065,105716,117247,132273,170855,128357,164861,142611,162958,131449,173133,129452,175284,125815,138811,104589,117247,132273,169418,131537,2,0,120832,151958,0.4429,0.4432,0.2,0.4,0,0.1586
1550,2,541908,420534,0.0003772280,0.9641,0.4232,23653,445415,2421,38115,3909,406,1886,26103,15187,357581,1782,24277,3250,302,1401,16754,141089, 83643,121078,122297,168770,74021,139405, 99142,118714,121599,172744,116426,168309,129848,165586,119408,175186,117570,177651,113800,142585, 94778,118714,121599,171895,119410,2,0,109775,154853,0.4148,0.4150,0.2,0.4,0,0.1586
1551,1,540812,426067,0.0023989486,0.9679,0.3525,20577,449473,2665,32016,4195,436,2407,29043,14018,363690,2017,21807,3445,345,1843,18902,137170, 92670,114153,132247,164367,82155,136894,104689,116574,131002,169015,127186,163737,140703,161926,129669,171542,128027,173875,124244,138146,102940,116574,131002,168019,129966,1,1,119259,150925,0.4414,0.4416,0.2,0.4,0,0.1586
1551,2,543413,424056,0.0023989486,0.9679,0.3614,24622,451845,2412,32576,3882,403,1967,25706,15890,363863,1764,20910,3221,297,1483,16628,142067, 85036,121959,123683,168397,76812,140576,100170,119387,122870,174583,117597,169432,131756,166618,121189,176777,118994,179060,115370,143249, 96427,119387,122870,173294,120981,1,1,111347,155885,0.4167,0.4170,0.2,0.4,0,0.1586
1552,1,540486,433456,0.0030002998,0.9668,0.1954,22419,467302,2049,14492,4372,355,2388,27109,15575,381961,1549,10319,3618,285,1881,18268,132476,107217,112165,148165,162483,96868,134107,119235,113540,149830,166143,150186,161098,164774,158882,153556,168921,151039,172422,146342,135309,117871,113540,149830,165493,153180,2,0,138721,148223,0.4834,0.4833,0.3,0.3,0,0.1981
1552,2,543739,416667,0.0030002998,0.9668,0.3114,22780,434016,3028,50100,3705,484,1986,27640,14333,345592,2232,32398,3048,357,1445,17262,146761, 70488,123947,107766,170281,62099,143363, 85624,122421,104042,177456, 94596,172071,107685,169661, 97302,179397, 95983,180513, 93273,146087, 81496,122421,104042,175820, 97767,2,0, 91885,158587,0.3668,0.3676,0.0,0.3,0,0.1981
1553,1,541072,414958,0.0019193433,0.9766,0.5081,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
1553,2,543153,435165,0.0019193433,0.9766,0.2133,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
1554,1,542748,424797,0.0011722659,0.9690,0.3415,24236,452246,2415,32637,3737,379,1958,25140,15651,365034,1793,21103,3101,270,1489,16356,143385, 83749,123017,122350,168117,76779,141847, 98697,120420,121516,175848,115679,170606,129776,167886,119150,178070,116918,179997,113633,144091, 95395,120420,121516,174481,119031,1,0,109824,156919,0.4117,0.4121,0.1,0.3,0,0.2084
1554,2,541477,425326,0.0011722659,0.9690,0.2529,20963,449072,2662,31955,4340,460,2416,29609,14257,362519,1988,21614,3565,372,1837,19174,135852, 93956,113095,133580,164647,82189,135623,106162,115541,132356,167751,129104,162564,142683,160658,131707,170249,130104,172938,125982,137305,103971,115541,132356,166832,131917,1,0,120782,149891,0.4462,0.4464,0.2,0.3,0,0.2084
1555,1,542697,424855,0.0010781895,0.9663,0.3142,24327,452383,2379,32278,3788,385,2048,25109,15730,365313,1746,20753,3144,274,1566,16329,143761, 84129,123429,122494,168697,76867,142294, 98826,120948,121698,176374,116162,171135,130228,168445,119492,178587,117351,180509,114075,144545, 95581,120948,121698,175010,119461,1,0,110132,157417,0.4116,0.4120,0.1,0.3,0,0.2086
1555,2,541528,425268,0.0010781895,0.9663,0.3590,20872,448935,2698,32314,4289,454,2326,29640,14178,362240,2035,21964,3522,368,1760,19201,135476, 93577,112683,133436,164067,82100,135176,106033,115013,132175,167225,128621,162034,142231,160099,131366,169732,129671,172426,125540,136851,103786,115013,132175,166304,131486,1,0,120475,149393,0.4464,0.4466,0.2,0.3,0,0.2086
1556,1,541601,429288,0.0009435311,0.9772,0.3177,20121,460052,1894,25244,3808,388,2333,27761,13728,372992,1386,17533,3110,305,1808,18426,139449, 97261,116164,137974,167060,87144,138156,110632,119158,136964,173875,133484,167865,147950,165552,137356,176331,134791,178861,130728,140208,108253,119158,136964,172497,136862,1,0,125428,154247,0.4485,0.4488,0.2,0.3,0,0.2069
1556,2,542624,420835,0.0009435311,0.9772,0.5160,25078,441266,3183,39348,4269,451,2041,26988,16180,354561,2395,25184,3556,337,1518,17104,139788, 80444,119948,117956,165704,71824,139314, 94227,116803,116908,169724,111299,165305,124509,162992,113501,171988,112230,174074,108886,141188, 91114,116803,116908,168817,114085,1,0,105178,152563,0.4081,0.4083,0.1,0.3,0,0.2069
1557,1,539559,422233,0.0047102769,0.9636,0.2627,24726,451761,2501,28714,4011,389,1938,25519,15996,364246,1850,18512,3323,284,1454,16568,136550, 88937,116855,127600,164022,79766,135296,104017,114371,126888,168319,122791,163292,136972,160385,126606,170534,124305,173262,120306,138180,100082,114371,126888,167159,126196,1,0,115818,150288,0.4352,0.4355,0.2,0.4,0,0.1586
1557,2,544666,427890,0.0047102769,0.9636,0.3190,20473,449557,2576,35878,4066,450,2436,29230,13912,363307,1931,24205,3343,358,1872,18962,142687, 88769,119257,128330,168741,79201,142174,100842,121590,126985,175280,121992,169877,135487,168159,124252,177784,122716,179673,119309,143216, 99285,121590,126985,174154,124751,1,0,114788,156522,0.4231,0.4234,0.2,0.4,0,0.1586
1558,1,541877,422283,0.0004344117,0.9652,0.2444,23764,443300,2476,37442,4032,501,2084,28278,15737,356719,1765,24839,3285,374,1562,18002,137364, 87406,116434,124659,164053,77159,137494, 99836,117064,124263,168672,121193,163832,134211,162017,122632,172725,120740,173499,118358,138837, 97265,117064,124263,168149,123426,1,0,113045,151315,0.4276,0.4278,0.2,0.4,0,0.1586
1558,2,542348,427840,0.0004344117,0.9652,0.2006,21435,458018,2601,27150,4045,338,2290,26471,14171,370834,2016,17878,3381,268,1764,17528,141874, 90299,119678,131271,168711,81808,139976,105023,118898,129609,174927,123590,169337,138248,166527,128226,175594,126282,179437,121257,142559,102102,118898,129609,173164,127521,1,0,117561,155495,0.4305,0.4309,0.2,0.4,0,0.1586
1559,1,540710,434078,0.0025871014,0.9663,0.1860,22490,467272,2059,14513,4422,366,2406,27182,15643,382310,1553,10363,3662,298,1910,18339,131699,106633,111611,147045,160951,96746,132970,118545,113380,148641,165988,149574,160860,164175,158630,152948,168653,150412,172043,145785,134309,117242,113380,148641,165235,152579,1,0,138050,147679,0.4832,0.4830,0.3,0.3,0,0.1988
1559,2,543515,416045,0.0025871014,0.9663,0.3372,22709,434046,3018,50079,3655,473,1968,27567,14265,345243,2228,32354,3004,344,1416,17191,147538, 71072,124501,108885,171813,62222,144500, 86314,122581,105231,177611, 95209,172309,108284,169914, 97909,179666, 96609,180892, 93830,147087, 82124,122581,105231,176078, 98368,1,0, 92556,159132,0.3677,0.3685,0.0,0.3,0,0.1988
1560,1,541204,426952,0.0016758514,0.9690,0.1710,21156,449868,2655,32024,4123,446,2386,28546,14420,364580,1999,21805,3395,351,1830,18572,135732, 93347,112621,132859,161270,84346,135553,105255,114211,131543,166469,126671,160413,140940,158799,129547,168848,127731,170634,124325,136295,103951,114211,131543,165033,129843,1,0,119656,148455,0.4463,0.4466,0.2,0.3,0,0.2087
1560,2,543021,423171,0.0016758514,0.9690,0.3123,24043,451450,2422,32568,3954,393,1988,26203,15488,362973,1782,20912,3271,291,1496,16958,143505, 84359,123491,123071,171494,74622,141917, 99604,121750,122329,177130,118112,172756,131519,169744,121311,179471,119290,182301,115290,145101, 95416,121750,122329,176281,121104,1,0,110950,158356,0.4120,0.4122,0.1,0.3,0,0.2087
1561,1,543340,421983,0.0022642902,0.9728,0.4657,24714,446534,3219,34991,4216,451,2096,27119,15934,358350,2420,22587,3514,335,1552,17291,142381, 79455,122046,117370,168538,70610,141754, 93314,119750,115679,174003,109828,169540,122950,167138,112115,176089,110785,178245,107428,143679, 90189,119750,115679,173003,112621,2,0,103953,155948,0.4000,0.4003,0.0,0.2,0,0.2553
1561,2,540885,428140,0.0022642902,0.9728,0.2204,20485,454784,1858,29601,3861,388,2278,27630,13974,369203,1361,20130,3152,307,1774,18239,136856, 98251,114066,138560,164226,88358,135716,111545,116211,138194,169596,134955,163629,149509,161405,138743,172230,136237,174691,132187,137717,109178,116211,138194,168310,138326,2,0,126653,150862,0.4564,0.4566,0.2,0.2,0,0.2553
1562,1,542925,427716,0.0014987664,0.9652,0.1849,21331,451385,2600,31780,4161,443,2416,28809,14525,365339,1942,21565,3412,351,1851,18731,136245, 93887,112914,133719,162344,84446,135962,105916,114828,132419,167815,127671,161691,142064,159977,130678,170055,128842,172043,125283,136867,104492,114828,132419,166316,130908,1,0,120492,149387,0.4465,0.4468,0.2,0.3,0,0.2085
