draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
163,2,922011,713865,0.002673038,0.9888,0.2448, 68570,766234, 9038, 9134,17189,1621,4814,45411, 45037,608133,5826, 6824,13714,1201,3569,29561,209510,121536,228016,117953,192379,146790,204707,129448,196142,141001,286145,184875,281643,181853,218763,119745,197744,139080,283894,183364,1,1,146208,228362,0.3903,0.3902,0,0,0,0.1884
164,1,921384,715015,0.001991185,0.9821,0.1720, 69258,765745, 9058, 8996,17186,1597,4769,44775, 45656,609181,5839, 6726,13723,1187,3568,29135,206583,126870,226431,122633,189444,152750,202377,134827,193663,146520,280774,192185,276791,188831,216507,124753,195163,144699,278783,190508,1,1,152089,225151,0.4032,0.4029,0,0,0,0.1884
164,2,917722,661385,0.001991185,0.9821,0.2108,170149,684778, 5727, 9907, 8850,1804,3474,33033,106044,512285,4107, 7209, 7285,1255,2359,20841,202471, 62895,222585, 65615,172215, 78332,182413, 68456,176990, 75516,273344, 94835,261654, 97032,212528, 64255,177208, 74101,267499, 95935,1,1, 77526,213096,0.2668,0.2682,0,0,0,0.1884
165,1,922065,690682,0.002731762,0.9721,0.2367, 98639,745624, 9331, 9245,16508,1875,3976,36867, 63494,573328,6284, 6800,13189,1372,2863,23352,192808,110826,219787,110181,177358,136777,190956,120082,181545,131935,265107,171089,259939,169291,206298,110504,183288,129599,262524,170192,1,2,135740,212500,0.3898,0.3897,0,0,0,0.1884
165,2,917041,685718,0.002731762,0.9721,0.1384,140768,704899, 5454, 9658, 9528,1526,4267,40941, 88206,548138,3662, 7135, 7819,1070,3064,26624,216246, 78940,229229, 78067,184302, 94305,193834, 83201,189109, 90101,289011,115931,278505,116572,222738, 78504,189082, 89202,283758,116251,1,2, 93874,225747,0.2937,0.2949,0,0,0,0.1884
166,1,919042,712139,0.000555705,0.9892,0.2474, 68210,763983, 8962, 9112,17139,1614,4806,45216, 44889,606755,5769, 6801,13673,1198,3567,29487,209144,121367,227607,117804,192137,146543,204416,129274,195875,140789,285497,184561,280998,181531,218376,119586,197477,138868,283248,183046,1,0,145982,227953,0.3904,0.3902,0,0,0,0.1884
166,2,920064,664261,0.000555705,0.9892,0.3280,171197,686540, 5823, 9791, 8897,1787,3437,32592,106811,514711,4177, 7134, 7335,1244,2360,20489,199910, 68399,221409, 70445,169523, 84539,180374, 74009,174778, 81247,268621,102459,257446,104332,210660, 69421,174893, 79932,263034,103396,1,0, 83633,210295,0.2845,0.2860,0,0,0,0.1884
167,1,917507,692228,0.002224994,0.9793,0.1788,110452,729880, 6025, 9373,11716,1634,4616,43811, 69194,569720,4026, 6919, 9549,1175,3310,28335,218547, 90476,233257, 88744,194217,110219,204349, 96704,198626,105070,296808,138059,289278,136865,225902, 89611,199066,103997,293043,137462,1,2,109448,233582,0.3191,0.3195,0,0,0,0.1884
167,2,921599,684172,0.002224994,0.9793,0.4319,128955,720643, 8760, 9530,14320,1767,3627,33997, 82506,551746,5920, 7016,11459,1267,2617,21641,190508, 99290,215759, 99504,167443,120863,180441,106579,172027,116966,257310,148961,249167,148998,203133, 99397,173305,114803,253239,148980,1,2,120166,204665,0.3699,0.3706,0,0,0,0.1884
168,1,919397,677090,0.000169648,0.9729,0.2451,162049,681423, 9544, 5164,14523,2080,4029,40585,101604,523568,6191, 4091,11635,1444,2798,25759,196721, 85455,208899, 84510,176503,108958,190181, 92378,182280,102575,264877,136070,256716,137212,202809, 84984,182989,101304,260797,136641,1,1,106737,210882,0.3361,0.3353,0,0,0,0.1884
168,2,919709,699310,0.000169648,0.9729,0.1726, 77358,769100, 5241,13739,11513,1321,4214,37223, 50096,597898,3755, 9844, 9373, 998,3129,24217,212334,104311,240117,103738,185157,122124,194608,110905,188374,119461,289241,150950,281729,148651,226226,104024,189381,117497,285485,149802,1,1,122877,227366,0.3508,0.3526,0,0,0,0.1884
169,1,919350,712356,0.000220759,0.9892,0.2445, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
169,2,919756,664044,0.000220759,0.9892,0.3236,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
170,1,922592,713802,0.003304867,0.9872,0.2349, 67793,767526, 9152, 9077,17255,1660,4805,45324, 44562,608556,5877, 6775,13775,1220,3585,29452,208881,121758,227473,118184,191791,147357,204198,129830,195544,141485,285715,185722,281197,182716,218177,119971,197179,139557,283456,184219,1,1,146722,227828,0.3917,0.3916,0,0,0,0.1884
170,2,916514,662598,0.003304867,0.9872,0.2956,171614,682997, 5633, 9826, 8781,1741,3438,32484,107138,512910,4069, 7160, 7233,1222,2342,20524,200173, 68008,221543, 70065,169869, 83725,180591, 73452,175109, 80551,268403,101298,257248,103147,210858, 69036,175191, 79243,262826,102223,1,1, 82892,210420,0.2826,0.2841,0,0,0,0.1884
171,1,920123,712135,0.000619866,0.9880,0.2398, 67424,765685, 9117, 9081,17220,1635,4795,45166, 44353,607254,5862, 6782,13739,1204,3581,29360,208501,121512,227007,117935,191498,147107,203898,129612,195251,141259,285107,185337,280595,182349,217754,119724,196884,139326,282851,183843,1,1,146445,227407,0.3917,0.3915,0,0,0,0.1884
171,2,918983,664265,0.000619866,0.9880,0.3012,171983,684838, 5668, 9822, 8816,1766,3448,32642,107347,514212,4084, 7153, 7269,1238,2346,20616,200554, 68254,222009, 70313,170161, 83975,180891, 73671,175403, 80777,269011,101683,257850,103515,211281, 69284,175486, 79475,263431,102599,1,1, 83170,210840,0.2829,0.2843,0,0,0,0.1884
172,1,918640,663386,0.000992874,0.9876,0.3253,170490,685800, 5819, 9754, 9008,1809,3452,32508,106404,514238,4171, 7100, 7406,1265,2367,20435,199950, 68735,221728, 70746,170219, 84909,181037, 74357,175392, 81638,268720,103203,257787,104832,210839, 69740,175550, 80302,263254,104018,1,1, 84060,210690,0.2852,0.2866,0,0,0,0.1884
172,2,920466,713014,0.000992874,0.9876,0.2460, 68917,764723, 8966, 9149,17028,1592,4791,45300, 45296,607228,5775, 6835,13602,1177,3560,29541,209104,121031,227288,117503,191441,146173,203753,128926,195262,140398,285398,183817,280658,181031,218196,119267,196820,138499,283028,182424,1,1,145554,227557,0.3901,0.3900,0,0,0,0.1884
173,1,920123,712135,0.000619866,0.9880,0.2398, 67424,765685, 9117, 9081,17220,1635,4795,45166, 44353,607254,5862, 6782,13739,1204,3581,29360,208501,121512,227007,117935,191498,147107,203898,129612,195251,141259,285107,185337,280595,182349,217754,119724,196884,139326,282851,183843,1,1,146445,227407,0.3917,0.3915,0,0,0,0.1884
173,2,918983,664265,0.000619866,0.9880,0.3012,171983,684838, 5668, 9822, 8816,1766,3448,32642,107347,514212,4084, 7153, 7269,1238,2346,20616,200554, 68254,222009, 70313,170161, 83975,180891, 73671,175403, 80777,269011,101683,257850,103515,211281, 69284,175486, 79475,263431,102599,1,1, 83170,210840,0.2829,0.2843,0,0,0,0.1884
174,1,917000,662500,0.002776349,0.9888,0.3257,170256,684638, 5768, 9774, 8895,1791,3454,32424,106270,513640,4139, 7125, 7320,1250,2359,20397,199549, 68288,221177, 70343,170063, 84456,180827, 73998,175262, 81198,269134,102575,258135,104277,210363, 69315,175385, 79884,263635,103427,1,1, 83591,210593,0.2841,0.2855,0,0,0,0.1884
174,2,922106,713900,0.002776349,0.9888,0.2463, 69151,765885, 9017, 9129,17141,1610,4789,45384, 45430,607826,5807, 6810,13688,1192,3568,29579,209505,121478,227839,117906,191597,146626,203963,129285,195392,140838,284984,184445,280309,181586,218672,119692,196985,138916,282647,183016,1,1,146024,227655,0.3908,0.3906,0,0,0,0.1884
175,1,916286,708304,0.003552813,0.9872,0.2570, 67827,762192, 8609, 8941,16971,1584,4830,45332, 44255,604103,5509, 6626,13546,1164,3584,29517,209558,121418,228111,117817,192248,146607,204564,129301,196005,140852,285953,184557,281408,181586,218835,119618,197607,138920,283681,183072,1,1,146020,228263,0.3901,0.3900,0,0,0,0.1884
175,2,922820,668096,0.003552813,0.9872,0.3480,171580,688331, 6176, 9962, 9065,1817,3413,32476,107445,517363,4437, 7309, 7462,1278,2343,20459,199497, 68348,220905, 70431,169412, 84475,180225, 73982,174648, 81184,268165,102463,257036,104277,210201, 69389,174763, 79880,262601,103371,1,1, 83594,209984,0.2847,0.2862,0,0,0,0.1884
176,1,920443,686213,0.000967862,0.9793,0.4264,131731,716967, 8771, 9884,13872,1763,3676,33779, 84416,551802,5973, 7257,11105,1268,2646,21746,189901,101284,215300,101491,167043,122836,179998,108556,171471,119067,254040,150878,246132,150783,202600,101387,172839,116820,250087,150831,1,2,122128,203413,0.3752,0.3758,0,0,0,0.1884
176,2,918663,690187,0.000967862,0.9793,0.2280,107676,733556, 6014, 9019,12164,1638,4567,44029, 67284,569664,3973, 6678, 9903,1174,3281,28230,219153, 88482,233716, 86758,194616,108246,204791, 94726,199182,102969,300078,136142,292313,135081,226435, 87620,199531,101980,296195,135611,1,2,107486,234835,0.3140,0.3144,0,0,0,0.1884
177,1,923174,688703,0.003937783,0.9805,0.4138,130250,721595, 8676, 9606,13786,1761,3680,33820, 83444,555451,5939, 7078,11056,1270,2652,21813,192188,101055,217327,101405,169100,122508,181935,108367,173435,118853,257444,150704,249283,150640,204757,101230,174824,116577,253364,150673,1,2,121933,205817,0.3720,0.3727,0,0,0,0.1884
177,2,915932,687697,0.003937783,0.9805,0.1687,109157,728928, 6109, 9297,12250,1640,4563,43988, 68256,566015,4007, 6857, 9952,1172,3275,28163,216867, 88711,231689, 86843,192560,108574,202854, 94915,197218,103182,296674,136316,289162,135223,224278, 87778,197546,102224,292917,135770,1,2,107681,232431,0.3166,0.3170,0,0,0,0.1884
178,1,923653,666931,0.004458688,0.9896,0.3253,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
178,2,915453,709469,0.004458688,0.9896,0.2448, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
179,1,915292,708612,0.004633773,0.9880,0.2349, 66795,761898, 9055, 9043,17118,1611,4773,44999, 43953,604381,5836, 6751,13662,1192,3561,29276,207565,121206,226042,117615,190587,146553,202881,129187,194283,140761,283643,184644,279205,181645,216804,119411,195918,138834,281424,183144,1,0,145945,226314,0.3921,0.3919,0,0,0,0.1884
179,2,923814,667788,0.004633773,0.9880,0.2950,172612,688625, 5730, 9860, 8918,1790,3470,32809,107747,517085,4110, 7184, 7346,1250,2366,20700,201489, 68560,222974, 70634,171073, 84529,181909, 74096,176371, 81275,270475,102376,259240,104218,212231, 69597,176452, 79967,264858,103298,1,0, 83670,211933,0.2830,0.2845,0,0,0,0.1884
180,1,923423,714792,0.004208567,0.9888,0.2526, 67855,768326, 9071, 9105,17179,1625,4814,45448, 44630,609419,5850, 6804,13714,1203,3588,29584,209485,121702,227946,118113,192266,147169,204659,129732,196047,141344,286339,185318,281741,182407,218716,119908,197659,139415,284040,183863,1,1,146541,228354,0.3909,0.3907,0,0,0,0.1884
180,2,915683,661608,0.004208567,0.9888,0.3153,171552,682197, 5714, 9798, 8857,1776,3429,32360,107070,512047,4096, 7131, 7294,1239,2339,20392,199569, 68064,221070, 70135,169394, 83913,180131, 73551,174607, 80692,267779,101702,256703,103456,210320, 69099,174712, 79385,262242,102580,1,1, 83073,209893,0.2836,0.2850,0,0,0,0.1884
181,1,922236,713131,0.002917722,0.9837,0.2445, 69462,765604, 9047, 9105,17203,1625,4750,45440, 45590,606873,5835, 6788,13723,1201,3535,29586,208731,121326,227315,117670,191162,146492,203452,129169,194893,140740,284471,184400,279901,181498,218023,119499,196504,138800,282186,182949,1,1,145899,227131,0.3911,0.3910,0,0,0,0.1884
181,2,916870,663269,0.002917722,0.9837,0.3545,169945,684919, 5738, 9798, 8833,1776,3493,32368,106110,514593,4111, 7147, 7285,1241,2392,20390,200323, 68440,221701, 70578,170498, 84590,181337, 74114,175760, 81296,269647,102620,258544,104365,211012, 69509,175866, 80000,264096,103493,1,1, 83715,211116,0.2839,0.2853,0,0,0,0.1884
182,1,916821,661671,0.002971009,0.9864,0.3218,170473,684246, 5835, 9759, 8896,1772,3405,32435,106366,512786,4178, 7106, 7318,1239,2324,20354,198828, 68039,220370, 70064,169141, 84113,179943, 73627,174334, 80852,268038,102313,257050,104049,209599, 69051,174474, 79531,262544,103182,1,1, 83294,209672,0.2843,0.2857,0,0,0,0.1884
182,2,922285,714729,0.002971009,0.9864,0.2430, 68934,766277, 8950, 9144,17140,1629,4838,45373, 45334,608680,5768, 6829,13690,1203,3603,29622,210226,121727,228646,118184,192519,146969,204846,129656,196319,141184,286080,184707,281395,181814,219436,119956,197896,139270,283737,183261,1,1,146320,228575,0.3903,0.3902,0,0,0,0.1884
183,1,920692,665379,0.001238645,0.9876,0.3245,171085,686959, 5934, 9776, 9078,1822,3455,32583,106849,515563,4238, 7110, 7477,1278,2366,20498,200000, 68792,221629, 70822,169987, 85068,180893, 74446,175246, 81722,268835,103405,257813,105121,210814, 69807,175377, 80412,263324,104264,1,1, 84197,210629,0.2856,0.2869,0,0,0,0.1884
183,2,918414,711021,0.001238645,0.9876,0.2453, 68322,763564, 8851, 9127,16958,1579,4788,45225, 44851,605903,5708, 6825,13531,1164,3561,29478,209054,120974,227387,117427,191673,146014,203896,128837,195407,140314,285283,183615,280632,180742,218221,119201,196993,138388,282958,182178,1,1,145418,227618,0.3898,0.3897,0,0,0,0.1884
184,1,920414,712435,0.000936324,0.9856,0.2369, 66778,766732, 9088, 9067,17158,1618,4804,45169, 43948,608011,5850, 6769,13698,1200,3581,29378,209329,121622,227905,118014,192555,147044,204878,129636,196262,141252,285674,185196,281209,182192,218617,119819,197900,139311,283442,183694,1,0,146423,228258,0.3908,0.3906,0,0,0,0.1884
184,2,918692,663965,0.000936324,0.9856,0.2970,172629,683791, 5697, 9836, 8878,1783,3439,32639,107752,513455,4096, 7166, 7310,1242,2346,20598,199725, 68144,221111, 70234,169105, 84038,179912, 73647,174391, 80784,268444,101824,257235,103672,210418, 69189,174471, 79490,262840,102748,1,0, 83192,209989,0.2838,0.2852,0,0,0,0.1884
185,1,918350,663510,0.001308244,0.9884,0.3148,171807,684426, 5720, 9804, 8870,1778,3440,32505,107224,513662,4102, 7137, 7301,1241,2350,20493,200346, 68182,221819, 70264,170049, 84080,180813, 73695,175291, 80844,268835,101846,257712,103633,211082, 69223,175386, 79540,263274,102740,1,1, 83220,210695,0.2831,0.2846,0,0,0,0.1884
185,2,920756,712890,0.001308244,0.9884,0.2516, 67600,766097, 9065, 9099,17166,1623,4803,45303, 44476,607804,5844, 6798,13707,1201,3577,29483,208708,121584,227197,117984,191611,147002,203976,129588,195362,141192,285283,185174,280733,182230,217953,119785,196984,139260,283008,183702,1,1,146394,227552,0.3915,0.3913,0,0,0,0.1884
186,1,923784,714938,0.004601149,0.9888,0.2459, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
186,2,915322,661462,0.004601149,0.9888,0.3255,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
187,1,924069,685400,0.004911082,0.9729,0.3064,130028,722158, 8516, 9596,14229,1812,3662,34068, 83026,552623,5755, 7064,11303,1301,2622,21706,192653, 94983,217148, 95779,169378,117316,182086,103388,174059,113354,261581,144694,253055,145062,204900, 95381,175175,111353,257319,144879,1,3,116368,207138,0.3597,0.3604,0,0,0,0.1884
187,2,915037,691000,0.004911082,0.9729,0.1524,109379,728365, 6269, 9307,11807,1589,4581,43740, 68674,568843,4191, 6871, 9705,1141,3305,28270,216401, 94783,231868, 92469,192282,113766,202704, 99895,196594,108682,292537,142325,285390,140801,224135, 93626,197195,107447,288963,141563,1,3,113246,231110,0.3289,0.3293,0,0,0,0.1884
188,1,922469,681822,0.003171106,0.9721,0.3492,132683,715727, 9053, 9852,15637,1828,3576,34113, 84819,545741,6166, 7234,12433,1315,2546,21568,192336, 92299,217473, 92552,168312,113780,180896, 99990,173094,109691,259378,140642,251055,140924,204904, 92425,174102,107821,255217,140784,1,3,112840,206078,0.3538,0.3544,0,0,0,0.1884
188,2,916637,694578,0.003171106,0.9721,0.2496,106724,734796, 5732, 9051,10399,1573,4667,43695, 66881,575725,3780, 6701, 8575,1127,3381,28408,216718, 97467,231543, 95697,193347,117302,203893,103293,197559,112345,294740,146378,287390,144939,224131, 96583,198268,110979,291065,145659,1,3,116774,232169,0.3347,0.3352,0,0,0,0.1884
189,1,922382,713584,0.003076495,0.9872,0.2441, 68964,766457, 8937, 9140,17025,1605,4793,45461, 45234,607815,5771, 6826,13584,1184,3563,29607,209386,121178,227687,117672,191985,146382,204267,129148,195750,140647,286050,184141,281339,181290,218537,119425,197335,138726,283695,182715,1,1,145780,228065,0.3899,0.3898,0,0,0,0.1884
189,2,916724,662816,0.003076495,0.9872,0.3230,170443,684066, 5848, 9763, 9011,1796,3450,32347,106466,513651,4175, 7109, 7424,1258,2364,20369,199668, 68588,221329, 70577,169675, 84700,180522, 74135,174903, 81389,268068,102879,257106,104573,210498, 69582,175035, 80075,262587,103727,1,1, 83834,210182,0.2851,0.2865,0,0,0,0.1884
190,1,918999,663055,0.000602467,0.9841,0.3286,173317,683238, 5740, 9806, 8936,1792,3437,32733,108125,512096,4117, 7134, 7360,1250,2336,20637,198756, 67804,220271, 69919,168776, 83686,179473, 73327,173935, 80520,267553,101408,256415,103332,209513, 68861,174062, 79178,261984,102371,1,1, 82856,209311,0.2836,0.2851,0,0,0,0.1884
190,2,920107,713345,0.000602467,0.9841,0.2302, 66090,767285, 9045, 9097,17100,1609,4806,45075, 43575,609370,5829, 6801,13648,1192,3591,29339,210299,121962,228745,118330,192884,147396,205317,129956,196719,141516,286565,185612,282030,182531,219522,120147,198308,139623,284298,184072,1,1,146758,228936,0.3906,0.3905,0,0,0,0.1884
191,1,923896,701082,0.004722947,0.9789,0.2304,109058,736372, 6983, 9120,11685,1698,4638,44342, 68636,578185,4562, 6759, 9569,1228,3362,28781,215760, 99084,231265, 97267,192667,120024,203437,105661,197012,114853,292151,149866,284998,148336,223513, 98176,197707,113512,288574,149101,1,2,119299,231040,0.3405,0.3409,0,0,0,0.1884
191,2,915210,675318,0.004722947,0.9789,0.4311,130349,714151, 7802, 9783,14351,1703,3605,33466, 83064,543281,5384, 7176,11439,1214,2565,21195,193294, 90682,217751, 90982,168993,111058,181353, 97622,173641,107182,261967,137153,253447,137527,205522, 90831,174663,105288,257708,137341,1,2,110315,207207,0.3474,0.3482,0,0,0,0.1884
192,1,915322,661462,0.004601149,0.9888,0.3255,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
192,2,923784,714938,0.004601149,0.9888,0.2459, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
193,1,916956,662922,0.002824198,0.9852,0.3189,170043,684961, 5739, 9740, 8932,1790,3416,32335,106209,514228,4115, 7093, 7350,1247,2340,20340,200019, 68581,221618, 70496,170750, 84574,181554, 74056,175867, 81373,269734,103018,258966,104565,210819, 69539,176058, 80001,264350,103792,1,1, 83809,211216,0.2841,0.2854,0,0,0,0.1884
193,2,922150,713478,0.002824198,0.9852,0.2401, 69364,765562, 9046, 9163,17104,1611,4827,45473, 45491,607238,5831, 6842,13658,1195,3587,29636,209035,121185,227398,117752,190910,146508,203236,129227,194787,140663,284384,184002,279479,181298,218217,119469,196312,138799,281932,182650,1,1,145805,227032,0.3911,0.3910,0,0,0,0.1884
194,1,922290,666483,0.002976446,0.9868,0.3005,172672,687142, 5721, 9845, 8877,1788,3462,32783,107757,515817,4110, 7174, 7317,1247,2357,20704,200940, 68371,222426, 70430,170541, 84247,181305, 73882,175811, 81003,269787,102067,258591,103891,211683, 69400,175887, 79711,264190,102980,1,0, 83413,211343,0.2830,0.2844,0,0,0,0.1884
194,2,916816,709917,0.002976446,0.9868,0.2391, 66735,763381, 9064, 9058,17159,1613,4781,45025, 43943,605649,5836, 6761,13691,1195,3570,29272,208114,121395,226590,117818,191119,146835,203485,129401,194842,141033,284331,184953,279853,181972,217353,119607,196483,139090,282092,183463,1,0,146201,226904,0.3918,0.3917,0,0,0,0.1884
195,1,916585,663467,0.003227655,0.9848,0.2577,172242,682224, 5696, 9849, 8899,1778,3424,32473,107643,513146,4084, 7177, 7335,1238,2336,20508,200429, 68323,221728, 70417,169493, 84104,180357, 73692,174778, 80865,269502,101993,258264,103890,211078, 69370,174877, 79553,263883,102942,1,0, 83326,210650,0.2834,0.2850,0,0,0,0.1884
195,2,922521,712933,0.003227655,0.9848,0.2323, 67165,768299, 9089, 9054,17137,1623,4819,45335, 44057,608320,5862, 6758,13673,1204,3591,29468,208626,121443,227288,117831,192167,146978,204433,129591,195876,141171,284616,185027,280180,181973,217957,119638,197493,139247,282398,183500,1,0,146288,227597,0.3913,0.3910,0,0,0,0.1884
196,1,923984,713832,0.004818646,0.9876,0.2516, 68625,768582, 8645, 8967,17045,1593,4851,45676, 44737,608789,5529, 6643,13610,1172,3602,29750,211415,121887,229893,118288,193907,147248,206305,129851,197692,141472,288898,185412,284232,182516,220654,120088,199303,139524,286565,183964,1,0,146668,230334,0.3890,0.3889,0,0,0,0.1884
196,2,915122,662568,0.004818646,0.9876,0.3407,170782,681941, 6140, 9936, 8991,1808,3392,32132,106963,512677,4417, 7292, 7398,1270,2325,20226,197639, 67879,219123, 69960,167752, 83834,178484, 73431,172962, 80564,265220,101608,254213,103347,208381, 68920,173067, 79277,259717,102478,1,0, 82946,207914,0.2852,0.2866,0,0,0,0.1884
197,1,923540,714955,0.004335802,0.9884,0.2508, 68129,768114, 9069, 9136,17189,1629,4814,45460, 44806,609382,5848, 6822,13728,1204,3581,29584,209373,121737,227862,118160,192193,147218,204593,129769,195963,141392,286175,185385,281566,182478,218618,119950,197585,139459,283870,183932,1,0,146592,228246,0.3911,0.3909,0,0,0,0.1884
197,2,915566,661445,0.004335802,0.9884,0.3188,171278,682409, 5716, 9767, 8847,1772,3429,32348,106894,512084,4098, 7113, 7280,1238,2346,20392,199681, 68029,221154, 70088,169467, 83864,180196, 73514,174690, 80644,267943,101635,256879,103385,210417, 69058,174786, 79341,262411,102511,1,0, 83023,210002,0.2833,0.2848,0,0,0,0.1884
198,1,923158,696524,0.003920383,0.9777,0.1907,107892,738965, 5136, 9329,11654,1601,4684,43897, 67546,576207,3467, 6911, 9538,1147,3349,28359,222558, 91020,237236, 89115,198207,110497,208415, 96800,202685,105223,303830,139094,296126,137810,229897, 90068,203104,104173,299978,138452,1,1,109937,238436,0.3156,0.3160,0,0,0,0.1884
198,2,915948,679876,0.003920383,0.9777,0.3406,131515,711558, 9649, 9574,14382,1800,3559,33911, 84154,545259,6479, 7024,11470,1295,2578,21617,186496, 98746,211780, 99133,163453,120585,176374,106483,167968,116813,250288,147926,242318,148053,199138, 98940,169266,114628,246304,147990,1,1,119677,199812,0.3746,0.3753,0,0,0,0.1884
199,1,921929,666662,0.002583864,0.9876,0.3232,171090,688209, 5909, 9792, 9034,1827,3448,32620,106841,516846,4226, 7123, 7448,1288,2359,20531,200852, 69180,222420, 71243,170717, 85441,181665, 74797,175989, 82098,269433,103841,258382,105536,211636, 70212,176125, 80779,263908,104689,1,1, 84591,211352,0.2858,0.2872,0,0,0,0.1884
199,2,917177,709738,0.002583864,0.9876,0.2442, 68317,762314, 8876, 9111,17002,1574,4795,45188, 44859,604620,5720, 6812,13560,1154,3568,29445,208202,120586,226596,117005,190943,145641,203124,128486,194664,139938,284685,183179,280062,180327,217399,118796,196245,138021,282374,181753,1,1,145023,226896,0.3899,0.3898,0,0,0,0.1884
200,1,924032,715232,0.004870845,0.9888,0.2531, 67894,768831, 9071, 9114,17190,1625,4819,45488, 44654,609787,5850, 6813,13723,1203,3591,29611,209698,121726,228167,118139,192475,147200,204864,129764,196249,141380,286615,185364,282008,182463,218933,119934,197864,139448,284311,183914,1,1,146577,228582,0.3907,0.3906,0,0,0,0.1884
200,2,915074,661168,0.004870845,0.9888,0.3157,171513,681692, 5714, 9789, 8846,1776,3424,32320,107046,511679,4096, 7122, 7285,1239,2336,20365,199356, 68039,220849, 70109,169185, 83882,179925, 73519,174404, 80656,267503,101656,256437,103400,210102, 69074,174506, 79352,261971,102529,1,1, 83037,209666,0.2837,0.2851,0,0,0,0.1884
201,1,921391,666639,0.001998797,0.9848,0.2577,170650,688517, 5616, 9843, 8826,1736,3482,32721,106530,517365,4045, 7173, 7276,1222,2365,20663,203254, 68519,224526, 70642,172627, 84331,183461, 73921,177930, 81102,272272,101944,261066,103824,213890, 69580,178007, 79785,266669,102885,1,1, 83469,213591,0.2810,0.2824,0,0,0,0.1884
201,2,917715,709761,0.001998797,0.9848,0.2313, 68757,762006, 9169, 9060,17210,1665,4761,45087, 45170,604101,5901, 6762,13732,1220,3562,29313,205801,121247,224490,117606,189033,146751,201329,129361,192724,140934,281846,185076,277379,182039,215146,119427,194363,139016,279613,183558,1,1,146145,224657,0.3941,0.3940,0,0,0,0.1884
202,1,917095,662535,0.002673038,0.9888,0.3253,170837,684289, 5747, 9769, 8847,1780,3429,32397,106663,513333,4120, 7111, 7294,1241,2358,20415,199544, 68230,221000, 70295,169281, 84292,180083, 73835,174511, 81035,267973,102145,256801,104010,210272, 69262,174626, 79721,262388,103078,1,1, 83406,209885,0.2844,0.2858,0,0,0,0.1884
