draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2791,2,923838,698301,0.004659873,0.9749,0.1720,108287,738147, 5967, 9273,11906,1595,4636,44027, 67924,576950,3943, 6858, 9707,1149,3346,28424,219723, 95863,235600, 93633,196317,116120,207012,101794,200765,110801,298106,145682,291164,143986,227662, 94749,201366,109571,294634,144834,1,2,115411,235525,0.3289,0.3292,0,0,0,0.1884
2792,1,920650,665539,0.001192971,0.9872,0.2955,172301,686113, 5663, 9831, 8825,1764,3456,32697,107560,515212,4085, 7160, 7273,1236,2353,20660,201055, 68342,222479, 70425,170561, 84144,181331, 73795,175811, 80941,269578,101846,258395,103704,211767, 69383,175902, 79627,263987,102776,1,1, 83314,211316,0.2828,0.2842,0,0,0,0.1884
2792,2,918456,710861,0.001192971,0.9872,0.2348, 67106,764410, 9122, 9072,17211,1637,4787,45111, 44140,606254,5861, 6775,13735,1206,3574,29316,207999,121424,226537,117824,191099,146938,203458,129487,194842,141095,284540,185174,280050,182159,217268,119624,196468,139173,282295,183667,1,1,146300,226932,0.3920,0.3918,0,0,0,0.1884
2793,1,922838,684542,0.003572388,0.9693,0.3454,130863,720806, 8015, 9880,13921,1728,3643,33982, 83594,551473,5477, 7256,11159,1265,2592,21726,194029, 98237,218554, 98469,171017,119001,183598,105165,175255,115425,260838,146738,252687,146717,206291, 98353,176625,113198,256763,146728,1,4,118536,207997,0.3630,0.3637,0,0,0,0.1884
2793,2,916268,691858,0.003572388,0.9693,0.2158,108544,729717, 6770, 9023,12115,1673,4600,43826, 68106,569993,4469, 6679, 9849,1177,3335,28250,215025, 91529,230462, 89779,190643,112081,201192, 98118,195398,106611,293280,140282,285758,139146,222744, 90654,195746,105603,289519,139714,1,4,111078,230250,0.3254,0.3259,0,0,0,0.1884
2794,1,918969,694831,0.000635091,0.9705,0.1845, 73698,773861, 4929,13752, 9651,1282,4032,37764, 47256,597959,3491, 9876, 8043, 983,2947,24276,219954, 98653,246253, 98660,194054,115614,203110,104809,196899,113277,302067,144318,294580,141729,233105, 98656,198023,111234,298324,143025,1,3,116723,236703,0.3303,0.3318,0,0,0,0.1884
2794,2,920137,681569,0.000635091,0.9705,0.3051,165709,676662, 9856, 5151,16385,2119,4211,40044,104444,523507,6455, 4059,12965,1459,2980,25700,189100, 91113,202763, 89589,167606,115468,181680, 98474,173754,108758,252051,142702,243864,144134,195931, 90351,174347,107567,247957,143418,1,3,112891,201545,0.3590,0.3584,0,0,0,0.1884
2795,1,919044,711545,0.000553530,0.9888,0.2527, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
2795,2,920062,664855,0.000553530,0.9888,0.3114,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
2796,1,917097,661210,0.002670863,0.9821,0.2507,173446,681180, 5720, 9856, 8900,1789,3453,32753,108207,510168,4101, 7177, 7331,1249,2347,20630,199930, 65608,220938, 68015,169661, 81325,180239, 71093,174700, 78287,268736, 98603,257408,100695,210433, 66811,174868, 76902,263072, 99650,1,0, 80518,210231,0.2769,0.2783,0,0,0,0.1884
2796,2,922009,715190,0.002670863,0.9821,0.1833, 65961,769343, 9065, 9047,17136,1612,4790,45055, 43493,611298,5845, 6758,13677,1193,3580,29346,209125,124158,228078,120233,191999,149757,204551,132190,195954,143749,285382,188417,281037,185168,218602,122196,197502,141899,283210,186793,1,0,149096,228017,0.3954,0.3952,0,0,0,0.1884
2797,1,916958,694320,0.002822023,0.9777,0.1915,106657,734505, 5505, 9316,11223,1496,4629,43627, 66881,574996,3651, 6916, 9163,1075,3337,28301,221143, 94427,236194, 92496,197503,114210,207905,100285,201923,108986,299928,142855,292543,141431,228669, 93462,202445,107827,296235,142143,1,3,113527,236733,0.3241,0.3245,0,0,0,0.1884
2797,2,922148,682080,0.002822023,0.9777,0.3429,132750,716018, 9280, 9587,14813,1905,3614,34181, 84819,546470,6295, 7019,11845,1367,2590,21675,187911, 95339,212822, 95753,164157,116872,176884,102997,168730,113050,254190,144165,245902,144432,200366, 95546,169925,110974,250047,144300,1,3,116087,201514,0.3655,0.3663,0,0,0,0.1884
2798,1,917825,702075,0.001879174,0.9773,0.1929,105430,735469, 5767, 9376,11878,1512,4859,43534, 66799,581622,3839, 6925, 9640,1108,3558,28584,213117,108917,229861,105931,192226,128964,203234,114040,195960,124262,287566,160545,281443,158320,221489,107424,197141,122421,284504,159433,1,2,128712,229057,0.3598,0.3601,0,0,0,0.1884
2798,2,921281,674325,0.001879174,0.9773,0.3445,133977,715054, 9018, 9527,14158,1889,3384,34274, 84901,539844,6107, 7010,11368,1334,2369,21392,195937, 80849,219155, 82318,169434,102118,181556, 89242,174694, 97774,266552,126475,257001,127543,207546, 81583,175229, 96379,261778,127009,1,2,100903,209191,0.3254,0.3262,0,0,0,0.1884
2799,1,917346,710153,0.002400079,0.9872,0.2375, 66428,764182, 9068, 9062,17147,1618,4791,45050, 43726,606083,5836, 6764,13688,1200,3573,29283,208306,121411,226878,117791,191574,146788,203880,129403,195267,141003,284320,184927,279899,181913,217592,119601,196908,139065,282110,183420,1,0,146177,227160,0.3915,0.3913,0,0,0,0.1884
2799,2,921760,666247,0.002400079,0.9872,0.2982,172979,686341, 5717, 9841, 8889,1783,3452,32758,107974,515383,4110, 7171, 7320,1242,2354,20693,200749, 68355,222138, 70458,170086, 84294,180909, 73880,175387, 81033,269798,102093,258545,103950,211443, 69406,175462, 79736,264172,103022,1,0, 83438,211087,0.2833,0.2848,0,0,0,0.1884
2800,1,915074,661168,0.004870845,0.9888,0.3157,171513,681692, 5714, 9789, 8846,1776,3424,32320,107046,511679,4096, 7122, 7285,1239,2336,20365,199356, 68039,220849, 70109,169185, 83882,179925, 73519,174404, 80656,267503,101656,256437,103400,210102, 69074,174506, 79352,261971,102529,1,1, 83037,209666,0.2837,0.2851,0,0,0,0.1884
2800,2,924032,715232,0.004870845,0.9888,0.2531, 67894,768831, 9071, 9114,17190,1625,4819,45488, 44654,609787,5850, 6813,13723,1203,3591,29611,209698,121726,228167,118139,192475,147200,204864,129764,196249,141380,286615,185364,282008,182463,218933,119934,197864,139448,284311,183914,1,1,146577,228582,0.3907,0.3906,0,0,0,0.1884
2801,1,922931,714515,0.003673524,0.9884,0.2503, 68090,767609, 9069, 9127,17178,1629,4809,45420, 44782,609014,5848, 6813,13719,1204,3578,29557,209160,121713,227640,118134,191985,147187,204388,129737,195760,141356,285899,185339,281300,182423,218400,119924,197379,139426,283599,183881,1,0,146556,228018,0.3913,0.3911,0,0,0,0.1884
2801,2,916175,661885,0.003673524,0.9884,0.3184,171317,682914, 5716, 9776, 8858,1772,3434,32388,106918,512452,4098, 7122, 7289,1238,2349,20419,199894, 68053,221376, 70114,169675, 83895,180402, 73546,174893, 80680,268219,101681,257145,103440,210635, 69083,174991, 79374,262683,102562,1,0, 83059,210229,0.2832,0.2846,0,0,0,0.1884
2802,1,915453,709469,0.004458688,0.9896,0.2448, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
2802,2,923653,666931,0.004458688,0.9896,0.3253,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
2803,1,915322,661462,0.004601149,0.9888,0.3255,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
2803,2,923784,714938,0.004601149,0.9888,0.2459, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
2804,1,919915,683872,0.000393670,0.9781,0.4591,159686,680678,10527, 4805,17336,2142,4213,40528,101094,528084,6802, 3798,13752,1487,3012,25843,180212,104878,196022,102149,162835,130631,177858,111900,168598,123746,241042,162740,234489,162982,188116,103514,169765,122092,237766,162861,1,4,128432,194436,0.3978,0.3969,0,0,0,0.1884
2804,2,919191,692528,0.000393670,0.9781,0.1991, 79721,769845, 4258,14098, 8700,1259,4030,37280, 50606,593382,3144,10137, 7256, 955,2915,24133,228842, 84888,252994, 86099,198825,100451,206931, 91383,202055, 98290,313076,124280,303956,122881,240919, 85494,202605, 96708,308516,123581,1,4,101182,243811,0.2933,0.2951,0,0,0,0.1884
2805,1,920144,671668,0.000642704,0.9725,0.2085,156870,690621, 7696, 6912,13045,1985,3904,39111, 97765,524392,5126, 5185,10472,1363,2680,24685,202839, 79979,216986, 80545,180104,101950,192715, 87446,185822, 96500,274678,125580,265057,127461,209912, 80263,186215, 95299,269868,126521,1,2, 99923,216886,0.3154,0.3153,0,0,0,0.1884
2805,2,918962,704732,0.000642704,0.9725,0.1722, 82537,759902, 7089,11991,12991,1416,4339,38697, 53935,597074,4820, 8750,10536,1079,3247,25291,206216,109787,232030,107703,181556,129132,192075,115837,184832,125536,279440,161440,273388,158402,219124,108745,186155,123502,276414,159921,1,2,129692,221362,0.3694,0.3705,0,0,0,0.1884
2806,1,922374,692267,0.003067795,0.9848,0.1997, 95992,759632, 3770,14047, 7974,1206,3935,35818, 61082,584623,2848,10104, 6718, 903,2833,23156,224595, 84969,249722, 85786,192207, 99421,200317, 90916,195933, 97195,305826,122687,296199,121612,237159, 85377,196154, 95844,301013,122150,0,0,100370,237828,0.2968,0.2989,0,0,0,0.1884
2806,2,916732,684133,0.003067795,0.9848,0.3601,143415,690891,11015, 4856,18062,2195,4308,41990, 90618,536843,7098, 3831,14290,1539,3094,26820,184459,104797,199294,102462,169453,131661,184473,112367,174721,124841,248292,164333,242246,164251,191876,103630,176216,122956,245269,164293,0,0,129245,200419,0.3921,0.3910,0,0,0,0.1884
2807,1,915342,709675,0.004579399,0.9884,0.2453, 68004,760785, 8923, 9099,17115,1619,4786,45011, 44736,604583,5748, 6796,13659,1204,3557,29392,208494,121205,226921,117626,191183,146210,203409,129032,194914,140512,283942,183986,279433,180991,217708,119416,196503,138585,281688,182488,1,1,145652,226898,0.3910,0.3908,0,0,0,0.1884
2807,2,923764,666725,0.004579399,0.9884,0.3247,171403,689738, 5862, 9804, 8921,1782,3457,32797,106964,516883,4198, 7139, 7349,1238,2370,20584,200561, 68560,222095, 70622,170477, 84872,181381, 74250,175740, 81524,270176,103034,259012,104872,211328, 69591,175867, 80216,264594,103954,1,1, 83962,211349,0.2843,0.2857,0,0,0,0.1884
2808,1,920250,712529,0.000757977,0.9872,0.2355, 67547,765684, 9065, 9094,17160,1623,4799,45278, 44443,607504,5844, 6793,13703,1201,3573,29468,208574,121564,227054,117960,191487,146976,203840,129570,195229,141171,285088,185153,280561,182200,217815,119763,196853,139239,282824,183677,1,1,146371,227404,0.3916,0.3914,0,0,0,0.1884
2808,2,918856,663871,0.000757977,0.9872,0.2993,171860,684839, 5720, 9809, 8876,1778,3444,32530,107257,513962,4102, 7142, 7305,1241,2354,20508,200480, 68202,221962, 70288,170173, 84106,180949, 73713,175424, 80865,269030,101867,257884,103663,211221, 69245,175517, 79561,263458,102766,1,1, 83243,210843,0.2831,0.2845,0,0,0,0.1884
2809,1,918173,663841,0.001500729,0.9852,0.3181,170196,685905, 5747, 9752, 8936,1797,3424,32416,106306,514940,4122, 7105, 7350,1251,2339,20428,200211, 68619,221724, 70552,171081, 84710,181895, 74171,176217, 81486,270250,103155,259442,104704,210968, 69585,176399, 80122,264847,103930,1,2, 83914,211546,0.2840,0.2853,0,0,0,0.1884
2809,2,920933,712559,0.001500729,0.9852,0.2397, 69211,764618, 9038, 9151,17100,1604,4819,45392, 45394,606526,5824, 6830,13658,1191,3588,29548,208843,121147,227292,117697,190579,146372,202894,129112,194436,140550,283868,183865,279002,181159,218068,119422,195971,138678,281435,182512,1,2,145700,226701,0.3912,0.3911,0,0,0,0.1884
2810,1,923814,667788,0.004633773,0.9880,0.2950,172612,688625, 5730, 9860, 8918,1790,3470,32809,107747,517085,4110, 7184, 7346,1250,2366,20700,201489, 68560,222974, 70634,171073, 84529,181909, 74096,176371, 81275,270475,102376,259240,104218,212231, 69597,176452, 79967,264858,103298,1,0, 83670,211933,0.2830,0.2845,0,0,0,0.1884
2810,2,915292,708612,0.004633773,0.9880,0.2349, 66795,761898, 9055, 9043,17118,1611,4773,44999, 43953,604381,5836, 6751,13662,1192,3561,29276,207565,121206,226042,117615,190587,146553,202881,129187,194283,140761,283643,184644,279205,181645,216804,119411,195918,138834,281424,183144,1,0,145945,226314,0.3921,0.3919,0,0,0,0.1884
2811,1,923573,667631,0.004371689,0.9864,0.3199,170579,690505, 5767, 9774, 8993,1805,3468,32682,106524,518260,4136, 7122, 7402,1256,2367,20564,201503, 68936,223033, 70872,172210, 85115,183062, 74534,177381, 81858,272425,103737,261577,105286,212268, 69904,177552, 80502,267001,104513,1,1, 84334,213027,0.2836,0.2850,0,0,0,0.1884
2811,2,915533,708769,0.004371689,0.9864,0.2411, 68828,760018, 9018, 9129,17043,1596,4775,45126, 45176,603206,5810, 6813,13606,1186,3560,29412,207551,120830,225983,117377,189450,145967,201727,128749,193273,140178,281693,183283,276868,180577,216767,119104,194818,138298,279281,181930,1,1,145280,225220,0.3921,0.3920,0,0,0,0.1884
2812,1,920015,678485,0.000502418,0.9685,0.3263,130454,717590, 8490, 9458,14778,1810,3540,33895, 83237,545580,5807, 6933,11830,1303,2503,21292,190249, 93344,215208, 93401,166923,114099,179466,100317,171389,110251,259349,141779,251197,141751,202728, 93372,172594,108223,255274,141766,1,2,113563,204826,0.3567,0.3574,0,0,0,0.1884
2812,2,919091,697915,0.000502418,0.9685,0.1836,108953,732933, 6295, 9445,11258,1591,4703,43913, 68463,575886,4139, 7002, 9178,1139,3424,28684,218805, 96422,233808, 94848,194737,116983,205324,102966,199264,111785,294769,145241,287248,144112,226307, 95635,199776,110577,291008,144677,1,2,116051,233421,0.3321,0.3325,0,0,0,0.1884
2813,1,921479,712945,0.002094496,0.9876,0.2392, 67688,766619, 9138, 9068,17239,1657,4795,45275, 44504,607814,5876, 6768,13760,1217,3578,29428,208489,121669,227067,118083,191413,147229,203801,129723,195158,141364,285181,185565,280686,182561,217778,119876,196792,139438,282933,184063,1,1,146599,227399,0.3920,0.3918,0,0,0,0.1884
2813,2,917627,663455,0.002094496,0.9876,0.3006,171719,683904, 5647, 9835, 8797,1744,3448,32533,107196,513652,4070, 7167, 7248,1225,2349,20548,200566, 68097,221949, 70165,170246, 83853,180988, 73560,175496, 80672,268937,101455,257759,103303,211257, 69131,175578, 79362,263348,102379,1,1, 83015,210849,0.2825,0.2839,0,0,0,0.1884
2814,1,921020,687572,0.001595340,0.9669,0.1764,115626,731257, 9084, 9387,15236,1776,3742,34912, 74143,562159,5949, 6897,12087,1291,2697,22349,196905,102644,222070,103167,176314,125887,189415,110883,180341,122112,266229,155524,258852,154874,209487,102906,182024,119628,262542,155200,1,3,125013,212875,0.3700,0.3704,0,0,0,0.1884
2814,2,918086,688828,0.001595340,0.9669,0.1265,123781,719266, 5701, 9516,10800,1625,4501,42896, 77557,559307,3997, 7038, 8921,1151,3230,27627,212149, 87122,226946, 85081,185346,105195,195375, 92400,190313, 99924,287889,131496,279592,130989,219548, 86102,190346, 99173,283740,131242,1,3,104601,225372,0.3170,0.3177,0,0,0,0.1884
2815,1,917073,662977,0.002696963,0.9872,0.3231,170425,684532, 5799, 9759, 8955,1799,3416,32388,106393,513945,4152, 7113, 7373,1263,2336,20402,200106, 68872,221737, 70949,170192, 84983,181060, 74423,175416, 81693,268422,103168,257441,104847,210922, 69910,175557, 80366,262932,104008,1,1, 84133,210625,0.2854,0.2868,0,0,0,0.1884
2815,2,922033,713423,0.002696963,0.9872,0.2442, 68982,765991, 8986, 9144,17081,1602,4827,45420, 45307,607521,5794, 6822,13635,1179,3591,29574,208948,120894,227279,117300,191468,146099,203730,128860,195238,140343,285696,183852,281004,181016,218114,119098,196813,138434,283350,182434,1,1,145481,227622,0.3899,0.3898,0,0,0,0.1884
2816,1,916529,673111,0.003288554,0.9757,0.3497,135624,710152, 8560, 9881,13271,1906,3510,33625, 86147,538114,5872, 7246,10715,1368,2499,21150,195765, 80191,218422, 81704,168857,100687,180839, 88129,174073, 96531,265236,123969,255568,125109,207093, 80947,174592, 95116,260403,124540,1,2, 99474,208395,0.3231,0.3240,0,0,0,0.1884
2816,2,922577,703289,0.003288554,0.9757,0.2505,103783,740371, 6225, 9022,12765,1495,4733,44183, 65553,583352,4074, 6689,10293,1074,3428,28826,213289,109575,230594,106544,192803,130395,203950,115154,196581,125505,288882,163051,282877,160754,221942,108060,197778,123684,285879,161903,1,2,130140,229853,0.3615,0.3618,0,0,0,0.1884
2817,1,916839,709962,0.002951434,0.9868,0.2437, 68636,761622, 8930, 9124,16965,1622,4781,45159, 45052,604591,5768, 6806,13539,1200,3565,29441,207892,120866,226120,117409,190373,145867,202588,128750,194140,140180,283554,183405,278877,180553,217006,119138,195702,138266,281215,181979,1,1,145290,226220,0.3911,0.3910,0,0,0,0.1884
2817,2,922267,666438,0.002951434,0.9868,0.3228,170771,688901, 5855, 9779, 9071,1779,3462,32649,106648,516875,4178, 7129, 7469,1242,2362,20535,201162, 68900,222896, 70839,171287, 85215,182202, 74532,176513, 81856,270564,103615,259568,105310,212029, 69869,176668, 80535,265067,104463,1,1, 84324,212028,0.2845,0.2859,0,0,0,0.1884
2818,1,916308,680552,0.003528888,0.9809,0.4399,128969,714911, 8859, 9553,14765,1796,3629,33826, 82554,547710,6020, 7038,11794,1292,2588,21556,188415, 99118,213993, 99363,165693,120739,178662,106423,170247,116810,254009,149181,246109,149034,201204, 99240,171535,114658,250060,149108,1,3,120096,202447,0.3723,0.3730,0,0,0,0.1884
2818,2,922798,695848,0.003528888,0.9809,0.1825,110438,735612, 5926, 9350,11271,1605,4614,43982, 69146,573756,3926, 6897, 9214,1150,3339,28420,220640, 90648,235023, 88886,195967,110343,206128, 96860,200407,105226,300109,137839,292335,136829,227832, 89767,200835,104142,296222,137334,1,3,109519,235800,0.3172,0.3176,0,0,0,0.1884
2819,1,922729,666757,0.003453852,0.9884,0.3110,172794,687486, 5732, 9843, 8894,1787,3461,32732,107815,516080,4112, 7169, 7324,1246,2359,20652,201175, 68411,222653, 70493,170719, 84366,181524, 73946,175998, 81114,269955,102180,258769,104007,211914, 69452,176082, 79809,264362,103094,1,1, 83502,211542,0.2830,0.2845,0,0,0,0.1884
2819,2,916377,709643,0.003453852,0.9884,0.2517, 66613,763037, 9053, 9060,17142,1614,4782,45076, 43885,605386,5834, 6766,13684,1196,3568,29324,207879,121355,226363,117756,190941,146716,203265,129337,194655,140922,284163,184840,279676,181856,217121,119556,196288,138992,281920,183348,1,1,146112,226705,0.3919,0.3917,0,0,0,0.1884
2820,1,919930,712253,0.000409982,0.9876,0.2502, 67345,765562, 9063, 9100,17168,1616,4798,45278, 44322,607350,5842, 6799,13707,1198,3573,29462,208630,121545,227125,117944,191577,146954,203937,129545,195314,141156,285160,185118,280629,182174,217878,119745,196944,139218,282894,183646,1,1,146348,227481,0.3915,0.3913,0,0,0,0.1884
2820,2,919176,664147,0.000409982,0.9876,0.3132,172062,684961, 5722, 9803, 8868,1785,3445,32530,107378,514116,4104, 7136, 7301,1244,2354,20514,200424, 68221,221891, 70304,170082, 84128,180853, 73737,175339, 80880,268958,101902,257816,103689,211158, 69263,175426, 79582,263388,102796,1,1, 83266,210766,0.2832,0.2846,0,0,0,0.1884
2821,1,918247,710933,0.001420255,0.9880,0.2406, 68990,762456, 9011, 9125,17067,1599,4789,45210, 45317,605138,5812, 6806,13626,1186,3571,29477,208682,121207,227027,117734,190213,146351,202549,129040,194030,140541,282631,183800,277825,181082,217855,119471,195599,138644,280228,182441,1,1,145679,226136,0.3918,0.3917,0,0,0,0.1884
2821,2,920859,665467,0.001420255,0.9880,0.3190,170417,688067, 5774, 9778, 8969,1802,3454,32598,106383,516328,4134, 7129, 7382,1256,2356,20499,200372, 68558,221989, 70515,171447, 84731,182240, 74243,176623, 81495,271487,103220,260620,104781,211181, 69537,176771, 80156,266054,104001,1,1, 83935,212111,0.2835,0.2849,0,0,0,0.1884
2822,1,917377,664369,0.002366367,0.9880,0.3490,170978,684351, 5938, 9935, 8858,1782,3391,32144,107069,514531,4313, 7288, 7307,1254,2326,20281,198610, 67896,219992, 69954,168674, 83797,179404, 73416,173835, 80597,266859,101619,255810,103406,209301, 68925,173972, 79270,261335,102513,1,1, 82955,209026,0.2841,0.2855,0,0,0,0.1884
2822,2,921729,712031,0.002366367,0.9880,0.2578, 68429,766172, 8847, 8968,17178,1619,4852,45664, 44631,606935,5633, 6647,13701,1188,3601,29695,210444,121870,229024,118294,192986,147285,205386,129867,196818,141439,287259,185401,282635,182457,219734,120083,198398,139530,284947,183929,1,1,146659,229221,0.3902,0.3900,0,0,0,0.1884
2823,1,919044,711545,0.000553530,0.9888,0.2527, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
2823,2,920062,664855,0.000553530,0.9888,0.3114,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
2824,1,919350,693166,0.000220759,0.9817,0.2519,106668,737148, 5560, 8988,11025,1539,4638,43784, 66661,574418,3718, 6652, 9011,1082,3352,28272,220823, 90335,235201, 88664,196530,109965,206640, 96480,200993,104799,302445,138021,294642,136894,228013, 89500,201388,103748,298544,137457,1,3,109308,236752,0.3159,0.3164,0,0,0,0.1884
2824,2,919756,683234,0.000220759,0.9817,0.3506,132739,713375, 9225, 9915,15011,1862,3605,34024, 85039,547048,6228, 7283,11997,1360,2575,21704,188231, 99431,213815, 99585,165130,121116,178150,106802,169661,117237,251673,148999,243802,148969,201023, 99507,170982,115053,247738,148985,1,3,120306,201495,0.3739,0.3744,0,0,0,0.1884
2825,1,922873,667104,0.003610450,0.9884,0.3019,173084,687248, 5731, 9850, 8905,1786,3462,32807,108032,516125,4111, 7178, 7335,1245,2361,20717,201141, 68444,222544, 70558,170463, 84422,181306, 73987,175773, 81155,270332,102250,259056,104106,211842, 69501,175849, 79855,264695,103179,1,0, 83560,211517,0.2832,0.2847,0,0,0,0.1884
2825,2,916233,709296,0.003610450,0.9884,0.2407, 66323,763275, 9054, 9053,17131,1615,4781,45001, 43668,605341,5835, 6757,13673,1197,3566,29259,207913,121322,226472,117690,191197,146660,203484,129295,194880,140881,283786,184770,279388,181757,217193,119507,196521,138946,281587,183264,1,0,146054,226731,0.3918,0.3916,0,0,0,0.1884
2826,1,919836,664912,0.000307758,0.9876,0.2994,172620,684955, 5730, 9825, 8880,1789,3445,32592,107751,514422,4110, 7149, 7321,1248,2335,20576,200285, 68345,221815, 70401,169937, 84269,180743, 73847,175190, 81030,268794,102126,257662,103912,211050, 69373,175291, 79715,263228,103020,1,0, 83419,210632,0.2837,0.2851,0,0,0,0.1884
2826,2,919270,711488,0.000307758,0.9876,0.2418, 66787,765568, 9055, 9078,17156,1612,4798,45216, 43949,607044,5836, 6786,13687,1194,3592,29400,208769,121421,227201,117848,191723,146813,204047,129436,195464,141006,285324,184894,280783,181951,217985,119635,197079,139085,283054,183423,1,0,146196,227615,0.3911,0.3909,0,0,0,0.1884
2827,1,915336,690518,0.004585924,0.9829,0.2149, 82480,763520, 3849,14012, 9598,1229,3990,36658, 52376,589719,2928,10066, 7878, 932,2871,23748,222258, 90262,247788, 90595,192407,105789,200740, 96502,195733,103561,302980,131084,294140,129634,235023, 90429,196295,101951,298560,130360,1,1,106776,236578,0.3110,0.3128,0,0,0,0.1884
2827,2,923770,685882,0.004585924,0.9829,0.4432,156927,687003,10936, 4891,16438,2172,4253,41150, 99324,531747,7018, 3869,13130,1510,3056,26228,186797, 99504,201228, 97654,169253,125293,184049,106781,174920,118475,251138,155936,244305,156229,194012, 98579,176076,116850,247721,156083,1,1,122839,201669,0.3785,0.3777,0,0,0,0.1884
2828,1,915432,709515,0.004481525,0.9841,0.1873, 65185,763860, 9053, 9044,17074,1611,4762,44843, 42952,606390,5833, 6756,13627,1193,3562,29202,208671,121536,227154,117837,191473,146877,203790,129550,195252,141043,284672,185092,280151,182004,217913,119688,196840,139157,282412,183549,1,0,146278,227308,0.3916,0.3914,0,0,0,0.1884
