draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1526,2,726373,583350,0.0017350720,0.9545,0.07052,64459,182638, 7283,1496,253400,78485,2960,135652,43459,162785, 6108,1282,219458,54393,2397, 93468,146405,61115,164536,44083,152575,51598,135256,61797,199085, 93565,52592,155467,56690,143913, 93565,199085,1,1,159572,62433,0.7188,0.7216,1,2,0,-0.1179
1527,1,725383,565126,0.0030956434,0.9657,0.30184,71435,104629,15874, 822,307957,77457,1953,145256,47138, 88470,12729, 712,261920,54379,1518, 98260,109364,61315,129755,42294,112304,53373, 99121,62776,149387, 98019,51799,119559,58065,105711, 98019,149387,1,1,119986,63554,0.6537,0.6578,1,2,0,-0.1179
1527,2,729888,590779,0.0030956434,0.9657,0.06980,67488,209736, 6003,1499,223601,71597,3330,146634,45969,187154, 5330,1288,196348,50839,2706,101145,157532,67532,176853,50353,164011,58659,145813,68950,216741, 98845,58934,167188,63799,154911, 98845,216741,1,1,172191,68870,0.7143,0.7161,1,2,0,-0.1179
1528,1,728778,575947,0.0015701543,0.9465,0.36353,73311,135834,13946, 826,279604,67835,2456,154966,49243,118070,11540, 716,240433,49057,1940,104948,126459,70180,148407,50554,128456,62365,114307,71802,173074,105259,60363,137432,67078,121380,105259,173074,1,1,138140,72032,0.6573,0.6596,1,2,0,-0.1179
1528,2,726493,579958,0.0015701543,0.9465,0.07149,65612,178531, 7931,1495,251954,81219,2827,136924,43864,157554, 6519,1284,217835,56161,2284, 94457,140437,58666,158202,42094,147860,49667,130626,59924,193054, 91605,50370,149315,54787,139242, 91605,193054,1,1,154037,60392,0.7184,0.7215,1,2,0,-0.1179
1529,1,725194,564672,0.0033553888,0.9433,0.28915,73766,111162,16596, 856,296527,79042,2050,145195,48992, 93677,13360, 749,252389,55638,1595, 98272,106323,60471,126261,41933,110048,53056, 96795,62444,147634, 97318,51196,116291,57740,103419, 97318,147634,1,1,117411,63044,0.6506,0.6547,1,2,0,-0.1179
1529,2,730077,591233,0.0033553888,0.9433,0.06915,65157,203203, 5281,1465,235031,70012,3233,146695,44115,181947, 4699,1251,205879,49580,2629,101133,160573,68375,180348,50714,166268,58975,148139,69283,218494, 99546,59536,170456,64124,157202, 99546,218494,1,1,174766,69380,0.7158,0.7177,1,2,0,-0.1179
1530,1,727371,569888,0.0003635062,0.9665,0.39840,73824,132504,14204, 794,276853,69659,2356,157177,48968,113252,11543, 685,237355,50059,1855,106171,125687,69235,147934,49685,128708,61774,114651,71304,171950,103750,59455,136809,66532,121678,103750,171950,1,1,137786,71149,0.6595,0.6619,1,2,0,-0.1179
1530,2,727900,586017,0.0003635062,0.9665,0.07217,65099,181861, 7673,1527,254705,79395,2927,134713,44139,162372, 6516,1315,220913,55159,2369, 93234,141209,59611,158675,42962,147608,50258,130283,60423,194178, 93114,51277,149938,55333,138944, 93114,194178,1,1,154391,61275,0.7159,0.7190,1,2,0,-0.1179
1531,1,730700,567194,0.0042115867,0.9696,0.37619,74401,120939,16233, 824,292027,75554,2198,148524,49131,101456,13005, 715,247873,53122,1719,100173,110651,62923,131707,43788,113836,55413,100465,64854,151179, 99456,53351,121178,60125,107149, 99456,151179,1,1,121568,65286,0.6506,0.6543,1,2,0,-0.1179
1531,2,724571,588711,0.0042115867,0.9696,0.07181,64522,193426, 5644,1497,239531,73500,3085,143366,43976,174168, 5054,1285,210395,52096,2505, 99232,156245,65924,174901,48859,162480,56618,144468,66872,214950, 97408,57382,165570,61739,153472, 97408,214950,1,1,170609,67138,0.7176,0.7196,1,2,0,-0.1179
1532,1,730852,572856,0.0044204825,0.9617,0.38263,74090,134275,14178, 798,277904,69848,2407,157352,49196,114961,11506, 692,238300,50064,1889,106248,124815,69168,146963,49628,127803,61695,113733,71252,171051,103877,59393,135887,66466,120766,103877,171051,1,1,136873,71123,0.6581,0.6605,1,2,0,-0.1179
1532,2,724419,583049,0.0044204825,0.9617,0.07175,64833,180090, 7699,1523,253654,79206,2876,134538,43911,160663, 6553,1308,219968,55154,2335, 93157,142081,59679,159646,43019,148513,50337,131201,60475,195077, 92987,51340,150860,55398,139856, 92987,195077,1,1,155304,61301,0.7170,0.7201,1,2,0,-0.1179
1533,1,725246,568220,0.0032839244,0.9601,0.37137,73848,132066,14233, 794,275405,69633,2368,156899,49000,112901,11570, 686,236141,50035,1879,106008,124373,68612,146469,49206,127443,61219,113430,70724,170193,103032,58904,135419,65964,120435,103032,170193,1,1,136382,70558,0.6590,0.6615,1,2,0,-0.1179
1533,2,730025,587685,0.0032839244,0.9601,0.07147,65075,182299, 7644,1527,256153,79421,2915,134991,44107,162723, 6489,1314,222127,55183,2345, 93397,142523,60235,160139,43441,148873,50813,131504,61003,195935, 93832,51828,151328,55900,140187, 93832,195935,1,1,155795,61866,0.7158,0.7189,1,2,0,-0.1179
1534,1,728774,565360,0.0015646570,0.9633,0.36445,73534,115031,16193, 816,295776,77262,2089,148073,48546, 96735,12957, 707,251049,54264,1619, 99483,111426,63857,132442,44735,114134,55964,100887,65330,151713, 99802,54290,121932,60640,107509, 99802,151713,1,1,122120,65936,0.6494,0.6529,1,2,0,-0.1179
1534,2,726497,590545,0.0015646570,0.9633,0.07131,65389,199334, 5684,1505,235782,71792,3194,143817,44561,178889, 5102,1293,207219,50954,2605, 99922,155470,64989,174167,47912,162182,56067,144046,66397,214416, 97062,56443,164815,61225,153113, 97062,214416,1,1,170057,66488,0.7189,0.7211,1,2,0,-0.1179
1535,1,729467,575192,0.0025170570,0.9409,0.34126,74070,138267,14595, 850,276739,68304,2462,154180,49614,119431,12025, 738,237948,49230,1943,104263,120990,68092,142195,49123,123685,60728,109839,69968,167731,103368,58602,131591,65341,116761,103368,167731,1,1,132887,70256,0.6542,0.6567,1,2,0,-0.1179
1535,2,725804,580713,0.0025170570,0.9409,0.07085,64853,176098, 7282,1471,254819,80750,2821,137710,43493,156193, 6034,1262,220320,55988,2281, 95142,145907,60754,164414,43524,152631,51304,135094,61758,198397, 93496,52131,155156,56524,143861, 93496,198397,1,1,159290,62168,0.7193,0.7222,1,2,0,-0.1179
1536,1,730230,574176,0.0035656589,0.9617,0.39047,74203,137907,14276, 829,275779,68740,2470,156026,49542,118704,11670, 717,236759,49514,1942,105328,125402,69422,147386,49960,128250,61889,114058,71458,172057,104083,59687,136393,66667,121152,104083,172057,1,1,137431,71362,0.6582,0.6606,1,2,0,-0.1179
1536,2,725041,581729,0.0035656589,0.9617,0.07211,64720,176458, 7601,1492,255779,80314,2813,135864,43565,156920, 6389,1283,221509,55704,2282, 94077,141494,59425,159222,42687,148066,50142,130876,60269,194071, 92781,51046,150354,55197,139470, 92781,194071,1,1,154746,61062,0.7171,0.7202,1,2,0,-0.1179
1537,1,725906,570049,0.0023768769,0.9417,0.30863,73720,134206,14111, 790,276142,68936,2437,155564,49137,115173,11526, 683,237066,49632,1926,104906,123562,68009,145227,48956,125865,60412,111938,69889,168493,101770,58478,134393,65144,118900,101770,168493,1,1,135017,69807,0.6592,0.6615,1,2,0,-0.1179
1537,2,729365,585856,0.0023768769,0.9417,0.06974,65203,180159, 7766,1531,255416,80118,2846,136326,43970,160451, 6533,1317,221202,55586,2298, 94499,143334,60837,161382,43691,150451,51619,132996,61838,197635, 95094,52255,152355,56720,141722, 95094,197635,1,1,157160,62617,0.7151,0.7183,1,2,0,-0.1179
1538,1,728227,570661,0.0008129070,0.9481,0.33694,75765,128722,16737, 875,281302,71500,2295,151031,50446,108945,13519, 765,241194,51222,1812,102758,112815,64035,133547,45127,116725,56778,103082,66106,157579,100710,54575,123180,61433,109902,100710,157579,1,1,124749,66551,0.6521,0.6555,1,2,0,-0.1179
1538,2,727044,585244,0.0008129070,0.9481,0.07074,63158,185643, 5140,1446,250256,77554,2988,140859,42661,166679, 4540,1235,217074,53996,2412, 96647,154081,64811,173062,47520,159591,55253,141851,65621,208549, 96154,56157,163567,60432,150720, 96154,208549,1,1,167428,65873,0.7176,0.7199,1,2,0,-0.1179
1539,1,730294,566517,0.0036536150,0.9633,0.38308,74953,121739,16195, 825,286148,77358,2203,150873,49495,102132,12967, 719,242868,54705,1722,101909,111654,63462,132978,44162,115244,56002,101473,65800,152846,100398,53808,122314,60892,108357,100398,152846,1,1,122839,65964,0.6506,0.6543,1,2,0,-0.1179
1539,2,724977,589388,0.0036536150,0.9633,0.07181,63970,192626, 5682,1496,245410,71696,3080,141017,43612,173492, 5092,1281,215400,50513,2502, 97496,155242,65385,173631,48485,161072,56029,143460,65927,213283, 96466,56925,164433,60973,152265, 96466,213283,1,1,169338,66461,0.7181,0.7202,1,2,0,-0.1179
1540,1,725545,568313,0.0028730044,0.9649,0.39111,73743,132398,14198, 789,275629,69550,2361,156877,48909,113152,11539, 680,236262,49979,1859,105933,125263,69105,147474,49587,128310,61676,114292,71182,171379,103564,59341,136367,66422,121300,103564,171379,1,1,137344,71022,0.6591,0.6615,1,2,0,-0.1179
1540,2,729726,587592,0.0028730044,0.9649,0.07198,65180,181967, 7679,1532,255929,79504,2922,135013,44198,162472, 6520,1320,222006,55239,2365, 93472,141632,59742,159135,43061,148006,50355,130641,60544,194749, 93300,51391,150380,55442,139322, 93300,194749,1,1,154833,61402,0.7160,0.7192,1,2,0,-0.1179
1541,1,726420,565399,0.0016704792,0.9649,0.32367,73169,109038,16415, 836,304849,76437,2035,143641,48483, 91720,13176, 728,259131,53623,1583, 96955,108450,61250,128825,42297,111456,53380, 98441,62636,148481, 97802,51768,118637,57999,104947, 97802,148481,1,1,119130,63472,0.6524,0.6564,1,2,0,-0.1179
1541,2,728851,590506,0.0016704792,0.9649,0.07049,65754,205327, 5462,1485,226709,72617,3248,148249,44624,183904, 4883,1272,199137,51595,2641,102450,158446,67597,177784,50350,164860,58652,146493,69090,217648, 99062,58965,168111,63866,155675, 99062,217648,1,1,173047,68952,0.7151,0.7169,1,2,0,-0.1179
1542,1,724680,578683,0.0040617864,0.9489,0.26104,71058,119661,14949, 862,304356,68376,2324,143094,48445,105037,12445, 750,263022,49075,1851, 98058,119364,63057,138550,45079,121606,55702,108296,64464,165323, 98150,54064,128957,60075,114950, 98150,165323,1,1,130627,65292,0.6667,0.6698,1,2,0,-0.1179
1542,2,730591,577222,0.0040617864,0.9489,0.06869,67865,194704, 6928,1459,227202,80678,2959,148796,44662,170587, 5614,1250,195246,56143,2373,101347,147532,65790,168059,47568,154710,56329,136637,67263,200805, 98714,56668,157790,61789,145672, 98714,200805,1,1,161550,67133,0.7064,0.7089,1,2,0,-0.1179
1543,1,726772,565033,0.0011867205,0.9561,0.39088,74606,128187,15560, 809,280441,71738,2265,153166,49188,108090,12474, 703,238457,51148,1775,103198,115495,66054,137072,46826,118554,58672,104817,68201,157987,101798,56435,126282,63428,111684,101798,157987,1,1,126786,68308,0.6499,0.6529,1,2,0,-0.1179
1543,2,728499,590872,0.0011867205,0.9561,0.07195,64317,186178, 6317,1512,251117,77316,3018,138724,43919,167534, 5585,1297,219811,54070,2449, 96207,151401,62793,169536,45821,157761,53359,140116,63526,208141, 95066,54298,160466,58436,148937, 95066,208141,1,1,165391,64116,0.7206,0.7232,1,2,0,-0.1179
1544,1,728186,564414,0.0007565601,0.9657,0.35682,74612,120690,16192, 818,286954,77737,2196,148987,49202,101153,12952, 715,243476,54672,1720,100524,109059,62378,129946,43408,112582,55043, 98970,64734,149393, 99100,52888,119500,59879,105775, 99100,149393,1,1,119990,64931,0.6489,0.6526,1,2,0,-0.1179
1544,2,727085,591491,0.0007565601,0.9657,0.07119,64311,193675, 5685,1503,244604,71317,3087,142903,43905,174471, 5107,1285,214792,50546,2504, 98881,157837,66469,176663,49239,163734,56988,145963,66993,216735, 97764,57844,167247,61985,154847, 97764,216735,1,1,172187,67493,0.7184,0.7204,1,2,0,-0.1179
1545,1,730878,567856,0.0044562147,0.9537,0.35913,73563,125991,16260, 812,289252,74610,2266,148124,48572,105825,13024, 707,245723,52612,1767, 99626,113127,64824,133999,45966,116290,57531,102888,66798,155457,101118,55390,123561,62157,109588,101118,155457,1,1,124353,67246,0.6490,0.6523,1,2,0,-0.1179
1545,2,724393,588049,0.0044562147,0.9537,0.07101,65360,188374, 5617,1509,242306,74444,3017,143766,44535,169799, 5035,1293,212545,52606,2457, 99779,153769,64022,172610,46681,160026,54500,142045,64929,210671, 95746,55343,163187,59707,151034, 95746,210671,1,1,167824,65178,0.7203,0.7226,1,2,0,-0.1179
1546,1,726682,569412,0.0013104089,0.9593,0.39115,73821,133935,14161, 802,275576,69420,2399,156568,48992,114649,11504, 696,236262,49781,1890,105638,123917,68877,145964,49431,126926,61450,112931,70952,169908,103489,59149,134939,66194,119927,103489,169908,1,1,135929,70839,0.6574,0.6598,1,2,0,-0.1179
1546,2,728589,586493,0.0013104089,0.9593,0.07198,65102,180430, 7716,1519,255982,79634,2884,135322,44115,160975, 6555,1304,222006,55437,2334, 93767,142979,59969,160645,43216,149389,50582,132002,60775,196220, 93375,51584,151809,55670,140695, 93375,196220,1,1,156248,61585,0.7173,0.7204,1,2,0,-0.1179
1547,1,726052,582208,0.0021762270,0.9305,0.17673,61980,134113,12833, 852,303100,75561,2388,135225,42580,116475,10698, 757,262758,53466,1888, 93586,126101,61631,143997,45049,126262,54484,112899,62927,171478, 92679,53338,135046,58698,119579, 92679,171478,1,1,136149,63353,0.6824,0.6846,1,2,0,-0.1179
1547,2,729219,573697,0.0021762270,0.9305,0.06479,76943,180252, 9044,1469,228458,73493,2895,156665,50527,159149, 7361,1243,195510,51752,2336,105819,140795,67215,162612,47598,150054,57548,132035,68800,194650,104185,57395,151702,63166,141043,104185,194650,1,1,156028,69071,0.6932,0.6964,1,2,0,-0.1179
1548,1,727283,566051,0.0004844459,0.9497,0.28220,71695,104400,15754, 801,305966,79825,1991,146851,47243, 88154,12594, 696,260280,56190,1535, 99359,109501,61145,130048,42136,112384,53291, 98952,62948,148434, 97568,51635,119774,58111,105666, 97568,148434,1,1,119864,63416,0.6540,0.6580,1,2,0,-0.1179
1548,2,727988,589854,0.0004844459,0.9497,0.06893,67228,209965, 6123,1520,225592,69229,3292,145039,45864,187470, 5465,1304,197988,49028,2689,100046,157395,67702,176560,50511,163932,58740,145981,68778,217694, 99296,59097,166974,63754,154955, 99296,217694,1,1,172313,69008,0.7140,0.7159,1,2,0,-0.1179
1549,1,728092,564617,0.0006273746,0.9625,0.37414,74610,120696,16206, 825,288014,76804,2186,148751,49266,101197,12979, 719,244338,54051,1719,100348,108113,61942,128835,43123,111378,54570, 98034,64050,147953, 98331,52528,118473,59301,104704, 98331,147953,1,1,118863,64402,0.6486,0.6523,1,2,0,-0.1179
1549,2,727179,591288,0.0006273746,0.9625,0.07171,64313,193669, 5671,1496,243544,72250,3097,143139,43841,174427, 5080,1281,213930,51167,2505, 99057,158783,66904,177774,49524,164938,57461,146899,67677,218176, 98533,58204,168274,62563,155918, 98533,218176,1,1,173314,68022,0.7181,0.7202,1,2,0,-0.1179
1550,1,730149,573011,0.0034543394,0.9593,0.33604,73864,133807,13993, 792,278455,69103,2422,157713,49105,114616,11414, 683,239156,49803,1917,106317,128223,69968,150585,50323,131129,62417,116836,72064,175048,104380,60141,139403,67234,123982,104380,175048,1,1,140364,71830,0.6615,0.6638,1,2,0,-0.1179
1550,2,725122,582894,0.0034543394,0.9593,0.07044,65059,180558, 7884,1529,253103,79951,2861,134177,44002,161008, 6645,1317,219112,55415,2307, 93088,138673,58879,156024,42324,145187,49614,128097,59663,191081, 92484,50592,147344,54631,136640, 92484,191081,1,1,151813,60594,0.7147,0.7180,1,2,0,-0.1179
1551,1,731217,567044,0.0049221073,0.9633,0.37745,74871,121267,16109, 816,287763,77382,2188,150821,49405,101663,12890, 710,244189,54674,1710,101803,110966,63178,132243,43977,114544,55766,100851,65525,151919, 99741,53573,121602,60637,107696, 99741,151919,1,1,122105,65637,0.6504,0.6540,1,2,0,-0.1179
1551,2,724054,588861,0.0049221073,0.9633,0.07170,64052,193098, 5768,1505,243795,71672,3095,141069,43702,173961, 5169,1290,214079,50544,2514, 97602,155930,65669,174366,48670,161772,56265,144082,66201,214209, 97123,57159,165145,61227,152926, 97123,214209,1,1,170072,66787,0.7180,0.7201,1,2,0,-0.1179
1552,1,724405,563979,0.0044397229,0.9681,0.41142,74964,129035,15538, 813,276361,71319,2254,154121,49556,109071,12512, 709,235756,50891,1761,103723,116569,67024,138601,47555,119858,59433,106281,68827,160006,102277,57284,127583,64123,113068,102277,160006,1,1,128262,69023,0.6501,0.6530,1,2,0,-0.1179
1552,2,730866,591926,0.0044397229,0.9681,0.07234,63959,185330, 6339,1508,255197,77735,3029,137769,43551,166553, 5547,1291,222512,54327,2463, 95682,150327,61822,168008,45092,156458,52599,138652,62900,206122, 94587,53449,159164,57742,147554, 94587,206122,1,1,163915,63401,0.7211,0.7238,1,2,0,-0.1179
1553,1,724857,569202,0.0038185328,0.9561,0.36467,73630,133600,14046, 792,275036,69374,2419,155960,49016,114743,11480, 683,236279,49870,1920,105211,125721,68661,147606,49423,128763,61369,114568,70965,172170,103011,59039,136662,66160,121664,103011,172170,1,1,137766,70685,0.6609,0.6633,1,2,0,-0.1179
1553,2,730414,586703,0.0038185328,0.9561,0.07144,65293,180765, 7831,1529,256522,79680,2864,135930,44091,160881, 6579,1317,221989,55348,2304, 94194,141175,60185,159002,43224,147553,50663,130366,60762,193959, 93853,51694,150086,55704,138958, 93853,193959,1,1,154411,61739,0.7144,0.7176,1,2,0,-0.1179
1554,1,729234,572325,0.0021968417,0.9585,0.38789,73786,134728,13987, 803,278062,68825,2454,156589,49069,115534,11391, 694,238721,49436,1930,105550,126030,69176,148136,49711,128981,61750,114857,71297,172414,103570,59439,137081,66517,121918,103570,172414,1,1,138084,71100,0.6601,0.6625,1,2,0,-0.1179
1554,2,726037,583580,0.0021968417,0.9585,0.07201,65137,179637, 7890,1518,253496,80229,2829,135301,44038,160090, 6668,1306,219547,55782,2294, 93855,140866,59670,158473,42936,147335,50282,130076,60430,193715, 93294,51293,149666,55348,138704, 93294,193715,1,1,154093,61324,0.7153,0.7185,1,2,0,-0.1179
1555,1,724292,562451,0.0045950204,0.9681,0.37097,75351,130574,16068, 818,273222,72209,2273,153777,49716,109872,12830, 711,233021,51297,1776,103228,115660,66604,137487,47302,118953,59100,105495,68395,159017,101565,56947,126571,63740,112222,101565,159017,1,1,127322,68592,0.6499,0.6527,1,2,0,-0.1179
1555,2,730979,593454,0.0045950204,0.9681,0.07132,63572,183791, 5809,1503,258336,76845,3010,138113,43391,165752, 5229,1289,225247,53921,2448, 96177,151236,62243,169121,45345,157363,52931,139439,63331,207112, 95299,53786,160176,58124,148400, 95299,207112,1,1,164855,63832,0.7209,0.7236,1,2,0,-0.1179
1556,1,730132,569077,0.0034309761,0.9577,0.37731,73625,123664,14646, 783,286392,74955,2203,153864,48807,105454,11882, 679,243731,53104,1730,103690,117380,67068,139466,47503,120296,59342,106531,68910,160110,102669,57281,128422,64120,113413,102669,160110,1,1,128757,69099,0.6508,0.6537,1,2,0,-0.1179
1556,2,725139,586828,0.0034309761,0.9577,0.07164,65298,190701, 7231,1538,245166,74099,3080,138026,44300,170170, 6177,1321,214537,52114,2494, 95715,149515,61779,167142,45144,156020,52689,138402,62816,206018, 94195,53452,158325,57745,147209, 94195,206018,1,1,163421,63325,0.7207,0.7233,1,2,0,-0.1179
1557,1,728410,565668,0.0010644066,0.9609,0.36357,74610,122757,16392, 847,286066,77088,2215,148435,49328,103103,13160, 737,243126,54207,1737,100270,109710,62747,130377,43846,113398,55442, 99791,65020,151558, 99714,53291,120041,60222,106593, 99714,151558,1,1,120967,65352,0.6492,0.6530,1,2,0,-0.1179
1557,2,726861,590237,0.0010644066,0.9609,0.07145,64313,191608, 5485,1474,245492,71966,3068,143455,43779,172521, 4899,1263,215142,51011,2487, 99135,157186,66100,176232,48801,162918,56589,145142,66707,214570, 97150,57442,166706,61642,154029, 97150,214570,1,1,171210,67072,0.7185,0.7206,1,2,0,-0.1179
1558,1,725337,588930,0.0031588618,0.9505,0.22123,59594,140263,12061, 821,305851,67465,2372,136910,41524,122391,10092, 730,267847,48236,1896, 96214,137136,65536,156391,47931,136539,57694,123895,65004,184745, 94481,56731,146762,61343,130217, 94481,184745,1,0,147742,66128,0.6908,0.6925,1,2,0,-0.1179
1558,2,729934,566975,0.0031588618,0.9505,0.06750,79329,174102, 9816,1500,225707,81589,2911,154980,51583,153233, 7967,1270,190421,56982,2328,103191,129760,63311,150218,44716,139777,54337,121038,66723,181383,102383,54002,139985,60522,130405,102383,181383,1,0,144435,66296,0.6854,0.6893,1,2,0,-0.1179
1559,1,725944,566207,0.0023246529,0.9569,0.29387,71006,105613,15928, 810,310647,76021,1956,143963,46875, 89415,12784, 697,264333,53292,1527, 97284,107461,60833,127640,41947,110342,52963, 97444,62136,147460, 97601,51385,117550,57541,103892, 97601,147460,1,1,118069,63095,0.6517,0.6558,1,2,0,-0.1179
1559,2,729327,589698,0.0023246529,0.9569,0.06952,67917,208752, 5949,1511,220911,73033,3327,147927,46232,186209, 5275,1303,193935,51926,2697,102121,159435,68013,178968,50700,165974,59069,147490,69591,218668, 99263,59348,169197,64324,156730, 99263,218668,1,1,174108,69329,0.7152,0.7170,1,2,0,-0.1179
1560,1,724973,569436,0.0036591123,0.9617,0.40342,72918,129986,13611, 775,278487,69755,2344,157097,48529,111968,11121, 666,238888,50154,1852,106258,126050,69256,148345,49705,129040,61813,115019,71285,172197,103568,59476,137197,66543,122028,103568,172197,1,1,138130,71126,0.6601,0.6625,1,2,0,-0.1179
1560,2,730298,586469,0.0036591123,0.9617,0.07235,66005,184379, 8266,1546,253071,79299,2939,134793,44578,163656, 6938,1334,219380,55064,2372, 93147,140846,59590,158263,42942,147276,50219,129914,60442,193931, 93296,51256,149551,55322,138594, 93296,193931,1,1,154047,61298,0.7153,0.7185,1,2,0,-0.1179
1561,1,728052,570142,0.0005724020,0.9625,0.39066,73939,131891,14117, 791,277709,70023,2363,157219,49025,112646,11460, 682,238117,50216,1862,106134,124394,68786,146523,49340,127602,61447,113619,70927,170507,103300,59058,135456,66180,120609,103300,170507,1,1,136529,70759,0.6586,0.6611,1,2,0,-0.1179
1561,2,727219,585763,0.0005724020,0.9625,0.07197,64984,182474, 7760,1530,253849,79031,2920,134671,44082,162978, 6599,1318,220151,55002,2362, 93271,142502,60061,160086,43307,148714,50585,131315,60800,195621, 93564,51674,151291,55685,140013, 93564,195621,1,1,155648,61665,0.7162,0.7193,1,2,0,-0.1179
1562,1,728784,566397,0.0015784002,0.9665,0.34471,75449,130190,16071, 816,277574,71829,2283,154572,49736,109616,12847, 709,236542,51089,1785,104073,116311,66810,138194,47393,119536,59235,105964,68612,159610,102243,57096,127250,63916,112749,102243,159610,1,1,127923,68857,0.6501,0.6530,1,2,0,-0.1179
1562,2,726487,589508,0.0015784002,0.9665,0.07056,63474,184175, 5806,1505,253984,77225,3000,137318,43371,166008, 5212,1291,221726,54129,2439, 95332,150585,62037,168415,45254,156780,52797,138970,63114,206518, 94621,53637,159497,57948,147873, 94621,206518,1,1,164254,63567,0.7210,0.7236,1,2,0,-0.1179
1563,1,724325,567987,0.0045496681,0.9545,0.35682,73392,133391,13897, 796,274925,68739,2392,156793,48741,114218,11321, 685,235983,49525,1890,105624,127051,69649,149268,50110,129789,62093,115604,71699,173255,103843,59875,138159,66889,122695,103843,173255,1,1,138993,71478,0.6604,0.6627,1,2,0,-0.1179
1563,2,730946,587918,0.0045496681,0.9545,0.07105,65531,180974, 7980,1525,256633,80315,2891,135097,44366,161406, 6738,1315,222285,55693,2334, 93781,139845,59197,157340,42537,146527,49939,129330,60027,192873, 93021,50858,148588,54975,137927, 93021,192873,1,1,153184,60946,0.7154,0.7186,1,2,0,-0.1179
1564,1,725242,587111,0.0032894217,0.9577,0.14821,60218,135630,12227, 792,305893,70127,2352,138003,41721,118446,10219, 712,267122,49985,1868, 97038,136344,65195,155693,47375,136719,58007,123435,66081,185178, 95866,56282,146017,62038,130077, 95866,185178,1,0,147476,66504,0.6892,0.6911,1,2,0,-0.1179
1564,2,730029,568794,0.0032894217,0.9577,0.06569,78705,178735, 9650,1529,225665,78927,2931,153887,51386,157178, 7840,1288,191146,55233,2356,102367,130552,63651,150916,45272,139597,54025,121498,65646,180950,100998,54451,140731,59827,130545,100998,180950,1,0,144701,65920,0.6870,0.6907,1,2,0,-0.1179
1565,1,730894,588675,0.0044782037,0.9361,0.14903,60137,135508,11288, 841,307653,74735,2395,138337,41473,118327, 9462, 738,267270,52978,1905, 96522,131962,64311,150777,46945,131650,56858,117595,65711,178528, 95715,55625,141368,61279,124623, 95715,178528,1,0,142103,65908,0.6832,0.6852,1,2,0,-0.1179
1565,2,724377,567230,0.0044782037,0.9361,0.06470,78786,178857,10589,1480,223905,74319,2888,153553,51634,157297, 8597,1262,190998,52240,2319,102883,134934,64536,155831,45702,144666,55173,127339,66016,187600,101149,55107,145379,60585,135999,101149,187600,1,0,150074,66516,0.6929,0.6964,1,2,0,-0.1179
1566,1,727689,571764,0.0000735258,0.9657,0.41073,73211,130470,13646, 779,279451,70117,2362,157653,48748,112439,11144, 670,239728,50413,1870,106752,127063,69691,149469,50009,129985,62146,115845,71717,173562,104173,59847,138265,66925,122914,104173,173562,1,1,139185,71548,0.6605,0.6628,1,2,0,-0.1179
1566,2,727582,584141,0.0000735258,0.9657,0.07255,65712,183895, 8231,1542,252107,78937,2921,134237,44359,163185, 6915,1330,218540,54805,2354, 92653,139833,59155,157140,42638,146331,49886,129088,60009,192566, 92691,50886,148482,54939,137708, 92691,192566,1,1,152992,60876,0.7154,0.7186,1,2,0,-0.1179
1567,1,730839,585499,0.0044026164,0.9505,0.16843,63276,133607,11807, 889,295751,76963,2404,146142,42975,116784, 9849, 766,257038,54823,1897,101367,129095,63901,147674,46921,129121,56362,114878,65438,175408, 94187,55409,138383,60894,121999, 94187,175408,1,0,139235,65361,0.6805,0.6823,1,2,0,-0.1179
1567,2,724432,570406,0.0044026164,0.9505,0.06520,75647,180758,10070,1432,235807,72091,2879,145748,50132,158840, 8210,1234,201230,50395,2327, 98038,137801,64946,158935,45726,147194,55670,130055,66289,190720,102677,55324,148364,60970,138623,102677,190720,1,0,152942,67063,0.6952,0.6989,1,2,0,-0.1179
1568,1,726012,570039,0.0022311995,0.9529,0.37824,73923,134772,14067, 812,275209,69265,2443,155521,49236,115764,11473, 705,236248,49741,1920,104952,124019,68740,145886,49386,127074,61340,112889,70979,170402,103531,59059,134951,66153,119980,103531,170402,1,1,136054,70795,0.6577,0.6602,1,2,0,-0.1179
1568,2,729259,585866,0.0022311995,0.9529,0.07181,65000,179593, 7810,1509,256349,79789,2840,136369,43871,159860, 6586,1295,222020,55477,2304, 94453,142877,60106,160723,43261,149242,50691,132044,60748,195726, 93333,51674,151797,55711,140642, 93333,195726,1,1,156123,61629,0.7170,0.7201,1,2,0,-0.1179
1569,1,729031,566051,0.0019178558,0.9681,0.36933,74343,121268,16130, 813,291435,74088,2193,148761,49081,101734,12911, 707,247456,52166,1722,100274,110401,62901,131521,43793,113599,55408,100369,64766,150844, 98830,53342,120960,60078,106983, 98830,150844,1,1,121347,65139,0.6507,0.6543,1,2,0,-0.1179
