draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4669,2,728435,584711,0.0010987644,0.9601,0.07144,65098,177846, 7720,1515,257308,80142,2842,135964,43899,158106, 6488,1303,222725,55650,2290, 94250,140667,59682,158532,42768,147316,50300,130104,60477,193259, 93383,51215,149596,55380,138709, 93383,193259,1,1,153977,61323,0.7152,0.7184,1,2,0,-0.1179
4670,1,725576,577418,0.0028304007,0.9489,0.30136,70761,123078,14322, 821,299685,68611,2315,145983,48067,107838,11896, 720,258406,49356,1842, 99293,122217,66016,142342,47509,124602,58605,110919,67656,169186,101331,56759,132279,63124,117759,101331,169186,1,1,133853,68224,0.6624,0.6651,1,2,0,-0.1179
4670,2,729695,578487,0.0028304007,0.9489,0.06994,68162,191287, 7555,1500,231873,80443,2968,145907,45040,167786, 6163,1280,199862,55862,2382,100112,144679,62831,164266,45138,151714,53427,134014,64070,196942, 95533,53974,154468,58741,142863, 95533,196942,1,1,158324,64200,0.7115,0.7142,1,2,0,-0.1179
4671,1,726845,571116,0.0010863956,0.9609,0.38777,73264,129292,13685, 782,279513,70537,2323,157449,48809,111374,11187, 673,239842,50697,1840,106694,126080,69294,148374,49710,129175,61824,115070,71373,172505,103787,59498,137226,66592,122121,103787,172505,1,1,138241,71198,0.6601,0.6624,1,2,0,-0.1179
4671,2,728426,584789,0.0010863956,0.9609,0.07198,65659,185073, 8192,1539,252045,78517,2960,134441,44298,164250, 6872,1327,218426,54521,2384, 92711,140816,59552,158235,42937,147141,50207,129864,60354,193623, 93077,51234,149521,55272,138501, 93077,193623,1,1,153936,61226,0.7154,0.7186,1,2,0,-0.1179
4672,1,727267,564043,0.0005064349,0.9625,0.31083,74505,120796,16101, 812,288060,75353,2184,149456,49154,101270,12877, 706,244460,53127,1714,100735,109773,62611,130833,43581,113013,55176, 99682,64636,150057, 98665,53092,120301,59897,106346, 98665,150057,1,1,120672,64933,0.6502,0.6538,1,2,0,-0.1179
4672,2,728004,591862,0.0005064349,0.9625,0.06982,64418,193569, 5776,1509,243498,73701,3099,142434,43953,174354, 5182,1294,213808,52091,2510, 98670,157123,66235,175776,49066,163303,56855,145252,67091,216071, 98199,57640,166446,61967,154275, 98199,216071,1,1,171506,67491,0.7176,0.7197,1,2,0,-0.1179
4673,1,731065,567391,0.0047132115,0.9696,0.37593,75530,130744,16095, 822,276630,74315,2287,154642,49837,110029,12857, 713,235774,52612,1787,103782,116545,66959,138507,47522,119774,59371,106193,68762,160022,102279,57234,127523,64059,112982,102279,160022,1,1,128208,68977,0.6502,0.6531,1,2,0,-0.1179
4673,2,724206,588514,0.0047132115,0.9696,0.07145,63393,183621, 5782,1499,254928,74739,2996,137248,43270,165595, 5202,1287,222494,52606,2437, 95623,150351,61887,168102,45125,156542,52661,138740,62965,206106, 94585,53498,159224,57806,147640, 94585,206106,1,1,163969,63447,0.7210,0.7237,1,2,0,-0.1179
4674,1,730048,568646,0.0033155337,0.9537,0.30992,73750,109194,16608, 855,305373,77733,2047,144488,48935, 91952,13363, 748,259774,54566,1588, 97720,108068,60919,128333,42114,111094,53108, 97974,62409,147763, 97570,51511,118199,57749,104533, 97570,147763,1,1,118646,63223,0.6524,0.6564,1,2,0,-0.1179
4674,2,725223,587259,0.0033155337,0.9537,0.07007,65173,205171, 5269,1466,226185,71321,3236,147402,44172,183672, 4696,1252,198494,50652,2636,101685,158828,67927,178275,50533,165222,58923,146959,69318,218365, 99294,59221,168548,64115,156089, 99294,218365,1,1,173531,69201,0.7149,0.7167,1,2,0,-0.1179
4675,1,724074,562585,0.0048946210,0.9537,0.29515,71562,109246,15535, 786,299929,76443,2003,148570,46984, 92226,12400, 679,254833,53932,1550, 99981,111410,63633,132436,44482,114102,55737,100844,65133,151476, 99710,54052,121922,60428,107471, 99710,151476,1,1,122053,65737,0.6499,0.6535,1,2,0,-0.1179
4675,2,731197,593320,0.0048946210,0.9537,0.06917,67361,205119, 6342,1535,231629,72611,3280,143320,46123,183398, 5659,1321,203435,51286,2674, 99424,155486,65213,174173,48165,162214,56295,144090,66593,214652, 97154,56680,164825,61436,153151, 97154,214652,1,1,170124,66687,0.7184,0.7205,1,2,0,-0.1179
4676,1,727607,569727,0.0000391680,0.9665,0.41463,73718,132803,14048, 792,277216,69404,2399,157227,48837,113456,11388, 683,237627,49766,1889,106081,125887,69371,148168,49778,128881,61902,114823,71440,172204,103916,59570,137026,66664,121851,103916,172204,1,1,137993,71281,0.6594,0.6618,1,2,0,-0.1179
4676,2,727664,586178,0.0000391680,0.9665,0.07256,65205,181562, 7829,1529,254342,79650,2884,134663,44270,162168, 6671,1317,220641,55452,2335, 93324,141009,59475,158440,42869,147435,50130,130111,60287,193924, 92948,51163,149721,55201,138771, 92948,193924,1,1,154184,61143,0.7160,0.7192,1,2,0,-0.1179
4677,1,729733,566613,0.0028826246,0.9641,0.36642,75116,130171,16106, 820,279283,72754,2274,153209,49564,109541,12873, 711,237899,51431,1775,102819,116524,66849,138440,47426,119656,59246,106111,68606,159794,102193,57131,127480,63918,112882,102193,159794,1,1,128105,68863,0.6504,0.6533,1,2,0,-0.1179
4677,2,725538,589292,0.0028826246,0.9641,0.07124,63807,184194, 5771,1501,252275,76300,3009,138681,43543,166083, 5186,1289,220369,53787,2449, 96586,150371,61998,168168,45221,156659,52785,138822,63121,206334, 94671,53602,159267,57946,147740, 94671,206334,1,1,164072,63562,0.7208,0.7234,1,2,0,-0.1179
4678,1,728360,565676,0.0009956908,0.9688,0.37392,75447,130704,16086, 822,276124,72625,2277,154275,49780,109992,12848, 713,235358,51630,1780,103575,116220,66852,138142,47455,119504,59295,105960,68660,159667,102036,57148,127179,63969,112730,102036,159667,1,1,127899,68858,0.6500,0.6529,1,2,0,-0.1179
4678,2,726911,590229,0.0009956908,0.9688,0.07140,63476,183661, 5791,1499,255434,76429,3006,137615,43327,165632, 5211,1287,222910,53588,2444, 95830,150676,61994,168466,45192,156812,52737,138973,63067,206461, 94828,53585,159569,57895,147892, 94828,206461,1,1,164279,63566,0.7210,0.7237,1,2,0,-0.1179
4679,1,730757,567157,0.0042899226,0.9633,0.35248,73636,114795,15998, 794,299186,75256,2078,149014,48595, 96519,12767, 690,253954,53134,1611, 99887,113416,64700,134904,45316,116124,56689,102806,66132,154264,100485,55003,124158,61403,109463,100485,154264,1,1,124303,66663,0.6509,0.6543,1,2,0,-0.1179
4679,2,724514,588748,0.0042899226,0.9633,0.07094,65287,199570, 5879,1527,232372,73798,3205,142876,44512,179105, 5292,1310,204314,52084,2613, 99518,153480,64146,171704,47331,160192,55343,142127,65594,211864, 96379,55730,162589,60462,151158, 96379,211864,1,1,167875,65761,0.7185,0.7208,1,2,0,-0.1179
4680,1,726394,570646,0.0017062114,0.9601,0.38895,73002,130442,13595, 781,279504,69606,2365,157099,48585,112390,11097, 672,239806,49956,1872,106268,126414,69655,148706,49998,129228,62066,115137,71584,172763,104161,59822,137559,66818,122181,104161,172763,1,1,138450,71493,0.6595,0.6618,1,2,0,-0.1179
4680,2,728877,585259,0.0017062114,0.9601,0.07202,65921,183923, 8282,1540,252054,79448,2918,134791,44522,163234, 6962,1328,218462,55262,2352, 93137,140482,59192,157902,42649,147088,49966,129797,60143,193365, 92703,50911,149188,55046,138441, 92703,193365,1,1,153727,60931,0.7161,0.7193,1,2,0,-0.1179
4681,1,726232,582996,0.0019288504,0.9633,0.30158,64858,138630,13124, 881,284701,77306,2486,144246,44432,121390,10746, 765,248411,54985,2006,100261,129828,64130,148406,47198,129790,56625,115454,65712,176190, 93961,55661,139115,61163,122621, 93961,176190,1,0,139934,65526,0.6811,0.6828,1,2,0,-0.1179
4681,2,729039,572909,0.0019288504,0.9633,0.07026,74065,175735, 8753,1440,246857,71748,2797,147644,48675,154234, 7313,1235,209857,50233,2218, 99144,137068,64716,158203,45449,146526,55406,129479,66014,189938,102903,55072,147632,60702,138001,102903,189938,1,0,152244,66898,0.6947,0.6985,1,2,0,-0.1179
4682,1,730955,579314,0.0045620369,0.9433,0.23851,72919,142275,14308, 895,279175,67778,2518,151087,49246,123447,11829, 786,240535,48976,1992,102503,123604,67646,143949,49222,125905,60574,111549,69969,172235,102899,58431,133775,65266,118725,102899,172235,1,1,135448,70062,0.6591,0.6614,1,2,0,-0.1179
4682,2,724316,576591,0.0045620369,0.9433,0.06751,66004,172090, 7569,1426,252383,81276,2765,140803,43861,152177, 6230,1214,217733,56242,2232, 96902,143292,61200,162660,43426,150411,51458,133384,61757,193893, 93965,52302,152972,56599,141896, 93965,193893,1,1,156729,62362,0.7154,0.7184,1,2,0,-0.1179
4683,1,729909,567067,0.0031245040,0.9585,0.34657,74720,122324,16412, 841,289001,75854,2209,148548,49351,102804,13169, 729,245732,53270,1732,100280,109834,62671,130630,43719,113015,55119, 99655,64530,150381, 99093,53190,120231,59815,106334, 99093,150381,1,1,120703,65025,0.6499,0.6536,1,2,0,-0.1179
4683,2,725362,588838,0.0031245040,0.9585,0.07096,64203,192041, 5465,1480,242557,73200,3074,143342,43756,172820, 4890,1271,212536,51948,2492, 99125,157062,66176,175979,48928,163301,56913,145278,67197,215747, 97771,57543,166516,62049,154288, 97771,215747,1,1,171474,67399,0.7178,0.7199,1,2,0,-0.1179
4684,1,731170,567929,0.0048575145,0.9545,0.36553,73447,125879,16201, 808,289746,74468,2265,148356,48523,105752,12976, 706,245812,52594,1770, 99796,113960,65108,134892,46177,117285,57890,103787,67208,157317,101875,55637,124423,62541,110535,101875,157317,1,1,125449,67650,0.6497,0.6530,1,2,0,-0.1179
4684,2,724101,587976,0.0048575145,0.9545,0.07125,65476,188486, 5676,1513,241812,74586,3018,143534,44584,169872, 5083,1294,212456,52624,2454, 99609,152936,63738,171717,46470,159031,54142,141146,64519,208811, 94989,55096,162324,59324,150087, 94989,208811,1,1,166728,64774,0.7202,0.7225,1,2,0,-0.1179
4685,1,726700,577771,0.0012856712,0.9529,0.25920,69327,129930,13451, 808,292018,69124,2443,149599,46732,113884,11153, 702,252104,49678,1950,101568,126783,67378,147241,48906,128366,59884,114374,69000,173715,102056,58140,137011,64436,121369,102056,173715,1,1,138096,69446,0.6654,0.6678,1,2,0,-0.1179
4685,2,728571,578134,0.0012856712,0.9529,0.06830,69596,184435, 8426,1513,239540,79930,2840,142291,46375,161740, 6906,1298,206164,55540,2274, 97837,140113,61468,159367,43741,147950,52147,130559,62727,192413, 94808,52592,149736,57428,139253, 94808,192413,1,1,154081,62978,0.7099,0.7129,1,2,0,-0.1179
4686,1,728525,586582,0.0012224527,0.9441,0.19696,63311,143362,13636, 879,299196,71014,2447,134680,43914,124369,11163, 785,260059,50466,1961, 93865,127798,61826,145713,45274,127869,54966,114336,63308,173558, 92234,53547,136753,59131,121103, 92234,173558,1,1,137856,63521,0.6846,0.6866,1,2,0,-0.1179
4686,2,726746,569323,0.0012224527,0.9441,0.06649,75612,171003, 8241,1442,232362,78040,2836,157210,49193,151255, 6896,1215,198209,54752,2263,105540,139098,67021,160895,47373,148447,57066,130597,68419,192571,104630,57185,149994,62734,139519,104630,192571,1,1,154322,68903,0.6913,0.6948,1,2,0,-0.1179
4687,1,727173,580343,0.0006356204,0.9481,0.19605,64256,134228,13021, 881,295371,75977,2473,140966,43586,116490,10781, 770,255453,54033,1959, 97271,123433,62183,141259,45685,123655,55071,109676,64067,169162, 94157,53932,132344,59563,116665, 94157,169162,1,0,133438,64232,0.6751,0.6772,1,2,0,-0.1179
4687,2,728098,575562,0.0006356204,0.9481,0.06642,74667,180137, 8856,1440,236187,73077,2810,150924,49521,159134, 7278,1230,202815,51185,2265,102134,143463,66664,165350,46962,152661,56960,135257,67660,196966,102707,56800,154404,62302,143957,102707,196966,1,0,158739,68192,0.6995,0.7027,1,2,0,-0.1179
4688,1,725514,563106,0.0029156082,0.9593,0.34828,73125,114513,16194, 810,296227,75933,2087,146625,48258, 96281,12958, 701,251541,53270,1617, 98480,111340,63794,132296,44698,114014,55914,100851,65191,151590, 99630,54240,121816,60545,107431, 99630,151590,1,1,122018,65844,0.6495,0.6530,1,2,0,-0.1179
4688,2,729757,592799,0.0029156082,0.9593,0.07093,65798,199852, 5683,1511,235331,73121,3196,145265,44849,179343, 5101,1299,206727,51948,2607,100925,155556,65052,174313,47949,162301,56118,144083,66536,214538, 97234,56493,164931,61320,153191, 97234,214538,1,1,170159,66580,0.7188,0.7209,1,2,0,-0.1179
4689,1,725970,562806,0.0022889208,0.9609,0.34917,74652,120896,16017, 814,284994,76576,2184,149837,49263,101317,12798, 708,241962,54137,1708,100913,110277,62910,131479,43827,113907,55560,100300,65258,151164, 99098,53365,120876,60400,107102, 99098,151164,1,1,121425,65330,0.6502,0.6537,1,2,0,-0.1179
4689,2,729301,593099,0.0022889208,0.9609,0.07095,64271,193469, 5860,1507,246564,72478,3099,142053,43844,174307, 5261,1292,216306,51081,2516, 98492,156619,65936,175130,48820,162409,56471,144633,66469,214964, 97766,57368,165871,61464,153520, 97766,214964,1,1,170752,67094,0.7179,0.7201,1,2,0,-0.1179
4690,1,729817,569338,0.0029980670,0.9545,0.28270,72020,105898,15883, 805,308918,77446,2018,146829,47586, 89708,12742, 697,263025,54550,1576, 99454,110231,61271,130737,42324,112754,53301, 99524,62744,149256, 97344,51794,120483,58013,106137, 97344,149256,1,1,120500,63396,0.6553,0.6592,1,2,0,-0.1179
4690,2,725454,586567,0.0029980670,0.9545,0.06906,66903,208467, 5994,1516,222640,71608,3265,145061,45521,185916, 5317,1303,195243,50668,2648, 99951,156665,67575,175872,50323,163562,58730,145409,68983,216872, 99520,58939,166265,63851,154485, 99520,216872,1,1,171677,69028,0.7132,0.7151,1,2,0,-0.1179
4691,1,729441,572759,0.0024813248,0.9593,0.38625,74062,134983,14046, 806,277387,69294,2440,156423,49320,115860,11451, 700,238180,49763,1923,105562,126238,69401,148302,49886,129523,62008,115247,71641,173495,104319,59639,137268,66818,122384,104319,173495,1,1,138561,71451,0.6598,0.6622,1,2,0,-0.1179
