draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
39,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
40,1,547162,437413,0.0027839060,0.9437,0.3406,124667,320448,39276,1508,21820,168,8534,30741, 86290,274970,29333,1144,18422,128,6364,20762,116699, 74706,103112,56874, 87912,56604,119438,109154,46955,136007, 84150,144660, 66657, 74706,116699,53478,104904, 75405,140334,1,3,116712, 64324,0.6447,0.6440,1.0000,2.000,0,-0.25606
40,2,550217,450181,0.0027839060,0.9437,0.3152, 57434,433602,16110,2005,16547,152,2858,21509, 39698,367465,12591,1555,12990,127,2089,13666,135826,105836,128366,87546,110210,83328,154912,138122,72337,171478,115772,183914, 98198,105836,135826,81070,132902,106985,177695,1,3,146118, 93837,0.6089,0.6052,1.0000,2.000,0,-0.25606
41,1,551120,445589,0.0044296455,0.8892,0.1625, 75504,393647,26716,1640,19980,160,6083,27390, 51380,333252,19940,1248,16873,121,4581,18194,118687, 98233,109593,76706, 93732,73367,132633,118204,63680,145527,109449,157285, 90364, 98233,118687,71252,113540, 99908,151406,3,3,125095, 85300,0.5946,0.5920,1.0000,2.000,0,-0.25606
41,2,546259,442005,0.0044296455,0.8892,0.2140,106597,360403,28670,1873,18387,160,5309,24860, 74608,309183,21984,1451,14539,134,3872,16234,133838, 82309,121884,67714,104390,66566,141718,129072,55613,161959, 90473,171289, 74491, 82309,133838,63297,124265, 82482,166624,3,3,137736, 72861,0.6540,0.6517,1.0000,2.000,0,-0.25606
42,1,549302,450553,0.0011162962,0.9307,0.2414, 37598,458370,12096,1841,14908,159,2688,21642, 25080,387039, 9547,1416,11746,128,2003,13594,129836,115101,124625,94682,105593,91027,154113,135207,78536,167426,125963,181241,106820,115101,129836,88081,129884,116391,174333,2,4,142578,102022,0.5829,0.5780,1.0000,2.000,0,-0.25606
42,2,548077,437041,0.0011162962,0.9307,0.2461,144503,295680,43290,1672,23459,161,8704,30608,100908,255396,32377,1283,19666,127,6450,20834,122689, 65441,106852,49738, 92529,48906,120237,112069,40757,140059, 73959,147332, 58035, 65441,122689,46467,107922, 65998,143696,2,4,120253, 56139,0.6817,0.6823,1.0000,2.000,0,-0.25606
43,1,546347,449889,0.0042692634,0.9463,0.2888, 45584,435545,17565,1986,15388,171,4587,25521, 31448,370661,13837,1557,12209,142,3476,16559,136469,100768,129398,82821,111540,78241,154370,138737,68061,174210,109331,185836, 92173,100768,136469,76374,133511,100752,180022,2,3,147223, 88566,0.6244,0.6211,1.0000,2.000,0,-0.25606
43,2,551032,437705,0.0042692634,0.9463,0.5368,136517,318505,37821,1527,22979,149,6805,26729, 94540,271774,28087,1142,19203,113,4977,17869,116056, 79774,102079,61599, 86582,61692,119980,108539,51232,133275, 90591,142738, 72682, 79774,116056,58175,104294, 81638,138007,2,3,115607, 69595,0.6242,0.6229,1.0000,2.000,0,-0.25606
44,1,547388,443198,0.0023720155,0.9143,0.2194, 94600,381336,24171,2245,18819,172,3909,22136, 65819,324669,18650,1750,15010,144,2862,14294,127626, 94860,118589,77225,100096,76819,141298,126384,64428,156397,105786,168125, 87975, 94860,127626,72824,121591, 96881,162260,3,3,134074, 84516,0.6134,0.6101,1.0000,2.000,0,-0.25606
44,2,549991,444396,0.0023720155,0.9143,0.1809, 87501,372714,31215,1268,19548,148,7483,30114, 60169,317766,23274, 949,16402,111,5591,20134,124899, 85682,112889,67196, 98026,63114,133053,120892,54865,151088, 94136,160449, 76880, 85682,124899,61725,116215, 85509,155769,3,3,128757, 73645,0.6361,0.6347,1.0000,2.000,0,-0.25606
45,1,550858,449446,0.0039521442,0.9420,0.3305, 74888,409820,20470,2193,18720,170,3082,21515, 52231,348522,15957,1703,14894,145,2242,13752,131984,101771,124143,83912,104845,82393,149308,133014,69788,164812,111976,177098, 94436,101771,131984,78697,127827,103206,170954,3,1,140744, 90713,0.6081,0.6041,1.0000,2.000,0,-0.25606
45,2,546521,438148,0.0039521442,0.9420,0.2585,107213,344230,34916,1320,19647,150,8310,30735, 73757,293913,25967, 996,16518,110,6211,20676,120542, 78771,107335,60508, 93277,57540,125042,114262,49505,142674, 87946,151476, 70419, 78771,120542,55851,109979, 79184,147075,3,1,122087, 67448,0.6441,0.6436,1.0000,2.000,0,-0.25606
46,1,548590,450899,0.0001813412,0.9290,0.2865, 44725,443419,16547,2073,13577,166,3934,24149, 30674,376019,12915,1619,10958,139,2969,15606,136343,104636,129205,85923,112538,79398,154864,139025,70673,173365,114538,185337, 97140,104636,136343,78665,133908,105839,179350,2,3,147240, 92052,0.6153,0.6123,1.0000,2.000,0,-0.25606
46,2,548789,436695,0.0001813412,0.9290,0.3708,137376,310631,38839,1440,24790,154,7458,28101, 95314,266416,29009,1080,20454,116,5484,18822,116183, 75906,102272,58497, 85584,60535,119486,108251,48620,134121, 85384,143237, 67714, 75906,116183,55884,103898, 76550,138679,2,3,115591, 66109,0.6362,0.6345,1.0000,2.000,0,-0.25606
47,1,550194,436621,0.0027419880,0.9567,0.3447,145194,296903,43649,1679,22852,168,8777,30972,100939,254861,32632,1291,19223,131,6533,21011,120097, 64469,104346,49143, 90462,47933,116705,109298,40469,136920, 73946,143225, 58790, 64469,120097,45849,105202, 66369,140073,1,2,117293, 55791,0.6777,0.6787,1.0000,2.000,0,-0.25606
47,2,547185,450973,0.0027419880,0.9567,0.3585, 36907,457147,11737,1834,15515,152,2615,21278, 25049,387574, 9292,1408,12189,124,1920,13417,132429,116073,127131,95278,107660,92000,157645,137978,78824,170566,125976,185349,106065,116073,132429,88700,132604,116021,177956,1,2,145537,102370,0.5871,0.5819,1.0000,2.000,0,-0.25606
48,1,548133,441176,0.0010142348,0.9290,0.2070,109028,337324,38486,1505,21528,163,8517,31582, 75904,289120,28984,1163,18164,126,6408,21307,127195, 71597,112792,55592, 99525,52260,128190,118897,45445,149898, 79424,157050, 63764, 71597,127195,51099,114851, 71595,153474,2,2,127649, 61346,0.6754,0.6756,1.0000,2.000,0,-0.25606
48,2,549246,446418,0.0010142348,0.9290,0.2375, 73073,416726,16900,2008,16839,157,2875,20668, 50084,353315,12940,1536,13248,129,2045,13121,125331,108945,118685,88828, 98597,87673,146160,128378,73848,157588,120498,171524,101091,108945,125331,83449,122955,110795,164555,2,2,135181, 96815,0.5827,0.5778,1.0000,2.000,0,-0.25606
49,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
49,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
50,1,551380,440378,0.0049035019,0.9342,0.2740,147461,295133,43780,1688,24631,157,8496,30034,103360,255339,33028,1316,20477,128,6290,20440,126892, 66408,111130,51990, 94472,54278,125569,116349,42866,145001, 74381,152733, 58461, 66408,126892,49712,111879, 66422,148867,3,1,124592, 58064,0.6821,0.6813,1.0000,2.000,0,-0.25606
50,2,545999,447216,0.0049035019,0.9342,0.2178, 34640,458917,11606,1825,13736,163,2896,22216, 22628,387096, 8896,1383,10935,127,2163,13988,125634,114134,120347,92430,103650,85655,148782,130927,76426,162485,125540,175840,106394,114134,125634,84837,125927,115968,169162,3,1,138238,100097,0.5800,0.5759,1.0000,2.000,0,-0.25606
51,1,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
51,2,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
52,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
52,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
53,1,548805,432562,0.0002105016,0.9472,0.3782,146786,301501,41764,1577,21248,164,7619,28146,101548,257573,30859,1171,17093,123,5585,18610,113939, 76534, 99268,58583, 82647,60382,116715,105313,48655,130980, 86585,140234, 68336, 76534,113939,55873,100985, 77462,135608,2,3,112728, 66512,0.6289,0.6272,1.0000,2.000,0,-0.25606
53,2,548574,455032,0.0002105016,0.9472,0.3150, 35315,452549,13622,1936,17119,156,3773,24104, 24440,384862,11065,1528,14319,132,2868,15818,138587,104008,132210,85838,115476,79551,157636,141963,70637,176505,113337,188340, 96519,104008,138587,78675,136821,104928,182421,2,3,150102, 91649,0.6209,0.6179,1.0000,2.000,0,-0.25606
54,1,549584,436850,0.0016302481,0.9619,0.3298,147764,292512,44363,1676,23474,168,8784,30843,102762,252292,33159,1287,19736,130,6530,20954,120372, 64191,104269,48395, 90661,47356,116989,109204,39726,136643, 72843,143570, 56888, 64191,120372,45159,105281, 64867,140107,1,2,117387, 54899,0.6813,0.6823,1.0000,2.000,0,-0.25606
54,2,547795,450744,0.0016302481,0.9619,0.2814, 34337,461538,11023,1837,14893,152,2608,21407, 23226,390143, 8765,1412,11676,125,1923,13474,132153,116351,127208,96026,107461,92577,157361,138072,79567,170842,127079,185004,107967,116351,132153,89389,132525,117523,177922,1,2,145444,103262,0.5848,0.5797,1.0000,2.000,0,-0.25606
55,1,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
55,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
56,1,547161,434638,0.0027857285,0.9593,0.3602,148749,288436,44610,1687,23870,168,8791,30850,103381,248984,33342,1297,20028,130,6535,20941,119665, 62612,103431,46952, 89906,46144,115571,108128,38583,135646, 71214,142367, 55479, 62612,119665,43894,104258, 63347,139007,1,3,116388, 53497,0.6851,0.6862,1.0000,2.000,0,-0.25606
56,2,550218,452956,0.0027857285,0.9593,0.3050, 33352,465614,10776,1826,14497,152,2601,21400, 22607,393451, 8582,1402,11384,125,1918,13487,132860,117930,128047,97469,108216,93789,158780,139148,80709,171840,128708,186206,109376,117930,132860,90655,133547,119042,179022,1,3,146443,104664,0.5832,0.5780,1.0000,2.000,0,-0.25606
57,1,551299,451578,0.0047558774,0.9264,0.2908, 52783,443562,13845,1928,15153,157,2717,21154, 36027,375872,10741,1482,11947,128,1958,13423,131073,112694,124712,92234,106065,88809,153839,135053,76367,167257,122988,181462,103310,112694,131073,85803,129917,113149,174359,2,4,142780, 99401,0.5896,0.5848,1.0000,2.000,0,-0.25606
57,2,546080,436016,0.0047558774,0.9264,0.2574,129318,310488,41541,1585,23214,163,8675,31096, 89961,266563,31183,1217,19465,127,6495,21005,121453, 67848,106765,52187, 92057,51124,120511,112223,42926,140229, 76934,147112, 61545, 67848,121453,48746,107889, 69241,143670,2,4,120050, 58760,0.6714,0.6717,1.0000,2.000,0,-0.25606
58,1,547152,434189,0.0028021313,0.9368,0.3206,137756,310169,39363,1453,22720,157,7453,28081, 95480,264995,29125,1081,19039,118,5462,18889,114697, 75911,100442,58350, 85396,58418,117240,106421,48529,131810, 86030,140498, 68643, 75911,114697,55099,102374, 77338,136155,2,3,113786, 65980,0.6330,0.6320,1.0000,2.000,0,-0.25606
58,2,550227,453405,0.0028021313,0.9368,0.2462, 44345,443881,16023,2060,15647,163,3939,24169, 30508,377440,12799,1618,12373,137,2991,15539,137828,104631,131035,86070,112726,81515,157111,140855,70764,175675,113892,188076, 96212,104631,137828,79449,135432,105052,181874,2,3,149044, 92181,0.6179,0.6144,1.0000,2.000,0,-0.25606
59,1,550078,452493,0.0025305751,0.9429,0.2829, 40231,449769,15282,1946,12076,160,4675,25939, 27495,381393,11863,1505, 9669,129,3538,16901,134003,106313,127358,86835,110623,79995,153548,137400,71380,172014,115991,184167, 98129,106313,134003,79403,132232,107060,178090,2,3,145588, 93107,0.6099,0.6067,1.0000,2.000,0,-0.25606
59,2,547301,435101,0.0025305751,0.9429,0.4307,141870,304281,40104,1567,26291,160,6717,26311, 98493,261042,30061,1194,21743,126,4915,17527,118523, 74229,104120,57586, 87499,59938,120803,109876,47913,135472, 83931,144407, 66726, 74229,118523,55146,105573, 75329,139940,2,3,117242, 65054,0.6431,0.6417,1.0000,2.000,0,-0.25606
60,1,550516,447609,0.0033288408,0.9403,0.2880, 79996,406967,18903,2067,18494,158,3029,20902, 55158,346083,14574,1600,14569,131,2161,13333,127973,105058,120562,85651,100510,85011,147015,129842,71139,159756,115743,173378, 96609,105058,127973,80600,124482,106176,166566,2,1,137005, 93202,0.5951,0.5906,1.0000,2.000,0,-0.25606
60,2,546863,439985,0.0033288408,0.9403,0.2448,102105,347083,36483,1446,19873,162,8363,31348, 70830,296352,27350,1099,16843,124,6292,21095,124552, 75484,110916,58769, 97612,54922,127336,117434,48154,147730, 84179,155195, 68246, 75484,124552,53949,113324, 76214,151463,2,1,125825, 64958,0.6595,0.6595,1.0000,2.000,0,-0.25606
61,1,551099,454210,0.0043913725,0.9584,0.3686, 37128,460512,11811,1847,15582,154,2638,21427, 25192,390409, 9356,1421,12247,126,1940,13519,133433,116988,128182,96002,108495,92741,158869,139090,79462,171798,127011,186680,106965,116988,133433,89401,133659,116988,179238,1,2,146650,103196,0.5870,0.5818,1.0000,2.000,0,-0.25606
61,2,546280,433384,0.0043913725,0.9584,0.4026,144973,293538,43575,1666,22785,166,8754,30823,100796,252026,32568,1278,19165,129,6513,20909,119092, 63553,103295,48418, 89627,47192,115482,108186,39831,135687, 72911,141894, 57890, 63553,119092,45147,104147, 65401,138791,1,2,116180, 54965,0.6788,0.6799,1.0000,2.000,0,-0.25606
62,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
62,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
63,1,547309,438437,0.0025159949,0.9160,0.1933,107183,344426,35060,1557,19286,185,8282,31330, 74057,293619,26307,1185,15974,141,6192,20962,127168, 71724,112235,56347,100320,51550,126821,117776,46542,149852, 80585,155946, 65986, 71724,127168,51480,114288, 73287,152899,1,1,127160, 62122,0.6718,0.6726,1.0000,2.000,0,-0.25606
63,2,550070,449157,0.0025159949,0.9160,0.2851, 74918,409624,20326,1956,19081,135,3110,20920, 51931,348816,15617,1514,15438,114,2261,13466,125357,108818,119242,88073, 97802,88383,147529,129500,72751,157633,119336,172628, 98868,108818,125357,83068,123518,109103,165130,1,1,135670, 96039,0.5855,0.5802,1.0000,2.000,0,-0.25606
64,1,546995,433370,0.0030882676,0.9610,0.4316,145592,297888,41926,1571,23261,167,7823,28767,101040,255455,31063,1171,19459,126,5750,19306,116062, 70501,100637,53683, 86047,53801,115772,106067,44477,132156, 80069,140015, 63217, 70501,116062,50654,102130, 71644,136086,1,3,113822, 60958,0.6512,0.6510,1.0000,2.000,0,-0.25606
64,2,550384,454224,0.0030882676,0.9610,0.3299, 36509,456162,13460,1942,15106,153,3569,23483, 24948,386980,10861,1528,11953,129,2703,15122,136463,110041,130840,90738,112075,86132,158578,141209,74815,175330,119853,188558,101638,110041,136463,83895,135676,110746,181943,1,3,149008, 97203,0.6052,0.6012,1.0000,2.000,0,-0.25606
65,1,550667,439578,0.0036040420,0.9195,0.2785,123903,326970,38473,1472,21683,159,8111,29896, 85722,279401,28710,1116,18285,121,6014,20209,115961, 78783,102691,60520, 87074,60547,120251,109028,50264,135249, 88998,144525, 71090, 78783,115961,57111,104761, 80046,139888,2,4,116397, 68367,0.6300,0.6287,1.0000,2.000,0,-0.25606
65,2,546712,448016,0.0036040420,0.9195,0.2246, 58198,427080,16913,2041,16684,161,3281,22354, 40266,363034,13214,1583,13127,134,2439,14219,136565,101759,128786,83900,111048,79386,154099,138248,69028,172237,110924,184048, 93765,101759,136565,77437,133045,102344,178141,2,4,146433, 89794,0.6199,0.6166,1.0000,2.000,0,-0.25606
66,1,551324,446775,0.0048014405,0.9403,0.2622, 92155,362817,34449,1449,19536,175,8475,32268, 63702,311300,25984,1101,16520,134,6399,21635,128966, 76273,115871,59571,103060,54747,132860,122288,48881,155229, 83449,162588, 67588, 76273,128966,54400,118520, 75520,158909,1,1,131552, 65084,0.6690,0.6688,1.0000,2.000,0,-0.25606
66,2,546055,440819,0.0048014405,0.9403,0.3030, 89946,391233,20937,2064,18831,145,2917,19982, 62286,331135,15940,1598,14892,121,2054,12793,123559,104269,115606,84849, 95062,85186,141490,124988,70411,152256,116472,165986, 97267,104269,123559,80149,119286,106870,159121,1,1,131278, 93077,0.5851,0.5805,1.0000,2.000,0,-0.25606
67,1,551423,437288,0.0049818704,0.9385,0.2898,149900,293349,43548,1628,24604,162,8375,29857,104229,252261,32511,1245,20540,124,6175,20203,118983, 66672,103107,50571, 88613,51070,116894,108064,41876,135018, 75856,142679, 59327, 66672,118983,47840,104169, 67593,138849,1,3,116194, 57562,0.6687,0.6689,1.0000,2.000,0,-0.25606
67,2,545956,450306,0.0049818704,0.9385,0.2419, 32201,460701,11838,1885,13763,158,3017,22393, 21759,390174, 9413,1454,10872,131,2278,14225,133542,113870,128370,93849,109509,88863,157456,139212,77416,172468,124066,185895,105528,113870,133542,86709,133637,114797,179180,1,3,146636,100599,0.5931,0.5886,1.0000,2.000,0,-0.25606
68,1,549696,437264,0.0018343708,0.9515,0.3570,148239,292811,43584,1680,24166,161,8726,30329,103425,252539,32576,1291,20195,125,6450,20663,121367, 66339,105465,50436, 90807,50708,119338,110583,41556,138166, 75150,145716, 58721, 66339,121367,47567,106548, 66936,141942,1,3,118777, 57151,0.6751,0.6753,1.0000,2.000,0,-0.25606
68,2,547683,450330,0.0018343708,0.9515,0.2717, 33862,461239,11802,1833,14201,159,2666,21921, 22563,389896, 9348,1408,11217,130,2003,13765,131158,114203,126012,93984,107315,89225,155012,136693,77737,169319,124772,182858,106134,114203,131158,86982,131258,115453,176088,1,3,144053,101010,0.5878,0.5832,1.0000,2.000,0,-0.25606
