draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2049,1,547489,450657,0.0021879405,0.9489,0.2845, 35390,453425,14472,1904,12312,159,4413,25414, 24024,384135,11214,1469, 9843,129,3347,16496,134091,108359,127972,88737,110793,82264,155036,138237,73006,172599,118127,185210, 99945,108359,134091,81335,133010,109036,178904,2,2,146277, 95073,0.6061,0.6025,1.0000,2.000,0,-0.25606
2049,2,549890,436937,0.0021879405,0.9489,0.4142,146711,300625,40914,1609,26055,161,6979,26836,101964,258300,30710,1230,21569,126,5106,17932,118435, 72183,103505,55683, 87329,57669,119314,109039,46287,134887, 81795,143364, 64910, 72183,118435,53213,104796, 73353,139125,2,2,116553, 63088,0.6488,0.6478,1.0000,2.000,0,-0.25606
2050,1,547366,437155,0.0024121110,0.9481,0.3229,127669,316422,40473,1552,21718,168,8562,30802, 88419,271686,30191,1180,18352,128,6373,20826,116931, 73250,102924,55729, 88113,55297,118862,108905,45910,135813, 82637,144229, 65305, 73250,116931,52313,104701, 73972,140022,1,3,116540, 63021,0.6490,0.6486,1.0000,2.000,0,-0.25606
2050,2,550013,450439,0.0024121110,0.9481,0.3050, 54432,437628,14913,1961,16649,152,2830,21448, 37569,370749,11733,1519,13060,127,2080,13602,135594,107292,128553,88692,110009,84636,155489,138371,73383,171673,117285,184345, 99550,107292,135594,82236,133105,108417,178007,1,3,146291, 95140,0.6059,0.6020,1.0000,2.000,0,-0.25606
2051,1,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
2051,2,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
2052,1,546921,450332,0.0032231344,0.9610,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
2052,2,550458,437262,0.0032231344,0.9610,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
2053,1,547047,439162,0.0029934963,0.9359,0.2453,108584,337642,38033,1447,21232,161,8523,31425, 75451,288403,28585,1116,17909,124,6411,21163,124905, 73086,110962,56745, 96945,54021,126573,117237,46465,147124, 82020,154395, 66175, 73086,124905,52411,112929, 74099,150759,3,2,125448, 63085,0.6654,0.6655,1.0000,2.000,0,-0.25606
2053,2,550332,448432,0.0029934963,0.9359,0.3353, 73517,416408,17353,2066,17135,159,2869,20825, 50537,354032,13339,1583,13503,131,2042,13265,127621,107456,120515,87675,101177,85912,147777,130039,72828,160362,117902,174179, 98680,107456,127621,82138,124877,108291,167270,3,2,137382, 95076,0.5910,0.5864,1.0000,2.000,0,-0.25606
2054,1,551096,436871,0.0043859050,0.9455,0.2674,151157,288701,44791,1719,24857,165,8832,30874,105079,248645,33499,1328,20721,128,6549,20922,120821, 62867,104605,47886, 90246,48163,117211,109278,39524,137157, 71596,143786, 56052, 62867,120821,45192,105334, 63825,140472,1,2,117586, 54348,0.6839,0.6844,1.0000,2.000,0,-0.25606
2054,2,546283,450723,0.0043859050,0.9455,0.2756, 30944,465349,10595,1794,13510,155,2560,21376, 20909,393790, 8425,1371,10691,127,1904,13506,131704,117674,126872,96534,107876,91770,157140,137998,79768,170328,128326,184788,108802,117674,131704,89357,132472,118565,177557,1,2,145244,103813,0.5832,0.5783,1.0000,2.000,0,-0.25606
2055,1,545948,433447,0.0049964506,0.9411,0.4295,137103,310277,39640,1514,21496,161,7464,28293, 95130,265083,29347,1121,18118,123,5489,19036,114902, 74777,100364,57175, 86136,55924,116308,106387,47379,131681, 85069,139956, 68100, 74777,114902,53493,102298, 76586,135819,2,2,113676, 64738,0.6371,0.6369,1.0000,2.000,0,-0.25606
2055,2,551431,454147,0.0049964506,0.9411,0.2868, 44998,443773,15746,1999,16871,159,3928,23957, 30858,377352,12577,1578,13294,132,2964,15392,137623,105764,131113,87245,111986,84009,158042,140889,71914,175804,114853,188618, 96755,105764,137623,81056,135508,105804,182210,2,2,149154, 93423,0.6149,0.6109,1.0000,2.000,0,-0.25606
2056,1,547467,434369,0.0022280361,0.9307,0.2500,139775,302599,42195,1628,21788,161,8657,30664, 96927,259077,31422,1237,18347,124,6447,20788,117728, 67880,102519,51974, 88720,50504,116341,107883,42846,134793, 77589,141700, 61887, 67880,117728,48442,103865, 69740,138247,2,3,115669, 58780,0.6631,0.6636,1.0000,2.000,0,-0.25606
2056,2,549912,453225,0.0022280361,0.9307,0.2481, 42326,451451,13191,1885,16579,159,2735,21586, 29061,383358,10502,1462,13065,131,2006,13640,134798,112662,128958,92447,109402,89429,158009,139393,76447,172693,122333,186873,102968,112662,134798,86107,133941,112650,179782,2,3,147161, 99381,0.5969,0.5922,1.0000,2.000,0,-0.25606
2057,1,547684,450755,0.0018325483,0.9636,0.3205, 33761,462690,10855,1823,14480,152,2584,21339, 22804,391072, 8634,1402,11368,125,1901,13449,131974,116977,127110,96588,107435,92966,157513,138082,80013,170710,127683,184972,108491,116977,131974,89855,132535,118087,177840,1,2,145400,103787,0.5835,0.5783,1.0000,2.000,0,-0.25606
2057,2,549695,436839,0.0018325483,0.9636,0.4387,148340,291360,44531,1690,23887,168,8808,30911,103184,251363,33290,1297,20044,130,6552,20979,120552, 63564,104367,47833, 90687,46967,116838,109194,39280,136775, 72239,143602, 56364, 63564,120552,44694,105271, 64303,140189,1,2,117431, 54374,0.6835,0.6845,1.0000,2.000,0,-0.25606
2058,1,546428,434074,0.0041216389,0.9636,0.4342,141224,300086,42469,1615,21843,168,8613,30410, 98011,257672,31603,1223,18428,128,6413,20596,117108, 67770,101635,51237, 88068,49791,115370,106966,42145,133575, 77306,140784, 61040, 67770,117108,47725,103009, 69174,137180,1,2,114786, 58214,0.6635,0.6642,1.0000,2.000,0,-0.25606
2058,2,550951,453520,0.0041216389,0.9636,0.3665, 40877,453964,12917,1898,16524,152,2779,21840, 27977,384763,10321,1476,12984,127,2040,13832,135418,112772,129843,93184,110054,90142,158981,140310,77148,173910,122616,187790,103815,112772,135418,86824,134797,113216,180849,1,2,148044, 99946,0.5970,0.5922,1.0000,2.000,0,-0.25606
2059,1,550771,450833,0.0037935845,0.9481,0.3525, 53039,440968,14095,1944,16692,149,2753,21131, 36433,373409,11006,1493,13017,122,2011,13342,133975,110407,127265,91213,108249,87959,155765,137410,75526,170136,120526,183584,101895,110407,133975,84899,132172,111211,176859,1,3,145198, 97922,0.5972,0.5927,1.0000,2.000,0,-0.25606
2059,2,546608,436761,0.0037935845,0.9481,0.4095,129062,313082,41291,1569,21675,171,8639,31119, 89555,269026,30918,1206,18395,133,6442,21086,118550, 70135,104213,53207, 89873,51974,118586,109866,43767,137350, 79396,144990, 62960, 70135,118550,49650,105634, 71179,141170,1,3,117632, 60239,0.6613,0.6617,1.0000,2.000,0,-0.25606
2060,1,550688,453078,0.0036423150,0.9498,0.2900, 41093,449641,15360,1904,13462,165,4086,24977, 28167,381387,11920,1475,10768,135,3085,16141,135859,106526,129335,87246,111999,80923,155511,139364,71784,174215,116155,186454, 98372,106526,135859,79984,134052,107264,180334,2,4,147534, 93502,0.6121,0.6088,1.0000,2.000,0,-0.25606
2060,2,546691,434516,0.0036423150,0.9498,0.4530,141008,304409,40026,1609,24905,155,7306,27273, 97821,261048,30004,1224,20644,120,5368,18287,116666, 74015,102143,57174, 86124,59010,118839,107912,47509,133271, 83767,142120, 66483, 74015,116666,54565,103754, 75126,137696,2,4,115296, 64659,0.6407,0.6393,1.0000,2.000,0,-0.25606
2061,1,547317,435018,0.0025014147,0.9584,0.3784,142983,297198,42628,1599,23723,163,8628,30395, 99097,256018,31724,1217,19841,123,6404,20594,117720, 67622,102332,51094, 88127,51015,116721,107566,42112,134438, 76344,142176, 59549, 67622,117720,48074,103686, 67948,138308,1,3,115583, 57955,0.6660,0.6661,1.0000,2.000,0,-0.25606
2061,2,550062,452576,0.0025014147,0.9584,0.2979, 39118,456852,12758,1914,14644,157,2764,21855, 26891,386417,10200,1482,11571,132,2049,13834,134805,112920,129145,93327,109995,88918,157630,139710,77181,173048,123578,186398,105306,112920,134805,86475,134120,114442,179722,1,3,147247,100206,0.5951,0.5907,1.0000,2.000,0,-0.25606
2062,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
2062,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
2063,1,549937,447998,0.0022735992,0.9403,0.3336, 72636,411421,19929,2141,19141,165,3089,21415, 50496,349386,15472,1664,15061,138,2228,13553,136558, 98924,127580,82000,109367,79421,152363,136281,67875,170140,108289,181786, 91276, 98924,136558,76432,131397, 99782,175962,2,2,144868, 87964,0.6222,0.6187,1.0000,2.000,0,-0.25606
2063,2,547442,439596,0.0022735992,0.9403,0.4391,109465,342629,35457,1372,19226,155,8303,30835, 75492,293049,26452,1035,16351,117,6225,20875,115967, 81618,103897,62420, 88755,60512,121987,110995,51418,137345, 91633,146788, 73579, 81618,115967,58117,106409, 82608,142067,2,2,117962, 70197,0.6269,0.6259,1.0000,2.000,0,-0.25606
2064,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
2064,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
2065,1,549020,438772,0.0006023443,0.9463,0.3467,129103,315326,41305,1576,21694,171,8654,31191, 89576,270903,30932,1213,18414,133,6457,21144,119059, 70826,104749,53755, 90284,52510,119257,110456,44241,137976, 80214,145684, 63676, 70826,119059,50169,106186, 71946,141830,1,3,118209, 60870,0.6601,0.6604,1.0000,2.000,0,-0.25606
2065,2,548359,448822,0.0006023443,0.9463,0.3412, 52998,438724,14081,1937,16673,149,2738,21059, 36412,371532,10992,1486,12998,122,1996,13284,133466,109716,126728,90665,107839,87423,155094,136820,75052,169510,119708,182890,101179,109716,133466,84379,131620,110444,176199,1,3,144621, 97291,0.5978,0.5933,1.0000,2.000,0,-0.25606
2066,1,548182,438772,0.0009249311,0.9082,0.1872, 95755,377267,28169,1808,18986,147,3948,22102, 65513,318331,20942,1374,15458,110,2881,14163,114421,100621,105410,78617, 88352,77012,129675,114003,65596,140043,112549,152815, 92507,100621,114421,73741,109360,102529,146429,3,2,120674, 87817,0.5788,0.5752,1.0000,2.000,0,-0.25606
2066,2,549197,448822,0.0009249311,0.9082,0.2559, 86346,376783,27217,1705,19381,173,7444,30148, 60475,324104,20982,1325,15954,145,5572,20265,138104, 79921,126067,65804,109770,62921,144675,133273,53697,167442, 87373,175759, 72348, 79921,138104,60807,128446, 79861,171600,3,2,142156, 70344,0.6690,0.6674,1.0000,2.000,0,-0.25606
2067,1,548639,451005,0.0000920375,0.9385,0.2732, 58115,413465,21616,1932,15453,183,7197,30678, 40468,353210,16644,1481,13062,149,5405,20586,139092, 89350,129168,73536,114824,66613,150168,137377,60121,173926, 97146,182498, 82132, 89350,139092,66757,132885, 89640,178212,2,3,146722, 78150,0.6525,0.6510,1.0000,2.000,0,-0.25606
2067,2,548740,436589,0.0000920375,0.9385,0.5079,123986,340585,33770,1581,22914,137,4195,21572, 85520,289225,25280,1218,18350,106,3048,13842,113433, 91192,102309,70884, 83298,73320,124182,109899,59172,133559,102776,146076, 82723, 91192,113433,67792,104921, 92750,139817,2,3,116108, 80011,0.5920,0.5884,1.0000,2.000,0,-0.25606
2068,1,547700,446387,0.0018033879,0.9126,0.2350, 66140,408595,22357,2004,15215,177,5601,27611, 45885,347567,16900,1528,12093,143,4184,18087,137543, 92301,127757,75611,112032,69550,149353,136024,62103,171864,100753,181517, 85018, 92301,137543,69088,131291, 92886,176690,2,4,145156, 80890,0.6422,0.6403,1.0000,2.000,0,-0.25606
2068,2,549679,441207,0.0018033879,0.9126,0.3991,115961,345455,33029,1509,23152,143,5791,24639, 80103,294868,25024,1171,19319,112,4269,16341,114982, 88241,103721,68809, 86089,70383,124998,111252,57190,135622, 99169,147057, 79837, 88241,114982,65461,106515, 89504,141340,2,4,117674, 77271,0.6036,0.6006,1.0000,2.000,0,-0.25606
2069,1,547158,434752,0.0027911961,0.9576,0.3739,141223,300435,42588,1625,21867,168,8652,30600, 98001,258055,31702,1229,18451,128,6440,20746,117471, 67318,102078,50827, 88501,49324,115523,107339,41806,134140, 76758,141249, 60634, 67318,117471,47319,103360, 68697,137695,1,2,115186, 57777,0.6660,0.6668,1.0000,2.000,0,-0.25606
2069,2,550221,452842,0.0027911961,0.9576,0.3454, 40878,453615,12798,1888,16500,152,2740,21650, 27987,384380,10222,1470,12961,127,2013,13682,135055,113224,129400,93594,109621,90609,158827,139937,77487,173346,123164,187325,104221,113224,135055,87230,134446,113693,180334,1,2,147645,100384,0.5953,0.5904,1.0000,2.000,0,-0.25606
2070,1,548301,437785,0.0007080507,0.9255,0.2248,107735,350274,34424,1332,15912,147,8069,30408, 73945,298178,25449, 998,12875,105,6008,20227,119795, 82779,107070,63584, 92626,60170,125716,114282,52185,143393, 92166,152880, 74003, 82779,119795,58647,109924, 83086,148137,2,1,122252, 70814,0.6332,0.6323,1.0000,2.000,0,-0.25606
2070,2,549078,449809,0.0007080507,0.9255,0.2596, 74366,403776,20962,2181,22455,173,3323,21842, 52043,344257,16475,1701,18537,150,2445,14201,132730, 97763,124407,80836,105496,79762,148634,132994,67108,164092,107756,175694, 90852, 97763,132730,75902,127882, 99304,169892,2,1,140578, 87347,0.6168,0.6131,1.0000,2.000,0,-0.25606
2071,1,546917,437093,0.0032304245,0.9290,0.3995,119711,329465,37959,1480,20071,161,8045,30025, 82839,281376,28264,1114,17086,124,5980,20310,115337, 78632,102149,60126, 87456,58603,119216,108724,49731,134744, 88967,143745, 71403, 78632,115337,56154,104386, 80186,139245,2,3,115910, 67910,0.6306,0.6299,1.0000,2.000,0,-0.25606
2071,2,550462,450501,0.0032304245,0.9290,0.2727, 62390,424585,17427,2033,18296,159,3347,22225, 43149,361059,13660,1585,14326,131,2473,14118,137188,101910,129328,84295,110666,81330,155135,138552,69562,172741,110955,184829, 93452,101910,137188,78395,133420,102204,178784,2,3,146920, 90251,0.6195,0.6157,1.0000,2.000,0,-0.25606
2072,1,549519,446445,0.0015117840,0.8918,0.1764, 89091,383459,25893,2214,18275,183,5159,25245, 62362,326341,19895,1725,15326,150,3866,16780,137368, 83676,125889,69008,112275,63087,144342,132775,57014,167196, 93013,174984, 78571, 83676,137368,63037,128820, 85792,171090,2,3,142118, 74062,0.6574,0.6566,1.0000,2.000,0,-0.25606
2072,2,547860,441149,0.0015117840,0.8918,0.2046, 93010,370591,29493,1299,20092,137,6233,27005, 63626,316094,22029, 974,16086,105,4587,17648,115158, 96866,105588,75413, 85847,76845,130008,114501,62278,140290,106909,153589, 86284, 96866,115158,71512,108986, 96598,146939,2,3,120712, 84099,0.5894,0.5849,1.0000,2.000,0,-0.25606
2073,1,549788,444155,0.0020020430,0.9333,0.3767,114758,350381,31258,1622,24398,131,4493,22747, 80171,299661,24051,1295,20305,111,3287,15274,121016, 88338,110446,70391, 90577,73053,131351,118142,58400,143137, 99334,155326, 81004, 88338,121016,67282,112628, 90169,149231,2,2,124285, 78420,0.6131,0.6099,1.0000,2.000,0,-0.25606
2073,2,547591,443439,0.0020020430,0.9333,0.1793, 67343,403669,24128,1891,13969,189,6899,29503, 45817,342774,17873,1404,11107,144,5166,19154,131510, 92204,121031,74029,107545,66880,143000,129134,60893,164348,100588,173248, 83851, 92204,131510,67267,125178, 92220,168798,2,2,138545, 79741,0.6347,0.6331,1.0000,2.000,0,-0.25606
2074,1,548947,434445,0.0004693000,0.9264,0.4229,125648,333202,35068,1386,18443,141,7102,27957, 86292,282843,25657,1014,14876,103,5188,18472,109926, 86410, 97790,66094, 81177,66087,117765,105021,55014,129789, 97634,140771, 78196, 86410,109926,62398,100438, 87916,135281,2,3,111749, 74906,0.5987,0.5963,1.0000,2.000,0,-0.25606
2074,2,548432,453149,0.0004693000,0.9264,0.2628, 56453,420848,20318,2127,19924,179,4290,24293, 39696,359592,16267,1685,16536,152,3265,15956,142599, 94132,133687,78326,116945,73846,156585,142255,64279,177696,102288,187802, 86659, 94132,142599,72150,137368, 94473,182748,2,3,151082, 83255,0.6447,0.6423,1.0000,2.000,0,-0.25606
2075,1,550551,436978,0.0033926292,0.9169,0.2693,110397,352833,32597,1383,17817,150,6983,28391, 75587,298193,23903,1023,14387,111,5123,18651,111791, 91554,100674,70939, 83721,70379,123011,108752,58881,134891,102483,146356, 82955, 91554,111791,66733,104039, 92721,140624,3,3,115600, 79532,0.5924,0.5892,1.0000,2.000,0,-0.25606
2075,2,546828,450616,0.0033926292,0.9169,0.1879, 71704,401217,22789,2130,20550,170,4409,23859, 50401,344242,18021,1676,17025,144,3330,15777,140735, 88988,130804,73481,114401,69554,151339,138524,60412,172594, 97439,182218, 81900, 88988,140735,67816,133767, 89669,177405,3,3,147231, 78629,0.6519,0.6500,1.0000,2.000,0,-0.25606
2076,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2076,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2077,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
2077,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
2078,1,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
2078,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
2079,1,550087,439908,0.0025469778,0.9247,0.2246,142442,304275,40934,1670,22625,159,8102,29880, 99938,262605,31036,1308,18597,127,5963,20334,128624, 65799,112646,51893, 97118,52914,126157,117607,42873,147992, 74073,155151, 58957, 65799,128624,49227,113382, 66516,151571,3,2,126471, 57751,0.6865,0.6862,1.0000,2.000,0,-0.25606
2079,2,547292,447686,0.0025469778,0.9247,0.2111, 39659,449775,14452,1843,15742,161,3290,22370, 26050,379830,10888,1391,12815,128,2490,14094,123901,114743,118831,92527,101004,87018,148194,129669,76420,159494,125849,173423,105898,114743,123901,85321,124424,115874,166458,3,2,136359,100410,0.5759,0.5713,1.0000,2.000,0,-0.25606
2080,1,550923,452722,0.0040706082,0.9550,0.3533, 44423,450306,13231,1894,16575,152,2747,21595, 30383,381579,10496,1471,12998,127,2013,13655,135040,111969,129160,92613,109506,89652,158115,139539,76702,172978,121913,186755,103200,111969,135040,86322,134080,112556,179866,1,2,147299, 99342,0.5972,0.5925,1.0000,2.000,0,-0.25606
2080,2,546456,434872,0.0040706082,0.9550,0.4030,137678,303744,42155,1619,21792,168,8645,30655, 95605,260856,31428,1228,18414,128,6440,20773,117485, 68573,102317,51808, 88616,50281,116235,107737,42591,134507, 78009,141818, 61655, 68573,117485,48227,103726, 69834,138164,1,2,115531, 58819,0.6626,0.6633,1.0000,2.000,0,-0.25606
2081,1,546995,433370,0.0030882676,0.9610,0.4316,145592,297888,41926,1571,23261,167,7823,28767,101040,255455,31063,1171,19459,126,5750,19306,116062, 70501,100637,53683, 86047,53801,115772,106067,44477,132156, 80069,140015, 63217, 70501,116062,50654,102130, 71644,136086,1,3,113822, 60958,0.6512,0.6510,1.0000,2.000,0,-0.25606
2081,2,550384,454224,0.0030882676,0.9610,0.3299, 36509,456162,13460,1942,15106,153,3569,23483, 24948,386980,10861,1528,11953,129,2703,15122,136463,110041,130840,90738,112075,86132,158578,141209,74815,175330,119853,188558,101638,110041,136463,83895,135676,110746,181943,1,3,149008, 97203,0.6052,0.6012,1.0000,2.000,0,-0.25606
2082,1,549827,437056,0.0020731215,0.9645,0.4242,148038,292151,44420,1681,23750,169,8786,30832,102984,252058,33204,1291,19928,131,6532,20928,120344, 63935,104227,48100, 90510,47287,116856,109093,39494,136654, 72603,143543, 56633, 63935,120344,44961,105171, 64619,140099,1,2,117318, 54675,0.6821,0.6831,1.0000,2.000,0,-0.25606
2082,2,547552,450538,0.0020731215,0.9645,0.3169, 34063,461899,10966,1832,14617,151,2606,21418, 23004,390377, 8720,1408,11484,124,1921,13500,132182,116607,127250,96321,107612,92646,157494,138183,79798,170832,127319,185030,108222,116607,132182,89588,132635,117771,177930,1,2,145512,103486,0.5844,0.5793,1.0000,2.000,0,-0.25606
2083,1,549866,450169,0.0021442000,0.9342,0.2507, 60239,423788,18101,1982,15124,174,4821,25637, 41655,360608,14096,1533,11981,145,3562,16589,135170, 98355,126870,80815,109437,76345,151250,135921,66468,171225,106868,182267, 89967, 98355,135170,74542,130870, 98417,176745,2,4,144592, 86469,0.6258,0.6226,1.0000,2.000,0,-0.25606
2083,2,547513,437425,0.0021442000,0.9342,0.4433,121862,330262,37285,1531,23243,146,6571,26613, 84333,281827,27828,1166,19431,110,4891,17839,117355, 82187,104608,63605, 88685,63588,123100,111355,52825,136260, 93054,146307, 74888, 82187,117355,60007,106936, 83973,141284,2,4,118239, 71692,0.6225,0.6211,1.0000,2.000,0,-0.25606
2084,1,546031,437743,0.0048451811,0.8935,0.1588,113836,331210,37203,1516,23081,146,8457,30582, 79183,283231,27832,1173,19177,116,6308,20723,127555, 73073,112755,57189, 98043,54818,129178,119373,46520,149063, 81456,157139, 65377, 73073,127555,52843,114837, 73417,153101,3,4,127586, 63072,0.6692,0.6688,1.0000,2.000,0,-0.25606
2084,2,551348,449851,0.0048451811,0.8935,0.2031, 68265,422840,18183,1997,15286,174,2935,21668, 46805,359204,14092,1526,12235,139,2145,13705,124971,107469,118722,87231,100079,85115,145173,127903,72773,158422,118466,171435, 99478,107469,124971,81706,122969,108973,164928,3,4,135244, 95089,0.5872,0.5828,1.0000,2.000,0,-0.25606
2085,1,550245,444694,0.0028349367,0.9186,0.2349,106909,367690,27497,2203,21658,148,3459,20681, 74584,314091,20893,1702,17489,125,2475,13335,127072, 94834,117552,76727, 97689,77417,141385,126033,63300,154554,104784,167326, 86083, 94834,127072,72481,120664, 95434,160940,2,1,133087, 83858,0.6135,0.6096,1.0000,2.000,0,-0.25606
2085,2,547134,442900,0.0028349367,0.9186,0.1921, 75192,386360,27889,1310,16709,172,7933,31569, 51404,328344,21031, 997,13923,130,5978,21093,125453, 85708,113925,67693,100433,62516,132965,121243,55993,152932, 95138,161247, 78771, 85708,125453,62068,117142, 86956,157089,2,1,129743, 74303,0.6359,0.6350,1.0000,2.000,0,-0.25606
2086,1,549507,436514,0.0014899137,0.9628,0.4267,148607,291103,44564,1685,23753,168,8790,30837,103295,251086,33310,1294,19932,130,6531,20936,120310, 63468,104132,47726, 90481,46859,116618,108950,39200,136495, 72130,143326, 56249, 63468,120310,44596,105045, 64191,139911,1,2,117187, 54272,0.6835,0.6845,1.0000,2.000,0,-0.25606
2086,2,547872,451080,0.0014899137,0.9628,0.3176, 33494,462947,10822,1828,14614,152,2602,21413, 22693,391349, 8614,1405,11480,125,1922,13492,132216,117074,127346,96695,107641,93074,157732,138326,80093,170991,127792,185247,108606,117074,132216,89953,132761,118199,178118,1,2,145643,103889,0.5837,0.5785,1.0000,2.000,0,-0.25606
2087,1,550486,439655,0.0032741651,0.9290,0.4284,124062,340599,34587,1641,23288,134,4241,21934, 85800,290479,26050,1272,18734,103,3112,14105,114628, 90955,103737,70892, 84133,73810,125417,111300,59224,135161,102214,147826, 82213, 90955,114628,67975,106146, 92215,141494,2,3,117457, 79885,0.5952,0.5915,1.0000,2.000,0,-0.25606
2087,2,546893,447939,0.0032741651,0.9290,0.2125, 58039,413451,20799,1872,15079,186,7151,30316, 40188,351956,15874,1427,12678,152,5341,20323,137897, 89587,127740,73528,113989,66122,148933,135976,60069,172324, 97708,180747, 82642, 89587,137897,66573,131660, 90175,176536,2,3,145373, 78276,0.6500,0.6486,1.0000,2.000,0,-0.25606
