draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2478,1,899736,717659,0.00320898,0.880,0.39311,807243,36512,11589,1621, 6426,152,2197,33996,650611,29150, 8001,1425,5250,119,1344,21759,273454,113423,113423,273454,0,113423,273454,0.2932,0.2932,0,0,0,0.104
2478,2,893980,715273,0.00320898,0.880,0.19197,791591,28237,23238,1566, 8477,277,2455,38139,642429,22852,15482,1336,6983,214,1637,24340,271928,122561,122561,271928,0,122561,271928,0.3107,0.3107,0,0,0,0.104
2479,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
2479,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
2480,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
2480,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
2481,1,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2481,2,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2482,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2482,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2483,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
2483,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
2484,1,898736,719739,0.00209398,0.872,0.17184,794886,29379,23498,1568, 8469,272,2480,38184,645521,23991,15696,1338,6978,208,1650,24357,273933,122626,122626,273933,0,122626,273933,0.3092,0.3092,0,0,0,0.104
2484,2,894980,713193,0.00209398,0.872,0.37466,803948,35370,11329,1619, 6434,157,2172,33951,647519,28011, 7787,1423,5255,125,1331,21742,271449,113358,113358,271449,0,113358,271449,0.2946,0.2946,0,0,0,0.104
2485,1,896813,718392,0.00005018,0.888,0.18341,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
2485,2,896903,714540,0.00005018,0.888,0.37801,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
2486,1,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
2486,2,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
2487,1,892413,714249,0.00495619,0.880,0.22123,790140,28507,23147,1566, 8372,274,2377,38030,641155,23252,15423,1345,6897,213,1605,24359,270369,120249,120249,270369,0,120249,270369,0.3078,0.3078,0,0,0,0.104
2487,2,901303,718683,0.00495619,0.880,0.28823,808694,36242,11680,1621, 6531,155,2275,34105,651885,28750, 8060,1416,5336,120,1376,21740,275013,115735,115735,275013,0,115735,275013,0.2962,0.2962,0,0,0,0.104
2488,1,892827,714525,0.00449458,0.840,0.15231,788406,29205,23495,1566, 8681,268,2513,38693,640149,23779,15664,1339,7129,205,1680,24580,271118,122887,122887,271118,0,122887,271118,0.3119,0.3119,0,0,0,0.104
2488,2,900889,718407,0.00449458,0.840,0.33905,810428,35544,11332,1621, 6222,161,2139,33442,652891,28223, 7819,1422,5104,128,1301,21519,274264,113097,113097,274264,0,113097,274264,0.2920,0.2920,0,0,0,0.104
2489,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
2489,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
2490,1,900857,721062,0.00445890,0.888,0.23482,798256,28523,23227,1572, 8391,281,2385,38222,647725,23268,15467,1351,6913,220,1613,24505,274018,120835,120835,274018,0,120835,274018,0.3060,0.3060,0,0,0,0.104
2490,2,892859,711870,0.00445890,0.888,0.28565,800578,36226,11600,1615, 6512,148,2267,33913,645315,28734, 8016,1410,5320,113,1368,21594,271364,115149,115149,271364,0,115149,271364,0.2979,0.2979,0,0,0,0.104
2491,1,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
2491,2,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
2492,1,897725,718441,0.00096671,0.880,0.21993,795106,28302,23274,1570, 8484,277,2453,38259,645379,22939,15495,1349,6992,214,1642,24431,272705,122282,122282,272705,0,122282,272705,0.3096,0.3096,0,0,0,0.104
2492,2,895991,714491,0.00096671,0.880,0.35625,803728,36447,11553,1617, 6419,152,2199,33876,647661,29063, 7988,1412,5241,119,1339,21668,272677,113702,113702,272677,0,113702,272677,0.2943,0.2943,0,0,0,0.104
2493,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2493,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2494,1,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
2494,2,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
2495,1,897738,718534,0.00098120,0.880,0.22574,795291,28525,23196,1561, 8388,285,2380,38112,645313,23267,15439,1338,6910,224,1609,24434,272926,120670,120670,272926,0,120670,272926,0.3066,0.3066,0,0,0,0.104
2495,2,895978,714398,0.00098120,0.880,0.25157,803543,36224,11631,1626, 6515,144,2272,34023,647727,28735, 8044,1423,5323,109,1372,21665,272456,115314,115314,272456,0,115314,272456,0.2974,0.2974,0,0,0,0.104
2496,1,893255,714117,0.00401736,0.848,0.21130,785314,34208,23452,1689, 8249,253,2436,37654,636064,28064,15811,1436,6809,204,1611,24118,268786,117400,117400,268786,0,117400,268786,0.3040,0.3040,0,0,0,0.104
2496,2,900461,718815,0.00401736,0.848,0.23220,813520,30541,11375,1498, 6654,176,2216,34481,656976,23938, 7672,1325,5424,129,1370,21981,276596,118584,118584,276596,0,118584,276596,0.3001,0.3001,0,0,0,0.104
2497,1,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
2497,2,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
2498,1,892947,714334,0.00436078,0.864,0.15270,787521,30172,23588,1593, 8503,258,2552,38760,639152,24515,15744,1348,7000,198,1686,24691,269745,124138,124138,269745,0,124138,269745,0.3152,0.3152,0,0,0,0.104
2498,2,900769,718598,0.00436078,0.864,0.34136,811313,34577,11239,1594, 6400,171,2100,33375,653888,27487, 7739,1413,5233,135,1295,21408,275637,111846,111846,275637,0,111846,275637,0.2886,0.2886,0,0,0,0.104
2499,1,896468,714929,0.00043485,0.864,0.21506,784173,36656,23680,1712, 8908,247,2501,38591,634276,29715,15822,1451,7345,198,1628,24494,271281,119332,119332,271281,0,119332,271281,0.3055,0.3055,0,0,0,0.104
2499,2,897248,718003,0.00043485,0.864,0.24448,814661,28093,11147,1475, 5995,182,2151,33544,658764,22287, 7661,1310,4888,135,1353,21605,274101,116652,116652,274101,0,116652,274101,0.2985,0.2985,0,0,0,0.104
2500,1,895903,717130,0.00106483,0.856,0.18428,793431,28304,23270,1553, 8483,279,2454,38129,644176,22943,15495,1332,6994,214,1642,24334,272390,122209,122209,272390,0,122209,272390,0.3097,0.3097,0,0,0,0.104
2500,2,897813,715802,0.00106483,0.856,0.28115,805403,36445,11557,1634, 6420,150,2198,34006,648864,29059, 7988,1429,5239,119,1339,21765,272992,113775,113775,272992,0,113775,272992,0.2942,0.2942,0,0,0,0.104
2501,1,893337,715229,0.00392593,0.880,0.18626,789966,29149,23430,1548, 8494,277,2455,38018,641354,23770,15669,1318,7001,214,1638,24265,271261,122519,122519,271261,0,122519,271261,0.3111,0.3111,0,0,0,0.104
2501,2,900379,717703,0.00392593,0.880,0.37505,808868,35600,11397,1639, 6409,152,2197,34117,651686,28232, 7814,1443,5232,119,1343,21834,274121,113465,113465,274121,0,113465,274121,0.2927,0.2927,0,0,0,0.104
2502,1,899979,717555,0.00347993,0.888,0.37838,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
2502,2,893737,715377,0.00347993,0.888,0.18681,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
2503,1,898060,719051,0.00134023,0.856,0.19127,794314,29224,23542,1543, 8495,283,2452,38207,644928,23859,15682,1318,7007,219,1639,24399,272893,122458,122458,272893,0,122458,272893,0.3097,0.3097,0,0,0,0.104
2503,2,895656,713881,0.00134023,0.856,0.24333,804520,35525,11285,1644, 6408,146,2200,33928,648112,28143, 7801,1443,5226,114,1342,21700,272489,113526,113526,272489,0,113526,272489,0.2941,0.2941,0,0,0,0.104
2504,1,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
2504,2,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
2505,1,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
2505,2,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
2506,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2506,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2507,1,898987,716170,0.00237384,0.872,0.32052,808304,35069,11260,1623, 6421,157,2174,33979,650830,27715, 7721,1431,5238,125,1346,21764,273343,113240,113240,273343,0,113240,273343,0.2929,0.2929,0,0,0,0.104
2507,2,894729,716762,0.00237384,0.872,0.17569,790530,29680,23567,1564, 8482,272,2478,38156,642210,24287,15762,1330,6995,208,1635,24335,272039,122744,122744,272039,0,122744,272039,0.3109,0.3109,0,0,0,0.104
2508,1,895198,715665,0.00185091,0.872,0.15632,791463,28306,23442,1565, 8711,271,2523,38917,642117,22863,15583,1334,7155,210,1701,24702,271894,123541,123541,271894,0,123541,271894,0.3124,0.3124,0,0,0,0.104
2508,2,898518,717267,0.00185091,0.872,0.39793,807371,36443,11385,1622, 6192,158,2129,33218,650923,29139, 7900,1427,5078,123,1280,21397,273488,112443,112443,273488,0,112443,273488,0.2914,0.2914,0,0,0,0.104
2509,1,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
2509,2,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
2510,1,893650,712468,0.00357693,0.872,0.28899,801479,36147,11617,1599, 6514,155,2265,33874,646000,28665, 8023,1395,5328,120,1367,21570,272271,115036,115036,272271,0,115036,272271,0.2970,0.2970,0,0,0,0.104
2510,2,900066,720464,0.00357693,0.872,0.21012,797355,28602,23210,1588, 8389,274,2387,38261,647040,23337,15460,1366,6905,213,1614,24529,273111,120948,120948,273111,0,120948,273111,0.3069,0.3069,0,0,0,0.104
2511,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2511,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2512,1,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
2512,2,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
2513,1,899025,717930,0.00241621,0.872,0.40443,808566,35746,11272,1654, 6186,148,2197,33256,652426,28392, 7762,1442,5066,113,1339,21390,272904,113856,113856,272904,0,113856,272904,0.2944,0.2944,0,0,0,0.104
2513,2,894691,715002,0.00241621,0.872,0.16600,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
2514,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2514,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2515,1,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
2515,2,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
2516,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2516,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2517,1,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2517,2,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2518,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
2518,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
2519,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2519,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2520,1,892810,715118,0.00451354,0.880,0.17140,788695,29637,23567,1554, 8469,266,2482,38140,640618,24250,15762,1320,6979,204,1641,24344,272430,121936,121936,272430,0,121936,272430,0.3092,0.3092,0,0,0,0.104
2520,2,900906,717814,0.00451354,0.880,0.34294,810139,35112,11260,1633, 6434,163,2170,33995,652422,27752, 7721,1441,5254,129,1340,21755,272952,114048,114048,272952,0,114048,272952,0.2947,0.2947,0,0,0,0.104
2521,1,895534,714960,0.00147626,0.872,0.37477,804647,36311,11395,1628, 6178,154,2136,33085,648862,29015, 7898,1424,5066,119,1288,21288,272025,112631,112631,272025,0,112631,272025,0.2928,0.2928,0,0,0,0.104
2521,2,898182,717972,0.00147626,0.872,0.16439,794187,28438,23432,1559, 8725,275,2516,39050,644178,22987,15585,1337,7167,214,1693,24811,273357,123353,123353,273357,0,123353,273357,0.3109,0.3109,0,0,0,0.104
2522,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2522,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2523,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2523,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2524,1,896022,714212,0.00093214,0.832,0.30319,804301,36064,11433,1618, 6439,152,2161,33854,647778,28711, 7897,1427,5264,118,1324,21693,270721,112926,112926,270721,0,112926,270721,0.2943,0.2943,0,0,0,0.104
2524,2,897694,718720,0.00093214,0.832,0.14889,794533,28685,23394,1569, 8464,277,2491,38281,645262,23291,15586,1334,6969,215,1657,24406,274661,123058,123058,274661,0,123058,274661,0.3094,0.3094,0,0,0,0.104
2525,1,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
2525,2,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
2526,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2526,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2527,1,899966,720386,0.00346543,0.856,0.16615,797206,28413,23311,1564, 8491,279,2471,38231,647232,23024,15531,1334,6998,214,1643,24410,274232,122923,122923,274232,0,122923,274232,0.3095,0.3095,0,0,0,0.104
2527,2,893750,712546,0.00346543,0.856,0.29734,801628,36336,11516,1623, 6412,150,2181,33904,645808,28978, 7952,1427,5235,119,1338,21689,271150,113061,113061,271150,0,113061,271150,0.2943,0.2943,0,0,0,0.104
2528,1,897764,716570,0.00101019,0.872,0.25867,807029,35819,11724,1633, 6155,151,2158,33095,650935,28429, 8056,1429,5046,112,1300,21263,274236,113263,113263,274236,0,113263,274236,0.2923,0.2923,0,0,0,0.104
2528,2,895952,716362,0.00101019,0.872,0.16847,791805,28930,23103,1554, 8748,278,2494,39040,642105,23573,15427,1332,7187,221,1681,24836,271146,122721,122721,271146,0,122721,271146,0.3116,0.3116,0,0,0,0.104
2529,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
2529,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
2530,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
2530,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
2531,1,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
2531,2,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
2532,1,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
2532,2,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
2533,1,893324,715062,0.00394042,0.872,0.19318,790847,28352,23280,1550, 8484,273,2455,38083,642080,22990,15491,1328,6983,210,1645,24335,272297,121469,121469,272297,0,121469,272297,0.3085,0.3085,0,0,0,0.104
2533,2,900392,717870,0.00394042,0.872,0.34587,807987,36397,11547,1637, 6419,156,2197,34052,650960,29012, 7992,1433,5250,123,1336,21764,273085,114515,114515,273085,0,114515,273085,0.2954,0.2954,0,0,0,0.104
2534,1,892769,712828,0.00455925,0.808,0.24537,806295,28924,12179,1547, 6145,247,2126,35306,651169,22880, 8249,1371,4982,187,1323,22667,280172,120141,120141,280172,0,120141,280172,0.3001,0.3001,0,0,0,0.104
2534,2,900947,720104,0.00455925,0.808,0.11807,792539,35825,22648,1640, 8758,182,2526,36829,641871,29122,15234,1390,7251,146,1658,23432,265210,115843,115843,265210,0,115843,265210,0.3040,0.3040,0,0,0,0.104
2535,1,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
2535,2,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
2536,1,896274,714882,0.00065116,0.848,0.31951,806260,35526,11256,1615, 6200,161,2131,33125,649680,28221, 7776,1417,5089,124,1291,21284,273040,112354,112354,273040,0,112354,273040,0.2915,0.2915,0,0,0,0.104
2536,2,897442,718050,0.00065116,0.848,0.14371,792574,29223,23571,1572, 8703,268,2521,39010,643360,23781,15707,1344,7144,209,1690,24815,272342,123630,123630,272342,0,123630,272342,0.3122,0.3122,0,0,0,0.104
2537,1,895409,715638,0.00161564,0.872,0.15545,791349,28346,23503,1564, 8746,269,2531,39101,641868,22890,15634,1337,7183,210,1703,24813,271268,123883,123883,271268,0,123883,271268,0.3135,0.3135,0,0,0,0.104
2537,2,898307,717294,0.00161564,0.872,0.45025,807485,36403,11324,1623, 6157,160,2121,33034,651172,29112, 7849,1424,5050,123,1278,21286,274114,112101,112101,274114,0,112101,274114,0.2903,0.2903,0,0,0,0.104
2538,1,892807,712852,0.00451688,0.856,0.37805,802603,35709,11235,1647, 6175,139,2184,33115,647533,28354, 7739,1435,5055,102,1325,21309,271148,112967,112967,271148,0,112967,271148,0.2941,0.2941,0,0,0,0.104
