draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
587,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
587,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
588,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
588,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
589,1,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
589,2,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
590,1,900641,720754,0.00421806,0.880,0.22452,798016,28567,23183,1571, 8399,281,2370,38254,647375,23311,15436,1356,6912,220,1605,24539,273865,120487,120487,273865,0,120487,273865,0.3055,0.3055,0,0,0,0.104
590,2,893075,712178,0.00421806,0.880,0.26792,800818,36182,11644,1616, 6504,148,2282,33881,645665,28691, 8047,1405,5321,113,1376,21560,271517,115497,115497,271517,0,115497,271517,0.2984,0.2984,0,0,0,0.104
591,1,895253,716302,0.00178958,0.880,0.15559,790432,29248,23588,1559, 8723,271,2527,38905,641641,23814,15728,1336,7161,212,1690,24720,271777,123247,123247,271777,0,123247,271777,0.3120,0.3120,0,0,0,0.104
591,2,898463,716630,0.00178958,0.880,0.38387,808402,35501,11239,1628, 6180,158,2125,33230,651399,28188, 7755,1425,5072,121,1291,21379,273605,112737,112737,273605,0,112737,273605,0.2918,0.2918,0,0,0,0.104
592,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
592,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
593,1,892838,708952,0.00448231,0.816,0.18940,790502,35733,21119,1716, 5268,187,2233,36080,635786,29051,13966,1453,4334,152,1410,22800,283599,105743,105743,283599,0,105743,283599,0.2716,0.2716,0,0,0,0.104
593,2,900878,723980,0.00448231,0.816,0.19870,808332,29016,13708,1471, 9635,242,2419,36055,657254,22951, 9517,1308,7899,181,1571,23299,261783,130241,130241,261783,0,130241,261783,0.3322,0.3322,0,0,0,0.104
594,1,897892,718533,0.00115291,0.840,0.15204,795296,28291,23297,1561, 8480,273,2470,38224,645519,22904,15519,1330,6977,210,1652,24422,274746,122379,122379,274746,0,122379,274746,0.3082,0.3082,0,0,0,0.104
594,2,895824,714399,0.00115291,0.840,0.32922,803538,36458,11530,1626, 6423,156,2182,33911,647521,29098, 7964,1431,5256,123,1329,21677,270636,113605,113605,270636,0,113605,270636,0.2957,0.2957,0,0,0,0.104
595,1,896813,718392,0.00005018,0.888,0.18341,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
595,2,896903,714540,0.00005018,0.888,0.37801,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
596,1,898307,721114,0.00161564,0.800,0.13632,814323,22953,14297,1428, 8271,260,2057,34718,659614,18911,10201,1266,6765,197,1366,22794,270998,118286,118286,270998,0,118286,270998,0.3039,0.3039,0,0,0,0.104
596,2,895409,711818,0.00161564,0.800,0.21774,784511,41796,20530,1759, 6632,169,2595,37417,633426,33091,13282,1495,5468,136,1615,23305,274384,117698,117698,274384,0,117698,274384,0.3002,0.3002,0,0,0,0.104
597,1,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
597,2,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
598,1,898518,717267,0.00185091,0.872,0.39793,807371,36443,11385,1622, 6192,158,2129,33218,650923,29139, 7900,1427,5078,123,1280,21397,273488,112443,112443,273488,0,112443,273488,0.2914,0.2914,0,0,0,0.104
598,2,895198,715665,0.00185091,0.872,0.15632,791463,28306,23442,1565, 8711,271,2523,38917,642117,22863,15583,1334,7155,210,1701,24702,271894,123541,123541,271894,0,123541,271894,0.3124,0.3124,0,0,0,0.104
599,1,896903,714540,0.00005018,0.888,0.37801,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
599,2,896813,718392,0.00005018,0.888,0.18341,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
600,1,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
600,2,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
601,1,894057,713144,0.00312313,0.816,0.20674,785304,35149,23225,1682, 8750,212,2435,37300,634895,28587,15504,1418,7226,171,1595,23748,273232,114249,114249,273232,0,114249,273232,0.2949,0.2949,0,0,0,0.104
601,2,899659,719788,0.00312313,0.816,0.18989,813530,29600,11602,1505, 6153,217,2217,34835,658145,23415, 7979,1343,5007,162,1386,22351,272150,121735,121735,272150,0,121735,272150,0.3091,0.3091,0,0,0,0.104
602,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
602,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
603,1,894187,713218,0.00297817,0.808,0.15873,782986,37183,23448,1668, 8715,209,2461,37517,632859,30375,15755,1401,7192,171,1612,23853,271539,114352,114352,271539,0,114352,271539,0.2963,0.2963,0,0,0,0.104
603,2,899529,719714,0.00297817,0.808,0.19735,815848,27566,11379,1519, 6188,220,2191,34618,660181,21627, 7728,1360,5041,162,1369,22246,273843,121632,121632,273843,0,121632,273843,0.3076,0.3076,0,0,0,0.104
604,1,892391,711884,0.00498072,0.888,0.33601,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
604,2,901325,721048,0.00498072,0.888,0.16297,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
605,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
605,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
606,1,893055,715057,0.00424036,0.880,0.17422,789884,28809,23386,1565, 8456,266,2491,38198,641546,23413,15581,1330,6959,204,1649,24375,273160,122036,122036,273160,0,122036,273160,0.3088,0.3088,0,0,0,0.104
606,2,900661,717875,0.00424036,0.880,0.41085,808950,35940,11441,1622, 6447,163,2161,33937,651494,28589, 7902,1431,5274,129,1332,21724,272222,113948,113948,272222,0,113948,272222,0.2951,0.2951,0,0,0,0.104
607,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
607,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
608,1,893737,715377,0.00347993,0.888,0.18681,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
608,2,899979,717555,0.00347993,0.888,0.37838,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
609,1,892473,714447,0.00488929,0.864,0.17866,788850,29213,23492,1562, 8489,272,2437,38158,640413,23847,15656,1339,7001,208,1623,24360,269789,122047,122047,269789,0,122047,269789,0.3115,0.3115,0,0,0,0.104
609,2,901243,718485,0.00488929,0.864,0.23752,809984,35536,11335,1625, 6414,157,2215,33977,652627,28155, 7827,1422,5232,125,1358,21739,275593,113937,113937,275593,0,113937,275593,0.2925,0.2925,0,0,0,0.104
610,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
610,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
611,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
611,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
612,1,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
612,2,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
613,1,898075,716121,0.00135696,0.864,0.27242,805716,36438,11558,1620, 6410,150,2210,33973,649221,29056, 7998,1415,5232,119,1351,21729,273539,113765,113765,273539,0,113765,273539,0.2937,0.2937,0,0,0,0.104
613,2,895641,716811,0.00135696,0.864,0.19341,793118,28311,23269,1567, 8493,279,2442,38162,643819,22946,15485,1346,7001,214,1630,24370,271843,122219,122219,271843,0,122219,271843,0.3102,0.3102,0,0,0,0.104
614,1,901209,718202,0.00485138,0.888,0.41368,809924,35383,11377,1631, 6446,159,2174,34115,652348,28019, 7818,1435,5267,125,1331,21859,273813,113926,113926,273813,0,113926,273813,0.2938,0.2938,0,0,0,0.104
614,2,892507,714730,0.00485138,0.888,0.17560,788910,29366,23450,1556, 8457,270,2478,38020,640692,23983,15665,1326,6966,208,1650,24240,271569,122058,122058,271569,0,122058,271569,0.3101,0.3101,0,0,0,0.104
615,1,899136,718965,0.00253998,0.872,0.16134,794892,28934,23131,1564, 8752,276,2493,39094,644644,23583,15437,1340,7191,217,1678,24875,271771,122865,122865,271771,0,122865,271771,0.3113,0.3113,0,0,0,0.104
615,2,894580,713967,0.00253998,0.872,0.23413,803942,35815,11696,1623, 6151,153,2159,33041,648396,28419, 8046,1421,5042,116,1303,21224,273611,113119,113119,273611,0,113119,273611,0.2925,0.2925,0,0,0,0.104
616,1,893324,715062,0.00394042,0.872,0.19318,790847,28352,23280,1550, 8484,273,2455,38083,642080,22990,15491,1328,6983,210,1645,24335,272297,121469,121469,272297,0,121469,272297,0.3085,0.3085,0,0,0,0.104
616,2,900392,717870,0.00394042,0.872,0.34587,807987,36397,11547,1637, 6419,156,2197,34052,650960,29012, 7992,1433,5250,123,1336,21764,273085,114515,114515,273085,0,114515,273085,0.2954,0.2954,0,0,0,0.104
617,1,897569,716862,0.00079277,0.848,0.15402,793289,28791,23425,1570, 8714,269,2463,39048,642713,23395,15604,1348,7149,209,1617,24827,273128,122817,122817,273128,0,122817,273128,0.3102,0.3102,0,0,0,0.104
617,2,896147,716070,0.00079277,0.848,0.32379,805545,35958,11402,1617, 6189,160,2189,33087,650327,28607, 7879,1413,5084,124,1364,21272,272254,113167,113167,272254,0,113167,272254,0.2936,0.2936,0,0,0,0.104
618,1,892391,711884,0.00498072,0.888,0.33601,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
618,2,901325,721048,0.00498072,0.888,0.16297,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
619,1,900857,721062,0.00445890,0.888,0.23482,798256,28523,23227,1572, 8391,281,2385,38222,647725,23268,15467,1351,6913,220,1613,24505,274018,120835,120835,274018,0,120835,274018,0.3060,0.3060,0,0,0,0.104
619,2,892859,711870,0.00445890,0.888,0.28565,800578,36226,11600,1615, 6512,148,2267,33913,645315,28734, 8016,1410,5320,113,1368,21594,271364,115149,115149,271364,0,115149,271364,0.2979,0.2979,0,0,0,0.104
620,1,897142,718379,0.00031666,0.856,0.16163,793433,29289,23502,1550, 8505,273,2463,38127,644208,23908,15708,1320,7007,210,1638,24380,273409,122083,122083,273409,0,122083,273409,0.3087,0.3087,0,0,0,0.104
620,2,896574,714553,0.00031666,0.856,0.28526,805401,35460,11325,1637, 6398,156,2189,34008,648832,28094, 7775,1441,5226,123,1343,21719,271973,113901,113901,271973,0,113901,271973,0.2952,0.2952,0,0,0,0.104
621,1,898368,717393,0.00168366,0.888,0.44783,807650,36280,11354,1631, 6151,160,2131,33011,651401,28986, 7868,1425,5046,123,1289,21255,274390,112713,112713,274390,0,112713,274390,0.2912,0.2912,0,0,0,0.104
621,2,895348,715539,0.00168366,0.888,0.17196,791184,28469,23473,1556, 8752,269,2521,39124,641639,23016,15615,1336,7187,210,1692,24844,270992,123271,123271,270992,0,123271,270992,0.3127,0.3127,0,0,0,0.104
622,1,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
622,2,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
623,1,896037,715122,0.00091542,0.864,0.32816,806086,34963,11321,1598, 6426,169,2101,33373,649946,27858, 7819,1416,5254,135,1284,21410,273726,112053,112053,273726,0,112053,273726,0.2905,0.2905,0,0,0,0.104
623,2,897679,717810,0.00091542,0.864,0.14966,792748,29786,23506,1589, 8477,260,2551,38762,643094,24144,15664,1345,6979,198,1697,24689,271656,123931,123931,271656,0,123931,271656,0.3133,0.3133,0,0,0,0.104
624,1,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
624,2,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
625,1,900811,718097,0.00440761,0.872,0.33575,809488,35467,11388,1624, 6450,159,2183,34052,652201,28100, 7824,1427,5265,125,1340,21815,273876,113984,113984,273876,0,113984,273876,0.2939,0.2939,0,0,0,0.104
625,2,892905,714835,0.00440761,0.872,0.16993,789346,29282,23439,1563, 8453,270,2469,38083,640839,23902,15659,1334,6968,208,1641,24284,271506,122000,122000,271506,0,122000,271506,0.3100,0.3100,0,0,0,0.104
626,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
626,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
627,1,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
627,2,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
628,1,894167,715128,0.00300047,0.888,0.15921,789238,29342,23606,1554, 8743,269,2507,38908,640329,23901,15759,1334,7183,210,1686,24726,270871,122918,122918,270871,0,122918,270871,0.3121,0.3121,0,0,0,0.104
628,2,899549,717804,0.00300047,0.888,0.37207,809596,35407,11221,1633, 6160,160,2145,33227,652711,28101, 7724,1427,5050,123,1295,21373,274511,113066,113066,274511,0,113066,274511,0.2917,0.2917,0,0,0,0.104
629,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
629,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
630,1,892507,714730,0.00485138,0.888,0.17560,788910,29366,23450,1556, 8457,270,2478,38020,640692,23983,15665,1326,6966,208,1650,24240,271569,122058,122058,271569,0,122058,271569,0.3101,0.3101,0,0,0,0.104
630,2,901209,718202,0.00485138,0.888,0.41368,809924,35383,11377,1631, 6446,159,2174,34115,652348,28019, 7818,1435,5267,125,1331,21859,273813,113926,113926,273813,0,113926,273813,0.2938,0.2938,0,0,0,0.104
631,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
631,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
632,1,894269,713786,0.00288674,0.864,0.29483,804456,35469,11208,1624, 6148,156,2148,33060,648769,28162, 7722,1420,5038,119,1300,21256,272795,112852,112852,272795,0,112852,272795,0.2926,0.2926,0,0,0,0.104
632,2,899447,719146,0.00288674,0.864,0.16233,794378,29280,23619,1563, 8755,273,2504,39075,644271,23840,15761,1341,7195,214,1681,24843,272587,123132,123132,272587,0,123132,272587,0.3112,0.3112,0,0,0,0.104
633,1,892984,711594,0.00431952,0.880,0.32155,801961,35474,11303,1626, 6389,156,2196,33879,646003,28090, 7774,1422,5222,123,1335,21625,271073,113916,113916,271073,0,113916,271073,0.2959,0.2959,0,0,0,0.104
633,2,900732,721338,0.00431952,0.880,0.19262,796873,29275,23524,1561, 8514,273,2456,38256,647037,23912,15709,1339,7011,210,1646,24474,274309,122068,122068,274309,0,122068,274309,0.3080,0.3080,0,0,0,0.104
634,1,892554,711274,0.00479898,0.840,0.28962,802020,35246,11244,1610, 6396,163,2178,33697,646056,27895, 7683,1419,5224,130,1339,21528,270941,112843,112843,270941,0,112843,270941,0.2940,0.2940,0,0,0,0.104
634,2,901162,721658,0.00479898,0.840,0.15166,796814,29503,23583,1577, 8507,266,2474,38438,646984,24107,15800,1342,7009,203,1642,24571,274441,123141,123141,274441,0,123141,274441,0.3097,0.3097,0,0,0,0.104
635,1,898736,719739,0.00209398,0.872,0.17184,794886,29379,23498,1568, 8469,272,2480,38184,645521,23991,15696,1338,6978,208,1650,24357,273933,122626,122626,273933,0,122626,273933,0.3092,0.3092,0,0,0,0.104
635,2,894980,713193,0.00209398,0.872,0.37466,803948,35370,11329,1619, 6434,157,2172,33951,647519,28011, 7787,1423,5255,125,1331,21742,271449,113358,113358,271449,0,113358,271449,0.2946,0.2946,0,0,0,0.104
636,1,894691,715002,0.00241621,0.872,0.16600,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
